,Bifidobacterium_adolescentis,Bifidobacterium_bifidum,Bifidobacterium_longum,Collinsella_aerofaciens,Eggerthella_unclassified,Bacteroides_caccae,Bacteroides_cellulosilyticus,Bacteroides_dorei,Bacteroides_faecis,Bacteroides_fragilis,Bacteroides_massiliensis,Bacteroides_ovatus,Bacteroides_stercoris,Bacteroides_thetaiotaomicron,Bacteroides_uniformis,Bacteroides_vulgatus,Bacteroides_xylanisolvens,Bacteroidales_bacterium_ph8,Barnesiella_intestinihominis,Odoribacter_splanchnicus,Parabacteroides_distasonis,Parabacteroides_merdae,Parabacteroides_unclassified,Prevotella_copri,Alistipes_finegoldii,Alistipes_indistinctus,Alistipes_onderdonkii,Alistipes_putredinis,Alistipes_shahii,Streptococcus_parasanguinis,Streptococcus_salivarius,Clostridium_asparagiforme,Clostridium_bolteae,Clostridium_citroniae,Clostridium_clostridioforme,Clostridium_hathewayi,Clostridium_leptum,Clostridium_symbiosum,Clostridiales_bacterium_1_7_47FAA,Flavonifractor_plautii,Eubacterium_eligens,Eubacterium_hallii,Eubacterium_ramulus,Eubacterium_rectale,Eubacterium_siraeum,Eubacterium_ventriosum,Anaerostipes_hadrus,Ruminococcus_gnavus,Ruminococcus_obeum,Ruminococcus_torques,Coprococcus_catus,Coprococcus_comes,Dorea_formicigenerans,Dorea_longicatena,Dorea_unclassified,Lachnospiraceae_bacterium_1_1_57FAA,Lachnospiraceae_bacterium_2_1_58FAA,Lachnospiraceae_bacterium_3_1_46FAA,Lachnospiraceae_bacterium_3_1_57FAA_CT1,Lachnospiraceae_bacterium_5_1_63FAA,Lachnospiraceae_bacterium_7_1_58FAA,Lachnospiraceae_bacterium_8_1_57FAA,Roseburia_hominis,Roseburia_intestinalis,Roseburia_inulinivorans,Roseburia_unclassified,Oscillibacter_unclassified,Clostridium_bartlettii,Peptostreptococcaceae_noname_unclassified,Anaerotruncus_colihominis,Faecalibacterium_prausnitzii,Ruminococcaceae_bacterium_D16,Ruminococcus_bromii,Subdoligranulum_unclassified,Coprobacillus_unclassified,Holdemania_filiformis,Holdemania_unclassified,Dialister_invisus,Veillonella_atypica,Veillonella_dispar,Veillonella_parvula,Veillonella_unclassified,Burkholderiales_bacterium_1_1_47,Parasutterella_excrementihominis,Sutterella_wadsworthensis,Bilophila_unclassified,Bilophila_wadsworthia,Escherichia_coli,Escherichia_unclassified,Haemophilus_parainfluenzae,Akkermansia_muciniphila,C2likevirus_unclassified
CSM7KONA,0.0,0.0,0.0,0.0,0.0,0.000249499314652775,0.34854608963461914,0.0,0.0016129071433448458,0.0,0.061880417906629244,0.034167507551773474,0.0,0.0,0.08283080384118297,0.08845135276126519,0.0,0.0,0.0005192392443395771,0.03387145482254244,0.0039420621840271335,0.0015639248549625,0.10289087258910662,0.0,0.003085074543486422,0.022659638405460546,0.031748484180340104,0.001260045754584972,0.008383257934793376,0.0,0.0,0.0,0.004266046962005127,0.0,0.009530495994922037,0.0,0.0,0.0,0.0,0.00660640180967291,0.0,0.0,0.0,0.009314596101225746,0.0,0.0,0.0,0.0,0.0,0.0044410608133326835,0.0,0.0,0.0,0.000693443471065771,0.0,0.0006212519441110741,0.0,0.0,0.0,0.0,0.000726907954588696,0.0,0.0,0.0,0.0,0.0005143814967314106,0.01508276657362281,0.0,0.0,0.0,0.0,0.0,0.0,0.08831601051540433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004607168794045265,0.003860155161856103,0.0,0.00598879317626796,0.0001233328142740056,0.011315313428622553,0.0,0.0,0.006329240321140298,0.0
CSM7KONK,0.00017763372265430552,0.0,0.0,8.17333079697725e-05,0.0,0.006713755546210379,0.23990118382523265,0.004918286671283288,0.000928611464918793,0.00017496982224640185,0.073118980568905,0.05870594741194205,0.006256896626254894,0.0043364666049206845,0.09048857991949451,0.15127200639045493,0.000804134664040384,0.0026913870166579753,0.0014831870952914713,0.03468349896537742,0.01525082983524866,0.0054700773148658845,0.07885823291135134,0.00016576725720091634,0.007623840794656023,0.015495787586393622,0.02047885547214184,0.007285888701998786,0.014815887550467293,0.0,0.0,0.0,0.002708702369309349,0.0,0.003300209346246147,5.1824971571944625e-05,0.0,0.0,0.0,0.003630896255972738,0.0,0.0,0.0,0.014305871708735911,0.0014630867558500164,0.0,0.0,0.0,0.0,0.0012913862659224052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011333685371808452,0.0,0.0,0.0014619969784104192,0.0014452870576699324,0.0006125760074356726,0.00033795209265723706,0.0,0.0013388521277359622,0.017655121039763924,0.0,0.0,0.0,0.007024947548406401,0.0,0.0,0.05335465583799224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005463901909374835,0.002474884565324711,0.0,0.006019809489951466,0.0002459264422023821,0.030567046316873136,0.0,0.0,0.001929269327233163,0.0
CSM7KOO5,0.0,0.0,0.0,0.0,0.0,0.04615017514717009,0.00043880001674896803,0.00019777548467326034,0.0,0.0,0.0002933363772097023,0.2971048950006052,0.0002286348845439721,0.00015750913019511978,0.0010912067344617474,0.23173688518525107,0.00010531200401975233,0.0,0.0,0.0,0.0,0.05450573049878084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022317426211331827,0.001746940301974715,0.0,1.8699190256230534e-05,0.0,0.02529105633790699,0.0002647713565115342,0.00016186845062295265,0.0021348051010932146,0.0053752715254352015,0.0,0.0,0.0003721483017865758,0.03365968965080123,0.0,0.0,0.0,0.0003656093211448264,0.0036780045325460558,0.0,0.005213976669605385,0.0,0.002477355911553978,0.0,0.0,0.0,6.734002871415535e-05,0.0,0.0,0.008503886965115687,0.0006627314239892257,0.008211583058533629,0.0,0.0,0.0,0.01601820819311331,0.0,0.0,0.0,0.22184925814117434,0.0,0.0,0.0137969049972152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003263410216067423,0.0010588559881288824,0.0,0.0,0.0,0.0,0.0,0.0,0.011565621251916526,0.0
CSM7KOO9,0.0,0.0,0.0,0.0,0.0,0.03139971859369642,0.0,0.0,0.0,0.0,0.0,0.17642848659345117,0.0001185297143218376,0.0,0.00019060535878824794,0.1875211916761969,4.872888255453324e-05,0.0,0.0,0.0,0.0,0.18350914043687894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005400884255614238,0.0,0.0,0.0,0.0,0.013681322207344148,0.00018892918100995933,0.0,0.00015756071115912958,0.011749168136914031,0.0,0.0,0.025325848960099304,0.07533808505788081,0.0,0.0003681604763026774,0.0,0.0022815174102191285,0.006754038630629801,0.0,0.0025987939182523304,0.0,0.0,0.0,0.0003263757588296256,0.0,2.933311112005072e-05,0.0,0.00016630078100306306,0.0033267339819662424,0.001276050197214288,0.0011509354987634596,0.0,0.0,0.0,0.009650114650560034,0.0,0.0,0.0,0.18761457872384443,0.0,0.0,0.005726541652538881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016212230925575788,0.00028878148580229525,0.0,0.0,0.0,0.0,0.0,0.0,0.07062311669453909,0.0
CSM7KOOD,0.0,0.0,0.0,0.0005757885281543739,0.0,0.0462772453719036,0.0,0.000566608448694395,0.0,0.0,0.0,0.1467604196806959,0.0017653641412151866,0.0,0.0006495777744466096,0.1405435304261532,0.0,0.0,0.0,0.0,0.0,0.15512823641377288,0.0,0.0,0.0,0.0,0.0002899278259828785,0.0,0.0,0.0,0.0,0.0003615092050632205,0.0001758159521892165,0.0,0.0,6.611981281934183e-05,0.008814386927566847,3.567448600270289e-05,0.0,0.0017959256715692935,0.0024524756582639884,0.0,0.0,0.061488520833551205,0.11335074062324603,0.0,0.0012663861513272183,0.0,0.011984303226158809,0.005352451139317582,0.0,0.0023365045278708365,0.0,0.0029748105591830424,0.0,0.000326415736747858,0.0,2.742403484246867e-05,0.0,0.0010729072614428527,0.008509468845250586,0.004853821760042018,0.0031917625636359616,0.0,0.0,0.0,0.03798716880539277,0.0,0.0,0.0,0.18629402516271396,4.39249371629371e-05,0.0,0.010396614293732329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030455785135011073,0.000778912311648591,0.0,0.0,0.0,0.0,0.0,0.0,0.03845965238873801,0.0
CSM7KOOF,0.0,0.0,0.0,0.00024508350245276906,0.00011314025781795959,0.03349263223764569,0.0,2.7613529211030973e-05,0.0,0.0,0.0,0.15115989716163006,0.0,0.0003544631629073587,0.0002152136148237161,0.06761328423497416,0.0,0.0,0.0,0.0,0.0,0.08946224747051477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00037197680205676745,0.0006826021442711275,0.0,0.0,0.0,0.039411275259395265,0.0,0.0,0.0012079038731144364,0.0,0.0,0.0,0.011129541619712923,0.04304164850835368,0.0,0.002350695689023096,0.0002458356219254431,0.0030511338093604924,0.0027600635734356563,0.0,0.0005723629187049104,0.0,0.0020920740360621947,0.0,0.00064381426860894,0.0,0.00039024256067885014,0.0,0.0011564374120557447,0.003975381195637879,0.001251419356890575,0.002540874469970663,0.0008313069085826717,0.0010547938376058018,0.0,0.020548226330370414,0.0,0.0,0.0,0.39794641299181094,0.0,0.0,0.014126093044485073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.289347667441135e-05,0.0024563147521143155,0.00036800131341549057,0.0,0.0,0.0,0.0,0.0,0.022114891191950346,0.08098220786175443,0.0
CSM7KOOT,0.0004624959092101599,0.0,0.0002040323693043359,0.0,0.0,0.1351634152212543,0.0,0.1324357712186903,0.0,0.0,0.0,0.6885086670651527,0.0,0.0,0.0,0.0,0.0052784712211244355,0.0,0.0,0.0,0.0,0.0,0.0003923439346771861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013202094484398205,0.01040041056654397,0.0,0.0007836736239394377,0.00029801911108827194,0.0,0.0002085964736715414,0.0,0.00021231537352630147,0.0,0.0,0.0,0.008246829468832918,0.0,0.0,0.0,0.0018785515493612965,0.0,0.0011090773612309427,0.0,0.0,0.0,0.0,0.0,0.0007784333559622759,0.0007383706620723606,0.0,0.0,0.0,0.00011038370932537809,0.0,0.0,0.0,0.0,0.00010683385037310712,8.92535965142414e-05,0.0,0.0,0.0,0.003039017344948924,0.0,0.0,0.0026502232692240087,0.0,0.0,0.0,0.0,0.0,0.0,0.00023868575431460008,0.0003431530320528599,0.0,0.002786977359337685,0.0,0.0026640846232281142,6.119280670105186e-05,0.0002249934412129835,0.0004537057822807271,0.0,0.0,0.0
CSM7KOOV,0.0053151327951321365,0.0,0.0004854498292606825,0.0,0.0005460781843527804,0.2645849615454084,0.0,0.11631902414855587,0.0,0.0,0.0,0.35427967803805527,0.0,0.0,0.0,0.0,0.005168919762037938,0.0,0.0,0.0,0.0,0.0,0.00023348966519189373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001798688199790452,0.021287743442232675,0.0,0.0013628690240005102,0.021112626193338754,0.0,0.002904944185959292,0.00023433564223969048,0.0020440215436514997,0.0,0.0,0.0,0.07601442165272616,0.0,0.0,0.0,0.002218574807846889,0.0005018053855180856,0.024020531298965336,0.0,0.0,0.0,0.0,0.00037152492015739134,0.0,0.0007616613353663104,0.0,0.0,0.0,0.0005907739717113736,0.0,0.0,0.0,0.0,0.0018655203865663927,0.00026084292307065426,0.0007468567370298679,0.0,0.0,0.013566792919341309,0.0020942161818207714,0.0,0.04655129701676065,0.0001701823827817728,0.0,0.0,0.011469756814027881,0.0,0.0,0.0,0.0,0.0,0.0032148537778021557,0.0,0.015575142430810715,0.0005818912127095082,0.0017453916457792586,0.0,0.0,0.0,0.0
CSM7KOOX,0.0044524423216348846,0.0,0.0005062597517247259,0.0,0.0006831074205117885,0.12044801682655364,0.0,0.049712125602419395,0.0,0.0,0.0,0.18259368110779184,0.0,0.0,5.5021551644642334e-05,0.0,0.0018375353951490048,0.0,0.0,0.0,0.0,0.0,9.38542668649765e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001653310535079979,0.08793991113763258,0.0001554333218713639,0.0036169754089525495,0.023578835330024802,0.0,0.002587652303138626,0.0007779862972770377,0.0033873603303014445,0.0,0.0,0.0,0.22453506276555327,0.0,0.0,0.0,0.014771083705300881,0.00047931251134755465,0.14673130998834813,0.0,0.0,0.0,0.0,0.0015590464242548933,0.0,0.0054167026987814925,0.0009747113981293902,0.0,0.0,0.002168484392937077,0.0,0.003712264129677908,0.0,0.0,0.0,1.8033134244798978e-05,0.001698598292672031,0.0,0.0020282152975897487,0.010334420376130197,0.004004277951255619,0.0,0.07433729256260264,0.0,0.0,0.0,0.008749758704368485,0.0,0.0,0.0,0.0,0.0,0.0026859123925747747,0.0,0.003823639225837547,6.547257262742356e-05,0.007826892567192892,0.0,0.0,0.0,0.0
CSM7KOOZ,0.0,0.0,0.0,0.0,0.0,0.06572102618456561,0.0,0.17011441988326662,0.0,0.0,4.034675796988563e-05,0.5349179575894735,0.0,0.0,7.52499057374851e-05,3.234144884887658e-05,0.004815033330104526,0.0,0.0,0.0,0.0,0.0,0.0003714463432148201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00044669624895230523,0.01920249509474684,2.481645827512807e-05,0.002297523717729599,0.0007741133920015755,0.0,0.00021101994842979868,0.00022815130994875804,0.0037387995718760688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.350201053338576e-05,0.0,0.0024326533356922313,0.0,0.0,0.0,0.0,0.0,0.00044909784168860794,0.0,3.0099962294994043e-05,0.0,0.0,0.003159695510062274,0.0003064432331522266,0.00014105354671217955,0.0022293184840186013,0.0,0.002427850150219626,0.00045438134570847396,0.0,0.0,0.0005301115699932196,0.05187552384741561,0.0,0.0,0.07941907072770663,0.000587909901846905,0.0,0.0,0.04264844444835816,0.0,0.0,0.0,3.842548378084346e-05,0.0,0.006239818247461717,0.0,0.0036227225896214373,0.00015274129802885276,0.0,0.00011031315968750475,0.0,0.0,3.938612087536455e-05
CSM7KOP2,0.0,0.0,0.00026079798355078634,0.0,0.0,0.13281916792330498,0.0,0.11638714659323528,0.0,0.00010854441214823231,0.0,0.6158591399494431,0.0,0.0,6.77491968441987e-05,4.312637046426412e-05,0.020081881825003096,0.0,0.0,0.0,0.0,0.0,0.00026458611068616095,0.0,0.0,0.0,0.0,2.593410115756423e-05,0.0,0.0,0.0,0.0005103772828929635,0.008534796133196378,0.0,0.003369830481310692,0.00044991294592448513,0.0,0.0,0.0,0.0006109083491779036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010139067975027498,0.0,0.011605364570812479,0.0,0.0,0.0,0.0,0.0,0.0,0.0004580719889852918,0.0,0.0,0.0,0.00034981897123208836,0.0,3.438453861339977e-05,0.0,0.0,0.0009527139745466995,0.0017371476859642605,0.0,0.0,0.0,0.018804700191591812,0.0,0.0,0.027993385347232842,0.0001579357621056159,0.0,0.0,0.025369961608788454,1.908633287438716e-05,0.0006263522521144305,0.00043446904298795807,0.00293754689628545,0.0,0.0057270654398962634,0.0,0.002337711534118641,4.647740600709545e-05,0.0,0.0,0.0,0.0,0.0
CSM7KOPS,0.0,0.0,0.0,0.002084118405068028,0.0,0.03635969154037443,0.0,0.009360470682896022,0.0006560564496223313,0.10605221133296618,0.0,0.05961186931838645,0.0,0.05226963689498969,0.13921902161835017,0.024078534403929625,0.13526731088665014,0.0,0.0,0.03120127614233977,0.0026960351571592833,0.0,0.03875827784029072,0.0,0.00023881552768679,0.00024606234369935464,0.001987713792052395,0.0,0.0,0.006644232281095648,0.0009689871410739871,0.0018202684220651056,0.004293518886959333,0.00017139817872141572,0.001996607611704179,0.006564627105200053,0.0,0.01578949448846702,0.00060346213340993,0.004247841986031653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020779695914816096,0.002256285185487746,0.0,0.003292799475769722,0.0,0.0,0.0,0.0011487301382341135,0.0,0.0,0.0,0.0,0.00167741830642349,0.0,0.0,0.0,0.0,0.0,0.0,0.00010892184067369916,0.0,0.0,0.21854420689527956,0.0,0.0,0.00467068272034054,0.000654958447196185,0.0,0.0,0.01972440578304702,0.007895735446417043,0.0012237237039398963,0.0021263914984746553,0.02982547910237863,0.004870848562626985,0.009899260473405943,0.0,0.0,0.0,0.0015817822951061595,0.0,0.005232859962527373,0.0,0.0
CSM7KOPU,0.0,0.0,0.0,0.0008048058667886788,0.0,0.08824447707417268,0.0,0.018547094004707717,0.0009223822618234915,0.10391484835936371,0.0,0.07638911042064095,0.0,0.11704775697961736,0.1317402491343552,0.06021622916804017,0.100551110236124,0.0,0.0,0.05342849628500114,0.0006639369903946871,0.0,0.042338540823263646,0.0,0.0013579516632401401,0.0009676506929867655,0.01124834433497991,0.0,0.0,0.0,0.0,0.0004383037361849002,0.0015999909260594359,0.0,0.0014903137203551274,0.0032911263443939206,0.0,0.002880976129156202,0.00023322862856604092,0.0031995767654865383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024241396795420416,0.00011929801322223023,0.008890233776508237,0.0,0.0025481974606941914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008149330325970175,0.0,0.0,0.0007725002078600783,0.0,9.306865377863293e-05,0.0,0.0,0.0,0.0,0.1320390005257012,0.0,0.0,0.0050053517007714165,0.00019241615035843588,0.0,0.0,4.688877769260832e-05,0.00014127396302632527,0.0,0.016031708561232545,0.0020013305070439,0.0022771945036630468,0.0050859639406057935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSM7KOPW,0.0,0.0,0.0,0.0005350272413471972,1.2883666979729625e-05,0.06542295658447697,0.0,0.016123046932459754,0.0006177058916501866,0.06213823018182606,0.0,0.037149394335771885,0.0,0.07233550042698703,0.22079358924962475,0.15767072228271792,0.1469245266672631,0.0,0.0,0.03482505907719263,0.0014219713390147258,0.0,0.025885112993817253,0.0,0.0015034326349574257,0.0012301365810724525,0.012415797120591727,0.0,0.0,0.0,0.0,0.0010085780874997791,0.0012925259920372847,0.0,0.0038656073249023416,0.0016937456999493374,0.0,0.0051074102185942345,0.0006742114232069535,0.0040013423360746115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001525345013442635,1.8970438781176692e-05,0.008996451614932146,0.0,0.006149465551001972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007111378388023991,0.0,0.0,0.004432285779617064,0.0,0.0,0.0,0.0,0.0,0.0,0.07088096485883455,0.0,0.0,0.008321225729758287,0.00030636751400616905,0.0,0.0,0.013629397971603582,0.0,0.0,0.002651600689103724,0.0,0.003114804023193846,0.004613468686906805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSM7KOQ1,0.0,0.0,0.0,0.004098635309284009,0.0,0.12388200161257151,0.0,0.014953613269596721,0.00023865906445264874,0.08415462281653206,9.069044449200652e-05,0.016157791445199004,0.0,0.06506094302406235,0.08684784262706731,0.05185565059701996,0.057405523945427625,0.0,0.0,0.0,0.00120646930262103,0.0,0.027397105962906263,0.0,0.0,0.0,0.0018155272351041893,0.0,0.0,0.0,0.0,0.00027989935079006644,0.0002821904778088118,0.0,0.005503859880781204,0.0030225693194799058,0.0,0.009283646679956474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008636021442657765,0.0014594479109408375,0.009211858033369116,0.0,0.011486756235731763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014110287599446842,0.0,0.01985433396269319,0.0,0.0,0.0,0.0,0.0,0.0,0.34301417233895615,0.0,0.0,0.005680276661224602,0.0003864367571617288,0.0,0.0,0.005376702331240833,0.0,0.0,0.014528036425864758,0.00042309478946165566,0.003964031596932714,0.008331301549164623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSM7KOQX,0.0,0.0,0.0,0.0,0.0,0.05746504562570454,0.0002908983927996846,0.0001161251908322195,0.0,0.0,0.0,0.019046127884808917,0.14789836289026334,0.029070999537734454,0.1574789572319756,0.0663278138565346,0.040779846116559666,0.0,0.0,0.009852227235391293,0.02882267683359919,0.01556428806583223,0.0,0.0,0.0004771670307065445,0.0,0.009677134715758845,0.041065954744384604,0.004561452844284846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4278716211002125e-05,6.301201922334918e-05,0.0,0.0013801973872790013,0.02901384167570246,0.0,0.0,0.057613741218365044,0.020321801956416752,0.0038441589295109438,0.0,0.0032227667534536594,0.000984882118029814,0.006757826183260876,0.0,0.0002926014203462616,0.0,0.0,0.00014337363157745158,0.0,0.00011921192826039033,0.0,0.0,0.0,0.0005328347436352803,0.0018238360631623108,0.0,0.09190026261749158,0.0,0.0,0.005169540117634497,0.0,0.0,0.0,0.11352062307817329,0.0,0.0,0.013294897420796708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02012297349035389,0.001179985211334542,2.703556230190995e-05,0.0,0.0001312395603080904,0.0,0.0,0.0
CSM7KOR2,0.0,0.0,0.0,0.0014688687106271133,0.0,0.128415229689031,5.446101076478819e-05,0.00017274175671150207,0.0,0.0,0.0,0.009866012382832716,0.2114169672546125,0.029522152551718226,0.06791524829372413,0.14693422846337637,0.026498269763539983,0.0,0.0,0.009001739820695858,0.022247492030989777,0.020719990348110718,0.01619172079880659,0.0,0.0004727847166392482,0.0,0.005403479415880289,0.053093396687011546,0.004817938983371913,0.0,0.0,0.00018232599256037783,0.0007532081820057661,0.0001651871237482706,0.0,0.0,0.00018097292396994832,5.152936215219089e-05,0.0,0.003007871476524823,0.005853036455050497,0.0,0.0,0.09795821949704184,0.010962110696796496,0.0023724930176022944,0.0,0.0012240760514752392,0.0008023696741247054,0.00958660371890902,0.0,0.002600146807942061,8.422851975423764e-05,0.0,0.0006026793013204822,0.0039248009579725615,0.0,3.461600477182189e-05,4.036654628114735e-05,0.0,0.0010715175679043107,0.0,0.0,0.006380169426738664,0.0,0.0,0.009622347280839532,0.0,0.0,0.0,0.02682571236242393,0.0,0.0,0.014268784820374504,0.0001310221418399252,0.0,8.28754511638081e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03986940632988037,0.006347808536284224,0.0008007910941025377,0.0,0.0,0.0,0.0,0.0
CSM7KORC,0.0009981070988236574,0.0,0.0005462159436373747,0.0025468726012007866,0.0,0.0,0.009417705083062637,0.0,0.0,0.0004566435541662939,0.3698637156610763,0.06415934917755604,0.09081586499550279,0.01450153223541897,0.038878239612237304,0.11946601218556425,0.01147394414608792,0.0,0.0,0.0,0.017566519638462282,0.0,0.028016941682485617,0.0,0.0,0.00019918750507525219,0.0,0.0,0.0,0.0,0.0,0.00014949394182774372,9.184527593978175e-05,0.0,0.0,0.0,0.001063917493394682,0.0,0.0,0.00041376865032488846,0.0005890908474787801,0.000254356658451904,0.0,0.011858681837426218,0.00044403936556713377,0.004947557277255576,0.000393415985127884,0.0,0.00033173811140904295,0.0014963858005757017,0.00018586012532695992,0.0,0.002004479239351682,0.0008466502095911265,0.0,0.0,0.0,0.0,0.0,0.0007275302960269326,0.0010756951778234055,0.00025621629283538666,0.0028069114758244433,0.06867299176533233,0.005406370404869267,0.0,0.0018450672474786976,0.0,0.0,0.0,0.10178057925958038,0.0,0.0,0.004613752905420442,0.0,0.0,0.0,0.0,0.002793274157012237,0.00018617006439087367,0.0017804966091633278,0.0013431725899809926,0.0012804615860491058,0.0,0.0,0.005113064737385532,0.0009088446484164903,0.0,0.00040684667789748087,0.004661070269177945,0.0,0.00036335189592824786
CSM7KORG,9.060904186481817e-05,0.0,4.460360710645058e-05,0.0003479081354303146,0.0,0.0,0.031217299980540084,0.0,0.00010883280133973943,0.0009732507070627517,0.30839698586664616,0.01890874344119887,0.13255937154282219,0.018521584131514883,0.053672157625579225,0.16967976776558483,0.004813748717805594,0.0,0.0,0.0,0.010216137610538887,0.0,0.00921128206186928,0.0,0.0,0.0024396898698454,0.0,0.0,0.0,0.00026787652039359747,0.0,0.0003145191495392001,0.0007783966634462862,0.0002441728891884552,0.0,0.0,1.7076809577898223e-05,0.0,3.6447518949842475e-05,0.0033701211140859592,0.0,0.00020785280911605973,0.0,0.048035408637220896,0.002538582438744273,0.0007100894251346933,0.0,0.0,0.000688169938213809,0.0014714092790030812,0.0002760326085502056,0.0,0.0009268629556720431,0.000456103742382819,0.0012568022093823305,0.0,0.0,0.0,0.0,0.0,0.003958378972381319,0.0,0.002823280890960875,0.03268565072648443,0.00254125865517066,0.008248863659389524,0.006088647247785399,0.0,0.0,0.0,0.060276932327024975,0.0,0.0,0.006048758879144487,0.0,0.0,0.0,0.0,0.004994074729393102,0.0001840217390334704,0.0016321097034637504,0.0012741338967151225,0.0012473717324512522,0.0,0.0,0.013649595846716007,0.0016847419598493621,0.0,0.00020007903759179261,0.002653532306201469,0.027010670074892003,0.0
CSM7KORI,0.0,0.0,0.0,0.0,0.0,0.0,0.07339333700570387,0.0,0.0003486601751930136,0.0006739494378238022,0.3405617838626281,0.04914056905951324,0.19512702725481984,0.042020160531731625,0.07367907549322936,0.10450033887823217,0.010792708571382646,0.0,0.0,0.0,0.0027713037764962433,0.0,0.04823068973062009,0.0,0.0,0.0017954359886038778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002360356418049155,0.0,0.0,0.0,0.003606100083130653,0.0,0.0,0.0,0.0,3.3522983177490236e-05,0.0,0.0,0.0,6.778622150401023e-05,0.0,2.2524906677619624e-05,0.0,0.0,0.0,0.0,0.0,0.0002791819419197925,0.0,0.0004283962298170755,0.011077918305230253,0.0004625537174080199,0.0,0.00044774861442742483,0.0,0.0,0.0,0.02626435843831121,0.0,0.0,0.0009253189362871912,0.0,0.0,0.0,0.0,0.00035468796712082734,0.00029715956696765795,0.0025036486647542,0.0018719995211606694,6.79977229751616e-05,0.0,0.0,0.0006758529510641644,0.0,0.0,0.0001530213143780075,0.005800322095590417,0.0013888244103153922,0.0
CSM7KORK,0.002728996092430007,0.0,0.0029815722891247554,0.002583155191970562,0.00020748973535397361,0.0,0.03139857973046118,0.0016547421410962409,1.5527225206644368e-05,0.001710985201289197,0.20956808320200374,0.06151691098851378,0.05564681474502112,0.0093463544260528,0.08197684810210154,0.09086647207411297,0.0027069129276916684,0.0,0.0001929976584944389,0.0,0.003330762331549735,2.8639104270032944e-05,0.08097194909002411,0.0,8.8562691919379e-06,0.0009792503363657047,3.7265340495946484e-05,0.0002455601912310054,0.0001793106970159894,0.0,0.0,0.0,0.00011030080720868111,0.00017781548273683104,0.0,0.0,3.2664681175459264e-05,0.0,0.0,0.0012717372526656798,0.00041118392676854534,0.0036140479292087356,0.0,0.13909748406044073,0.001140043379616733,0.07535040346632077,0.00018333627392141572,0.0,0.0022497224077182507,0.0038014097800355777,0.0008277736282386631,0.0,0.003129138436829383,0.0020183092438977434,0.0,0.0,0.0,0.0,0.0,0.00046995734958776955,0.0024643431650189797,0.0007181629199280551,0.002840102015019773,0.03894998692262589,0.012149421133542651,0.0,0.0023456461545504088,0.0,0.0,0.0,0.0431794880524328,0.0,0.0,0.0057625558318762675,0.0,0.0,0.0,0.0,0.0,0.0,0.0001703394113410393,0.00027235903177284343,0.0012462035934369758,0.0,0.0,0.00941283395323384,0.0014964794604714804,0.0005389672393950779,0.0017867810635942242,0.0018429091073041684,5.405774701572483e-05,0.0
