,Roseburia_inulinivorans,Clostridium_bolteae,Lachnospiraceae_bacterium_8_1_57FAA,Lachnospiraceae_bacterium_5_1_63FAA,Barnesiella_intestinihominis,Flavonifractor_plautii,Bacteroides_caccae,Ruminococcaceae_bacterium_D16,Parabacteroides_distasonis,Eubacterium_ventriosum,Dorea_formicigenerans,Coprococcus_comes,Eubacterium_ramulus,Eubacterium_rectale,Parabacteroides_unclassified,Ruminococcus_gnavus,Ruminococcus_torques,Dorea_unclassified,Bacteroides_thetaiotaomicron,Roseburia_intestinalis,Clostridium_symbiosum,Lachnospiraceae_bacterium_7_1_58FAA,Escherichia_unclassified,Escherichia_coli,Odoribacter_splanchnicus,C2likevirus_unclassified,Bifidobacterium_longum,Clostridium_hathewayi,Dialister_invisus,Bifidobacterium_adolescentis,Burkholderiales_bacterium_1_1_47,Alistipes_onderdonkii,Anaerostipes_hadrus,Subdoligranulum_unclassified,Oscillibacter_unclassified,Lachnospiraceae_bacterium_3_1_46FAA,Lachnospiraceae_bacterium_3_1_57FAA_CT1,Bacteroides_faecis,Veillonella_parvula,Bacteroides_cellulosilyticus,Dorea_longicatena,Parasutterella_excrementihominis,Faecalibacterium_prausnitzii,Bifidobacterium_bifidum,Veillonella_dispar,Coprococcus_catus,Veillonella_unclassified,Roseburia_unclassified,Peptostreptococcaceae_noname_unclassified,Bacteroides_uniformis,Bacteroides_ovatus,Bacteroides_dorei,Streptococcus_parasanguinis,Prevotella_copri,Eubacterium_hallii,Lachnospiraceae_bacterium_2_1_58FAA,Ruminococcus_bromii,Clostridium_clostridioforme,Haemophilus_parainfluenzae,Lachnospiraceae_bacterium_1_1_57FAA,Bacteroides_stercoris,Clostridium_leptum,Alistipes_putredinis,Collinsella_aerofaciens,Eubacterium_siraeum,Clostridiales_bacterium_1_7_47FAA,Ruminococcus_obeum,Alistipes_finegoldii,Veillonella_atypica,Bilophila_wadsworthia,Parabacteroides_merdae,Eubacterium_eligens,Bacteroides_fragilis,Holdemania_filiformis,Clostridium_asparagiforme,Bacteroides_xylanisolvens,Clostridium_bartlettii,Bacteroides_vulgatus,Bacteroides_massiliensis,Streptococcus_salivarius,Roseburia_hominis,Bilophila_unclassified,Akkermansia_muciniphila,Alistipes_shahii
CSM7KOOJ,0.005527919678709967,0.0,0.00020177556406572077,0.0,0.0,0.0,0.045421323718748,0.0,0.00020695189895875483,0.0,5.287981331903446e-05,0.0006969782688326482,4.2628640295574806e-05,0.03780906652310964,0.002811561821018376,0.0,0.0015135197240181226,0.000412178352953165,0.022695285099838813,0.029508255289935142,0.0,0.00027089485940211706,0.0,0.0,0.004226934175594068,3.948224065471095e-05,0.0,0.0,0.0,0.0,0.012454363249402614,0.07239347940138427,0.0,0.060082023593734435,0.0012907343300924401,0.011450864757492261,0.0,0.0,0.0005178364828286254,0.16592995241527275,0.00011174793563197111,0.0010164900775242421,0.07827653625246142,0.0,0.0,2.3750242450391677e-05,0.00042730137058183317,0.019089206621121006,0.0009397585249922075,0.06696188015038979,0.01191186305326012,3.867026655384286e-05,0.0,0.0,0.0,0.0,2.3242758637349124e-05,0.0,0.003990548215478844,0.0,1.1367637412153282e-05,4.141067914427267e-05,0.05607533739300084,0.0,0.0110315816311565,0.0,0.0002145641561543932,0.0,0.0,0.0,0.0,0.006282954095754684,0.011680957918325756,8.302435181376236e-05,0.0,0.00011195092915718812,0.0,0.05648497832688879,0.13561591432698866,0.0,0.0007893403228063935,0.0016234407179231405,0.047246235510449035,0.00021760905903264854
CSM7KOOL,0.008825462932283232,0.0,0.0,0.0,0.0,0.0,0.052580374606507045,0.0,0.00039801585639880614,0.0,0.0,0.0,0.0,0.004970522839971199,0.009462735511348736,0.0,0.0014684711678370661,0.0,0.00711305967676559,0.034664070958218086,0.0,0.00036528830130166224,0.0,0.0,0.006197907794483963,0.004430619819238191,0.0,0.0,0.0,0.0,0.0033526432684297803,0.05414021866885446,0.0,0.06904263973548003,0.0005820829442277739,0.0126815210466638,0.0,0.0,0.0,0.046042689741558014,0.0,0.0002455583015984463,0.10478814294908201,0.0,0.0,0.0,0.0,0.0032709260190567874,0.0,0.07709097569176089,0.03146093773186253,0.00016790658702012966,0.0,0.0,0.0,0.0,0.0,0.0,0.00018000155303429154,0.0009578399976257276,3.648817478221946e-05,0.0,0.06706506197297964,0.0,0.011294868766569596,0.0,1.1180220685359723e-05,0.0,0.0,0.0,0.0,0.019667532761095757,0.016694000612269538,0.0,0.0,0.0005055492517179932,0.0,0.15596611132816549,0.15398213034836347,0.0,0.0015007921694547425,0.00038693727408331335,0.018658365386687244,0.0002149651522685074
CSM7KOON,0.0029302107354358432,0.0,0.0,0.0,0.0,0.0,0.031241696658417088,0.0,7.852052262689543e-05,0.0,0.00012261829992578742,0.0021233130690637395,0.0011007131109617195,0.07310219919587245,0.0030977415521949137,0.0,0.0033431818369300858,0.0,0.030083340725397232,0.008116435241599298,0.0,0.000283936727735129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003699324855900583,0.07440669903287363,0.0,0.14814612638708136,0.0039047410610088167,0.013727851942272853,0.0,0.0,0.0,0.08053303111928205,0.0014370986962232444,0.0007992594832371924,0.07411726281328136,0.0,0.0,0.0003140820905075817,0.0,0.021631436480512602,0.0,0.09327219663657188,0.014763996945134117,0.0,0.0,0.0,4.022776451053657e-05,0.0,0.0,0.0,0.0,0.0,5.3569124386182874e-05,0.0,0.06061937110459025,0.0,0.007053505676544942,0.0,0.0005259143694491414,0.0,0.0,0.0,0.0,0.010248506760657736,0.0045591805920080775,0.0,0.0,7.750209820890717e-05,0.0,0.09548360341779161,0.062105354172876936,0.0,0.004417314070582312,0.0005045274566713877,0.03376871316677138,0.00029014911668485743
CSM7KOOP,0.00884141372194594,0.0,0.0008724563206683683,0.0,0.0,0.0,0.01851007128604005,0.0,0.0004026800883728472,0.0,0.0,0.0009556555391324839,0.0001075602799498864,0.05191693167062895,0.001613404199248296,0.0,0.0008869077978209442,0.0,0.014909072854128543,0.038263072832038426,0.0,0.00041300257205325865,0.00024113321877440943,0.0,0.0,0.00043075724398356613,0.0,0.0,0.0,0.0,0.004731000720406136,0.045372993141432165,0.0,0.10518094746155157,0.004224992570392371,0.04018491284365741,0.0,0.0,0.00016165009443524193,0.051811435887415144,0.0003144228529053301,0.0019588977280316643,0.09861368011923707,0.0,0.0,0.00015607595324781978,5.37801399749432e-05,0.03925557963790998,0.00036706751967542807,0.10152224634586657,0.009988861007860466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004937243944340755,0.0008444823898944536,0.0,0.00010477320935617533,0.042434388487292654,0.0,0.012527779093894445,0.0,0.00019075949841400197,0.0,0.0,0.0,0.0,0.018733862732231366,0.004940237464608074,0.0007001740680423026,0.0,3.798673994391381e-05,0.0,0.11058063867477476,0.05239238526894869,0.0,0.0017685511289648789,0.003029855409874343,0.08602551449581221,0.00013357293882452302
CSMA8M9R,0.0075412144907600455,0.0,0.0003635358373607955,0.0,0.0,0.0,0.04494068180407736,0.0,0.0003737936205820369,0.0,0.0001923334353982764,0.00047052451635834334,8.2985466259843e-05,0.06487719638372111,0.0024769469144331627,0.0,0.00304707450586976,0.0,0.023241367177863292,0.0359053186093113,0.0,0.0002669075194167014,0.0003890777175816866,0.0003958478545077059,0.005403287311788911,0.003480568424799422,0.0,8.698600171612714e-05,0.0,0.0,0.0021084873411261716,0.0595830518854062,0.0,0.0841563922145477,0.001976777404565432,0.020190189558705038,0.0,0.0,0.0006629605295888322,0.09419619754233771,0.00017745964972747637,0.00035727858959583823,0.0737747975498259,0.0,1.4771207838587627e-05,5.498171806585395e-05,0.00025090537759156484,0.024269607367960532,0.000995825595118116,0.09717085209866552,0.009728686762689776,3.682544176425665e-05,0.0,0.0,4.410846785133806e-06,0.0,0.0,0.0,0.0013752609964718355,0.0,3.2824906307972503e-06,0.0,0.04467551810780828,0.0,0.00213095188638069,0.0,0.000266292052423427,0.0,0.0,0.0,0.0,0.0005662296338125257,0.02060583493482974,0.00015714923894941837,0.0,7.826688597807194e-05,0.0,0.06583988933903462,0.12259999928195518,0.0,0.0017029971703904985,0.000860833167926579,0.054446569515201784,0.00022351709639085028
CSMAAEUA,0.005462003998603739,0.0,0.0,0.0,0.0,0.0,0.03740303618844738,0.0,0.0010604613877927649,0.0,0.000134583000799903,0.00014248177737055196,0.00010876007739585841,0.033540534445400054,0.06241289193754659,0.0,0.0006390920376585311,0.00024395067639350365,0.018130730220628017,0.05336261551580985,0.0,0.00015989959237249572,0.0,0.0,0.0039781479333509335,0.0,0.0,0.0,0.0,0.0,0.0036674627215720745,0.034409906200002886,0.0,0.05195562062257143,0.0006822315096982291,0.015782768251819474,0.0,0.0,0.0,0.0398722139977055,0.0002540773130225408,0.000986840739499665,0.05099308381098146,0.0,0.0,0.0,0.00011696265306537846,0.0,0.0005291167638671882,0.12045735536605916,0.017509258530704012,4.8911654918249176e-05,0.0,0.0,0.0001272918224269963,0.0,0.0,0.0,0.0021436064416345724,0.00044223022159004997,1.2962094885167483e-05,0.00010784868009924507,0.055923641919293325,0.0,0.005478105350843907,0.0,0.0003357992706188701,0.0,0.0,0.0,0.0,0.005065444908210645,0.006392641904812248,0.0,0.0,0.00025053299020237775,0.0,0.158519331799958,0.16175783019392403,0.0,0.004176933810378931,0.000582281606169633,0.027987795782600144,0.0001649629106870143
CSMAE44D,0.002033409740802355,0.0,0.0001181632564403319,0.0,0.0,0.0,0.02968800709388408,0.0,0.00023039790658867484,0.0,0.0,0.0,0.0,0.017543665974144123,0.007063627744855272,0.0,0.0,0.00026310745854447604,0.023284192342387235,0.030043927906103142,0.0,0.00027987110392182417,0.00016446771592776302,0.00010671491325580148,0.004153090924888136,0.001109978202150142,0.0,0.0,0.0,0.0,0.0022550169553029083,0.07657163008563257,0.0,0.0763273306194627,0.0017074386120928236,0.01680964318478597,0.0,0.0,0.00021792738990552562,0.03420775165272678,0.0,0.00033854386274254257,0.0848527686846927,0.0,0.0,0.0,0.00033578399429627187,0.008486697689632351,0.0,0.04201071748913302,0.0105721360615144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013325053727994522,0.00017192958246768015,3.0460770258839885e-05,0.0,0.06791228729208353,0.0,0.011100293108250728,0.0,3.2709551955801216e-05,0.0,0.0,0.0,0.0,0.00214901756349614,0.013572317497310407,0.0,0.0,0.00015915241373494528,0.0,0.203650692650317,0.1765406071199495,0.0,0.004683394535971563,0.00029591922785013916,0.019027759676788738,0.0009330399695392297
CSMAG78W,0.009680030426072189,0.012292629981159996,0.0007783809815813886,0.0,0.0,0.0,0.01220308261305631,0.0,0.0,0.0,0.0,0.0002486091360552061,0.00015295171263348095,0.0026688921958867716,0.0,0.0,0.0005875669589443347,0.00015285154779220165,0.0,0.02423418219363607,0.0,0.0005974832782309849,0.0,0.0,0.006881024101363616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05752176356630107,0.0026874226915234406,0.008264300559430657,0.0,0.0,0.0,0.0,0.0,0.0,0.1040712700891858,0.0,0.0,1.4924561350614709e-05,0.0,0.0,0.0,0.24315816539278695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7328517541317752e-05,0.00022326743121154488,0.07945095243241804,0.0,0.0580140737611888,0.0,0.00027475215962910167,0.0,0.0,0.0,0.0,0.0,0.0,0.00043371376273934023,9.215165397694988e-06,0.0,0.0,3.01496172250673e-05,0.2999586419370358,0.0,0.005248337188511133,0.0,0.0,0.0
CSMAHYLR,0.002301504958097803,0.0,0.0,0.0,0.0,0.0,0.10357127247212458,0.0,0.0,0.0,8.690855911389368e-05,0.0006820851442240945,0.00014045315562747113,0.01673481602512701,0.0,0.0,0.0021373218108336326,0.00014501661555760557,0.0,0.016332521679730493,0.0,0.0004720645772172405,0.0,0.0,0.006575235887779042,0.00031863091334405363,0.0,0.0,0.0,0.0,0.0,0.0009212104445631391,0.0,0.07277065601967518,0.00227027061013155,0.004581308128972301,0.0,0.0,0.0,0.0,0.0,0.0,0.05908565097096735,0.0,0.0,3.742037142710242e-05,0.0,0.00834200475228576,0.0,0.215226967736034,9.684676073951981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012696559627840712,0.0,0.08640475313760686,0.0,0.023615195266901045,0.0,0.0003441862889528065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014349546224756075,0.28898262122907353,0.0,0.00278360914716134,0.0,0.0,0.0007148406455003927
HSM5MD5B,0.006315053167097109,0.0010388874888157152,0.0,0.000424752089244671,0.0,0.00018148789344516085,0.015113535027803602,0.0006193634458842791,0.0,0.004346853772398177,0.00015065308967934576,0.002208902914753184,0.0,0.030462118750057342,0.0,0.0005966374486451145,0.003571502495698598,0.0,0.0023829221706080086,0.01638981849716928,0.0004332876750621977,0.0005742315358741068,0.0018224542668646634,0.013268674848167931,0.0,0.0,0.005992834802485476,0.0027818541127546613,0.06754593158770646,0.007707420603581146,0.021260437154295434,0.004951600027569942,0.0005342209773544506,0.08866403784849462,0.0019183729124891194,0.0009710295815663779,0.0006514785875227232,0.0,0.000876284578991832,0.0,0.005914627497432388,0.012365183089382734,0.18325369276116169,0.00581550800712636,0.00433725123835346,0.0,0.052447333835083515,0.0,0.0,0.04003499163405894,0.0088186471822004,4.9079618450778364e-05,0.0036969756072162403,0.0,0.0009644145025577949,0.00022523277075998507,0.004785582883419048,0.0,0.0794924441927395,0.001696127596765269,0.010317282662112646,0.003174064281070012,0.0,0.00123851350212312,0.0,0.000291703645313974,0.0020895114081305294,0.002646671772369583,0.002795084270771828,2.2939386884602932e-05,0.02367483429760557,0.0010729231372631027,0.0,0.00038218085497975673,0.0002089084628839653,5.217376830963179e-05,0.0002250193811145469,0.009519098693351184,0.0,0.009240731900877094,0.0025471255027726784,0.0019313896808608479,0.0020577163509602424,0.0
