,Akkermansia_muciniphila,Alistipes_finegoldii,Alistipes_onderdonkii,Alistipes_putredinis,Alistipes_shahii,Anaerostipes_hadrus,Anaerotruncus_unclassified,Bacteroides_caccae,Bacteroides_cellulosilyticus,Bacteroides_dorei,Bacteroides_faecis,Bacteroides_fragilis,Bacteroides_massiliensis,Bacteroides_ovatus,Bacteroides_stercoris,Bacteroides_thetaiotaomicron,Bacteroides_uniformis,Bacteroides_vulgatus,Bacteroides_xylanisolvens,Barnesiella_intestinihominis,Bifidobacterium_adolescentis,Bifidobacterium_bifidum,Bifidobacterium_longum,Bilophila_unclassified,Bilophila_wadsworthia,Burkholderiales_bacterium_1_1_47,C2likevirus_unclassified,Clostridiales_bacterium_1_7_47FAA,Clostridium_asparagiforme,Clostridium_bartlettii,Clostridium_bolteae,Clostridium_citroniae,Clostridium_clostridioforme,Clostridium_hathewayi,Clostridium_leptum,Clostridium_symbiosum,Collinsella_aerofaciens,Coprococcus_catus,Coprococcus_comes,Dialister_invisus,Dorea_formicigenerans,Dorea_longicatena,Dorea_unclassified,Escherichia_coli,Escherichia_unclassified,Eubacterium_eligens,Eubacterium_hallii,Eubacterium_ramulus,Eubacterium_rectale,Eubacterium_siraeum,Eubacterium_ventriosum,Faecalibacterium_prausnitzii,Flavonifractor_plautii,Haemophilus_parainfluenzae,Holdemania_filiformis,Holdemania_unclassified,Lachnospiraceae_bacterium_1_1_57FAA,Lachnospiraceae_bacterium_2_1_58FAA,Lachnospiraceae_bacterium_3_1_46FAA,Lachnospiraceae_bacterium_3_1_57FAA_CT1,Lachnospiraceae_bacterium_5_1_63FAA,Lachnospiraceae_bacterium_7_1_58FAA,Lachnospiraceae_bacterium_8_1_57FAA,Odoribacter_splanchnicus,Oscillibacter_unclassified,Parabacteroides_distasonis,Parabacteroides_merdae,Parabacteroides_unclassified,Parasutterella_excrementihominis,Peptostreptococcaceae_noname_unclassified,Prevotella_copri,Roseburia_hominis,Roseburia_intestinalis,Roseburia_inulinivorans,Roseburia_unclassified,Ruminococcaceae_bacterium_D16,Ruminococcus_bromii,Ruminococcus_gnavus,Ruminococcus_obeum,Ruminococcus_torques,Streptococcus_parasanguinis,Streptococcus_salivarius,Subdoligranulum_unclassified,Veillonella_atypica,Veillonella_dispar,Veillonella_parvula,Veillonella_unclassified
CSM5MCYS,0.08138917982995532,0.0,0.0,0.0,0.0,0.004705289789970111,0.0005484724707255862,0.4045825624873005,0.0,0.0,0.0,0.03212394748163271,0.0,0.0,0.0,0.1409519524130205,0.11600111680831995,0.006742299520491965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019512729030580996,0.00040801000871049694,0.00025427151312832513,0.002573929011731049,0.00012465283425581504,0.014710250567398424,0.0015562348966116223,0.003724586150056678,0.0005790782885672578,0.0,0.0,0.0,0.00020674128608281516,0.0,0.002046130669613744,0.0009185799103209002,0.0022577364565455663,0.0,0.0,0.0626450419335175,0.0,0.0,0.0,0.0,0.00010772842505197671,0.000901351469813999,0.0,0.0004260491993588994,0.0,0.0012586895946806688,0.0,0.0010036073314108422,0.00088229884148872,0.00511015814188229,0.0002796074550502387,0.0,0.0,0.028139110536154144,0.0,0.0,0.0003055514595782783,0.0,9.01959532420125e-06,0.0,0.0,0.0,0.0,0.0010116134890581672,7.489304432117666e-05,0.0,0.00015272505790529532,0.0014882332284932062,0.017809951045893023,0.0,0.0,0.047981814874326144,0.0,0.0,0.0,0.0
CSM5MCYW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8005736688085398,0.0,0.0,0.0,0.0,0.0,0.0,6.780140165033208e-06,5.2057686351865147e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005964224992630907,0.0,0.00022558330752474895,0.0,0.0,0.027650101098784918,0.0,0.04416755679947505,0.0,0.0,0.006071328223712449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011813532355345996,0.009370153708075892,0.0,0.0,0.0,0.0,0.0,9.411753890105419e-05,0.0009503687994038073,0.0,0.002508881696322119,0.0,0.0,0.0,0.0,0.004921922089294446,0.0,0.003071518412389959,0.0,0.026290740454510717,0.024617080092416758,0.0,0.0,0.0,0.009048154509051774,0.0,0.0,0.01010712046872603,0.0,0.00194647481551411,0.0,0.0004128990442875308,0.0,0.0010057590970232312,0.0048858379535008795,0.00781968504525169,0.0,0.0,0.011807671556220289,0.0,0.0,0.0,6.354944934344685e-05
CSM5MCZ3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6052508754643442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6004378996597395e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024291917887858685,0.0006643678257889848,0.0002286517092304574,0.0,0.0,0.02200713770490258,0.0,0.03958304746700307,0.0,0.0,0.054810407660067985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036572983566108136,0.0,0.0,0.0,0.0,0.0,5.7566138406365833e-05,0.0006626309164405171,0.0,0.0038249225152333153,0.00015818281566404405,0.0,0.0,0.0,0.04156833485230192,0.0,0.002618763037675797,0.0,0.04908543038256421,0.025434432044290196,0.0,0.0,0.0,0.029143105698129626,0.0,0.0,0.03105407817630474,0.0,0.004479489209698803,0.0,0.0010736581072601076,0.0,0.005265316624927082,0.0030287977088676917,0.009977923882180974,0.0,0.0,0.026253260737139367,0.0,0.0,0.0,0.0001404415273189787
CSM5MCZ5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6827305996084557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0484748608061336e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005335966637421067,0.0,0.00026332213210726114,0.0,0.0,0.016167805101397644,0.0,0.028305701476627587,0.0,0.0,0.011062881598277195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08641584312804347,0.0,0.0,0.0,0.0,0.0,0.00011359724228106739,0.0004680454681963105,0.0,0.0031273382874973635,0.0,0.0,0.0,0.0,0.010264100552554369,0.0,0.001352117558123612,0.0,0.02419670920583361,0.02013253508199424,0.0,0.0,0.0,0.007739138024125572,0.0,0.0,0.05088535704234,0.0,0.0033280888238563645,0.0,0.0005219265645350899,0.0,0.005603509869241505,0.013592189376410732,0.010762314468700733,0.0,0.0001764171380124555,0.019328539736625724,0.0,0.0,0.0,0.0001291159912265684
CSM5MCZ7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7812806063121459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2698129024748418e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008894569080761276,0.0,0.00034473068796817,0.0,0.0,0.02422403262008256,0.0,0.04462122539296594,0.0,0.0,0.009383682198751585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023072853163774117,0.0,0.0,0.0,0.0,0.0,0.0001736586719403094,5.831733329884458e-05,0.0,0.0012970903648243013,0.00015343572571571004,0.0,0.0,0.0,0.008907149634517277,0.0,0.0012424178648566347,0.0,0.027247245505391413,0.025322538355992043,0.0,0.0,0.0,0.009794372612487199,0.0,0.0,0.01901180338122958,0.0,0.0004005789406233135,0.0,0.0006858165426051623,0.0,0.0004706538007969252,0.005427039254854976,0.00597141274915669,0.0,0.0,0.008988629295759413,2.2692026868300417e-05,0.0,0.000141678198840943,0.00022492148911429371
CSM5MCZB,0.004582935592933931,0.007154342050610566,0.0,0.0006377893860128522,0.0,0.00011018698175757898,4.800123179178114e-05,0.06935561275730895,0.003412096125396074,0.0025341977940607366,0.0023211216623597467,0.0,0.0,0.1112713778933462,0.3428603615386995,0.00033056094527273696,0.08947902423260472,0.07001478170694642,0.0001465733544648392,0.0,0.0,0.0,0.0001861461044430742,0.007591286882188428,0.0008856073086038251,0.010278739144346693,0.0,4.132011815909212e-05,1.891269089868893e-05,0.0,0.006248280255654355,0.0002920160589303003,0.00039295226796569446,0.00017278387717769612,0.00024648169986443507,7.760370450277251e-05,0.00033549469072456883,0.0,0.0,0.0,0.00028297085893527513,0.002918104862031406,0.0,0.0,0.0,0.0017419205035873982,0.0,0.0,0.10182428321672392,0.0,0.0,0.05052802896766413,0.0023107402396381834,0.0,2.3126931805462005e-05,0.0,0.00011409286357361255,0.0,0.0,0.0,0.0,0.001568622694591803,0.00808846452282407,0.0,0.01392015164688937,0.017554266317617882,0.028332752761689714,0.0,0.00023085817260030074,0.0,0.0,0.0,0.0,0.014233650055807855,0.0,0.0,0.0019433817762038671,0.0,0.00015572134082344417,0.0014548381901089299,0.0,0.0,0.021530351219976488,0.0,0.0,0.0,4.625386361092401e-06
CSM5MCZD,0.0,0.0,0.004184536112690104,0.05362433439796635,0.0,6.0786045092718856e-05,0.001025416203805186,0.01924822626526824,0.0,4.231286670291125e-06,0.0,0.0,0.0,0.017963050340752743,0.03330868866853174,0.00761094949660073,0.23475694457344715,0.04567694601002052,8.741219048138008e-05,0.0,0.0012764037448331862,0.0017047957196716854,0.0011052946399711695,0.00032312581865076866,0.0,0.0,0.0,0.0,0.0002743112187715564,0.000208261865869451,0.0,0.0,0.0,1.7441157250712202e-05,0.0013112860593346108,0.0,0.0011616429941657784,0.00016305933997707263,0.0021280275888147077,0.0,0.0004316944424836043,0.006830328706988972,0.0,0.0,6.79069909524771e-05,0.010154571998129153,0.0,0.0,0.15452555717789282,0.01119773896552678,0.0,0.19881577638331085,0.002359097121858167,0.00011806321831251336,0.00015129429899138515,0.0002549092213565629,8.978583910129949e-05,0.0,0.003676162499571712,0.0,0.000490726051639861,0.00257138387017009,0.0,0.004759991099849697,0.012240802730810497,0.012494679931027965,0.015626244875499035,0.0,0.0,0.0,0.0,0.0,0.0,0.007694646410981366,0.009946206930145793,0.0014671212513380158,0.016896146887155922,0.0,0.0043163252121525865,0.0029983310154138554,0.0,0.0,0.08797536441698443,0.0,0.0,0.0,0.0
CSM5MCZF,0.0,0.0,0.005154203762278699,0.05956425631694002,0.0,8.39612618003737e-05,0.00023946769577730826,0.028605245696094836,0.0,5.699188679782942e-06,0.0,0.0,0.0,0.013516236581463795,0.031201226139735964,0.009038404390003623,0.31437131842588406,0.0396499680438349,6.085919340196784e-05,0.0,5.3124580193691e-05,0.0005400998986358585,0.00024710053775916043,8.345240566825023e-05,0.0,0.0,0.00020405130898151427,0.0,6.136804953409133e-05,0.0,0.0,0.0,0.0,0.0,0.0016228439765681927,0.0,0.00020629027596285755,3.4398674531547044e-05,0.0009151268680108609,0.0,0.0001637499033173349,0.004170483087657592,0.0,0.0,0.00047608579721472507,0.018826353862625128,0.0,0.0,0.08477604223912981,0.01429773782917903,0.0,0.2083328244772012,0.0023686235238083607,0.001624472316190988,0.0,0.00011795285142622196,0.0,0.0,0.002420933934190654,0.0,0.00047425391513908056,0.002700397721952868,0.0,0.006432653908625722,0.007499826988915078,0.00896594327678924,0.013289693831442424,0.0,0.0,0.0,0.0,0.0,0.0,0.009219150088133881,0.004791898196206783,0.0013220082312567932,0.0073269176752195206,0.0,0.0019293789105593753,0.002567993356374339,0.0,0.0,0.08435705009993934,0.0,0.0,0.0,7.724436085634381e-05
CSM67U9B,0.0,0.0,0.0047435237890445,0.03109647853367219,0.0,9.708229887254487e-05,0.0001753126871644398,0.017040816604278943,0.0,5.63541070298573e-05,0.0,0.0,0.0,0.02609850435796694,0.024517060928669315,0.003934907881197478,0.19532091546894031,0.051434363242443944,1.7037288171817324e-05,0.0,0.002670720936377423,0.0010816157680202843,0.0038957926870515306,0.00037804633517346135,0.0,0.0,0.0033376954839794554,0.0,7.984338598863503e-05,6.11931001200776e-05,0.0,0.0,0.0,0.0,0.00023317897953499097,0.0,0.0027984501914880304,0.0006023538273763817,0.0013303198503863988,0.0,0.0004595027188588365,0.00386645629144207,0.0,0.0,0.0,0.014301442453434019,0.0,0.0,0.2072641552897403,0.10357562272548425,0.0,0.09896547368348894,0.0002563658214256299,0.0062001615215568585,0.0,0.00010938140631018815,0.0,0.0,0.0015323478119030967,0.0,0.00042210133476567533,0.0006328999712583974,0.0,0.0025261560178070916,0.002831113394847017,0.0055433690219154974,0.009137833576744768,0.0,0.0,0.00042512570544706306,0.0,0.012336710446448528,0.0,0.014025216597867277,0.006138867609080735,0.0010532874959712864,0.013697878877785083,0.0,0.005723016640389928,0.0027410879608977105,0.0,1.633160167949353e-05,0.11089157540376107,0.0,0.0,0.0,5.222080043196079e-05
CSM67U9D,0.0,0.0,0.005195761894684281,0.04226269406339111,0.0,5.867373880798433e-06,0.0,0.016783117177930747,0.0,0.0,0.0,0.0,0.0,0.021534374920335227,0.06628311576166808,0.0044527298058142034,0.23912178766338107,0.0401469999712701,0.0,0.0,0.0008688771424513402,0.0010691771473475625,0.0007226986035245518,0.0003846164740482007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019155964104620538,0.0,0.0011333136135618076,4.521924352960171e-05,0.0010651306826021845,0.0,0.00011744863923460311,0.0021089162636724985,0.0,0.0,0.00015113545823987687,0.009790320289823991,0.0,0.0,0.09786395219020974,0.07597409534199304,0.0,0.16276600953428025,0.0010586563390095791,0.0008824327993483573,2.6908990556765224e-05,0.00016266788276420483,0.0,0.0,0.0008176893634223056,0.0,0.0004794049107086857,0.0011554680080427533,0.0,0.0038043849919859765,0.005072547043187514,0.008201172422695326,0.01178866690432903,0.0,0.0,0.0,0.0,0.0005562877408708721,0.0,0.004260522730408738,0.005864237870620764,0.0026614610246538956,0.036358497353409736,0.0,0.004597188597224206,0.0007412111797346571,1.1532424524327952e-05,5.219939521537916e-05,0.1146059977509749,0.0,0.0,9.478843666048502e-05,2.205323286231135e-05
CSM67U9J,0.0231296787755995,0.0,0.0,0.0,0.0,7.079022213811501e-05,0.000921474419147203,0.025867668343303535,0.0,2.2728968069804962e-05,0.0,0.026219917284579192,0.0,0.0,0.0,0.12130960909679385,0.6106592852590625,0.049925229705259346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013359626844413202,0.0013351015869725964,0.0007902071189731312,0.0,0.008066280474464704,0.0,0.016218270185351227,0.00015970354216448862,0.0009191714840564298,0.0,0.0,0.0,0.0,0.022833200914565612,0.0,0.00018813978415490538,0.0,0.005060850053393048,0.0,0.0,0.001385966414194891,0.0,0.0,0.0,0.0,0.019241923831923784,0.0020791498765176213,0.0,0.0,0.0,0.0,0.0,0.0,3.0739177081189974e-05,0.00020295867082596765,0.0005684244569704087,0.0,0.0,0.02857952460410793,0.0,0.0,0.00010903897016747844,0.0,0.0,0.0,0.00046859722716602304,0.0,0.0015193363942344515,0.00411444385869791,0.0,0.0,0.0,7.509570948173446e-05,0.0039340139007164624,0.0,0.0,0.007090837272103295,0.0,0.0,0.0,0.0
