Name	Acidaminococcus_intestini	Adlercreutzia_equolifaciens	Agathobaculum_butyriciproducens	Alistipes_finegoldii	Alistipes_indistinctus	Alistipes_putredinis	Alistipes_shahii	Anaerostipes_hadrus	Asaccharobacter_celatus	Bacteroides_caccae	Bacteroides_cellulosilyticus	Bacteroides_coprocola	Bacteroides_dorei	Bacteroides_eggerthii	Bacteroides_faecis	Bacteroides_finegoldii	Bacteroides_fragilis	Bacteroides_massiliensis	Bacteroides_ovatus	Bacteroides_plebeius	Bacteroides_salyersiae	Bacteroides_sp_CAG_144	Bacteroides_stercoris	Bacteroides_thetaiotaomicron	Bacteroides_uniformis	Bacteroides_vulgatus	Bacteroides_xylanisolvens	Barnesiella_intestinihominis	Bifidobacterium_adolescentis	Bifidobacterium_bifidum	Bifidobacterium_longum	Bifidobacterium_pseudocatenulatum	Bilophila_wadsworthia	Blautia_hydrogenotrophica	Blautia_obeum	Blautia_wexlerae	Butyricimonas_synergistica	Butyricimonas_virosa	Catenibacterium_mitsuokai	Clostridium_sp_CAG_58	Collinsella_aerofaciens	Collinsella_stercoris	Coprobacter_fastidiosus	Coprococcus_catus	Coprococcus_comes	Dialister_invisus	Dorea_formicigenerans	Dorea_longicatena	Eggerthella_lenta	Escherichia_coli	Eubacterium_eligens	Eubacterium_hallii	Eubacterium_ramulus	Eubacterium_rectale	Eubacterium_siraeum	Eubacterium_sp_CAG_38	Eubacterium_ventriosum	Faecalibacterium_prausnitzii	Firmicutes_bacterium_CAG_110	Firmicutes_bacterium_CAG_83	Flavonifractor_plautii	Fusicatenibacter_saccharivorans	Gemmiger_formicilis	Gordonibacter_pamelaeae	Haemophilus_parainfluenzae	Holdemanella_biformis	Intestinibacter_bartlettii	Lachnospira_pectinoschiza	Lawsonibacter_asaccharolyticus	Methanobrevibacter_smithii	Odoribacter_splanchnicus	Oscillibacter_sp_57_20	Oscillibacter_sp_CAG_241	Parabacteroides_distasonis	Parabacteroides_merdae	Parabacteroides_sp_CAG_409	Paraprevotella_xylaniphila	Parasutterella_excrementihominis	Prevotella_copri	Proteobacteria_bacterium_CAG_139	Roseburia_faecis	Roseburia_hominis	Roseburia_intestinalis	Roseburia_inulinivorans	Ruminococcus_bicirculans	Ruminococcus_bromii	Ruminococcus_gnavus	Ruminococcus_lactaris	Ruminococcus_torques	Ruthenibacterium_lactatiformans	Slackia_isoflavoniconvertens	Streptococcus_parasanguinis	Streptococcus_salivarius	Streptococcus_thermophilus	Veillonella_parvula
1_1_W18	0	1	86	2	25	339	14	93	3	58	3	0	80	10	25	8	0	7	39	0	0	0	31	19	111	107	1	16	306	520	91	0	0	0	213	131	0	0	14	4	522	2	36	62	83	11	113	266	0	0	100	297	17	1100	13	1	3	2514	0	485	2	441	65	0	0	7	0	0	0	0	12	35	1	42	96	0	17	0	321	0	669	22	0	33	0	0	0	0	141	2	9	1	4	102	0
1_1_W2	0	1	85	6	23	301	8	149	1	62	0	0	55	6	32	4	0	5	16	0	0	0	9	5	72	179	9	7	97	637	80	4	0	1	111	211	0	0	4	17	533	1	3	77	177	2	126	276	0	3	91	229	15	912	0	0	0	2741	0	391	16	494	53	0	0	27	9	0	0	0	9	39	0	30	41	0	19	0	430	0	580	15	12	18	0	0	0	0	273	10	18	11	39	78	0
1_1_W24	0	0	92	0	13	331	18	268	1	83	1	0	134	11	12	31	0	13	45	0	0	2	89	13	104	260	2	34	71	351	57	0	0	0	225	148	0	0	14	14	517	0	13	75	111	0	121	317	0	0	345	382	33	244	0	1	0	2809	0	103	10	502	96	0	0	3	0	0	0	0	13	239	241	59	37	0	40	0	123	0	665	32	15	64	0	1	0	13	252	3	14	3	27	44	0
1_1_W6	0	0	75	4	13	369	15	505	2	88	4	0	81	6	19	15	0	6	41	0	0	2	13	26	128	112	15	13	36	437	71	0	1	0	192	182	2	0	5	6	359	1	11	34	85	0	104	266	0	0	42	316	18	963	6	0	0	2461	0	264	10	497	89	0	0	15	0	0	1	0	15	27	0	119	78	0	26	0	342	0	781	1	21	37	0	0	0	15	442	2	25	0	5	40	0
1_15_W10	0	8	33	35	2	714	1	23	14	4	52	0	3	0	32	0	0	54	0	6	0	0	0	0	331	222	78	107	9	0	22	0	0	0	32	234	1	0	0	28	272	1	0	54	122	0	102	269	0	345	11	97	7	1004	1	11	92	578	94	62	4	379	10	0	0	1	21	0	1	136	57	76	97	68	70	0	0	0	0	0	0	6	132	258	204	2314	936	0	34	22	0	1	0	6	0
1_15_W18	0	10	1	103	0	3383	8	1	24	1226	7	0	7	0	25	0	475	23	3	5	0	0	0	0	522	189	80	311	0	11	0	0	0	0	40	2	6	0	0	0	403	2	13	24	0	0	17	41	0	76	0	81	0	241	0	0	0	44	0	4	0	0	1	0	0	15	0	0	0	1030	171	0	250	340	160	0	0	0	0	0	0	18	0	19	137	7	106	0	2	336	0	0	0	0	0
1_15_W2	0	9	0	17	0	317	0	50	11	41	0	0	49	0	10	0	2407	2	0	0	0	0	0	10	201	0	1	50	313	445	69	0	1	16	28	0	13	3	0	0	846	3	0	96	42	0	35	127	0	230	0	243	0	0	0	0	38	57	17	37	56	125	3	3	0	2	13	0	0	349	19	6	140	12	10	0	0	0	0	0	5	2	0	10	69	1847	921	0	195	320	0	3	37	15	0
1_15_W24	0	19	53	102	1	1115	8	604	52	163	3	0	0	0	15	0	50	52	0	0	0	0	0	3	1094	369	18	199	0	0	0	0	0	17	207	42	3	0	0	5	658	2	0	95	86	0	136	137	0	63	0	207	0	78	0	0	17	195	134	999	1	60	9	5	0	21	11	0	0	179	22	97	700	42	98	0	0	0	0	0	0	40	0	256	296	0	127	0	581	410	0	7	3	38	0
1_15_W6	0	5	69	16	0	580	0	44	18	42	0	0	61	0	45	0	9	19	0	19	0	0	0	0	235	30	25	44	19	24	48	0	0	0	83	28	0	0	0	0	295	0	1	122	231	0	209	242	0	68	136	81	9	1059	0	29	56	821	30	44	0	580	20	0	0	40	74	0	0	220	16	9	60	7	22	0	0	0	0	0	6	13	134	47	782	1893	0	0	1160	1	0	4	9	9	0
1_17_W10	78	0	77	1	0	76	9	119	0	119	7	0	0	0	0	18	38	0	21	0	58	0	0	88	69	463	2	59	33	3	33	0	3	0	120	137	1	2	0	14	392	2	7	6	298	0	76	470	0	93	1131	307	66	340	0	0	2	1769	0	29	17	716	33	0	0	0	10	609	0	0	37	76	0	70	11	0	23	2	0	0	752	44	21	58	36	127	155	0	527	0	22	2	16	0	0
1_17_W2	215	0	94	16	0	200	9	142	1	37	256	0	0	0	0	7	0	0	77	0	10	0	0	23	335	655	1	36	388	0	36	0	5	0	54	5	15	3	0	13	318	3	24	33	135	0	103	188	0	14	1173	201	55	754	0	43	26	1939	0	27	12	297	31	0	13	0	8	0	6	43	84	54	1	72	40	0	236	5	0	0	118	53	50	46	488	488	41	0	122	1	11	0	13	0	0
1_17_W6	0	0	53	1	0	17	7	204	1	9	11	0	1	0	0	4	1	0	2	0	7	0	0	12	73	249	0	7	2226	0	337	0	0	0	191	101	0	0	0	2	1467	8	2	0	90	0	44	111	0	76	14	56	2	9	0	11	3	1347	0	36	8	1152	24	0	13	0	0	0	0	0	17	3	0	28	2	0	25	2	0	0	73	0	9	21	2	1332	13	0	441	0	28	1	12	0	0
1_19_W14	0	7	14	8	3	19	0	157	10	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	23	4	9	0	2999	0	564	0	2	0	288	371	0	0	0	53	1280	6	0	43	146	195	232	756	0	0	0	322	61	0	0	0	0	406	0	32	0	1005	8	22	0	15	0	14	0	0	0	0	0	0	0	0	1	0	2	0	229	0	0	163	0	0	0	0	449	3	61	0	2	6	0
1_19_W18	0	0	3	8	0	185	0	123	0	27	40	0	365	0	0	38	0	3	31	0	0	0	0	42	157	193	63	33	5504	0	67	0	7	0	90	178	0	3	0	1	485	4	12	0	170	65	100	90	0	3	0	228	16	0	0	0	0	888	0	20	16	192	5	2	0	22	0	2	0	0	39	22	0	124	2	0	71	0	0	0	0	0	200	19	0	0	1	0	34	0	8	0	0	0	0
1_19_W24	0	30	35	14	6	168	6	71	36	153	168	0	782	0	0	45	0	1	242	0	0	0	0	80	226	283	19	39	435	0	190	0	16	7	78	518	0	4	0	161	527	5	0	44	233	57	276	729	0	0	0	69	10	0	0	0	0	2170	0	12	38	507	3	9	0	19	0	291	0	0	36	32	0	44	9	0	38	0	0	0	0	0	0	293	0	0	21	0	660	5	48	0	1	0	0
1_19_W6	0	6	13	104	24	244	5	117	11	17	92	0	360	0	0	40	0	13	43	0	0	0	9	55	101	303	95	58	2817	0	354	0	14	0	385	196	0	2	0	17	633	6	6	74	196	123	171	687	0	43	0	181	41	0	0	0	0	229	0	91	2	246	3	6	0	7	0	11	0	0	12	10	0	39	7	0	13	0	0	0	1324	11	0	55	0	0	2	0	237	5	33	0	0	0	0
1_21_W2	0	0	220	0	0	17	0	914	0	6	0	0	3	0	0	0	0	129	1	0	0	0	0	0	3	13	2	65	0	171	38	6	103	0	83	12	0	0	0	0	587	3	0	0	658	0	441	858	38	981	0	820	4	0	0	0	0	0	0	0	221	0	0	4	0	0	8	0	0	0	0	0	0	10	0	0	0	0	57	0	0	0	161	0	0	0	2808	0	73	0	0	4	3	476	0
1_22_W10	0	5	93	9	0	80	0	869	5	8	0	0	0	0	0	0	0	2	3	0	0	0	0	1	120	30	0	13	376	485	292	1111	0	11	1387	26	0	0	0	0	1234	12	0	91	105	0	158	262	4	0	1	65	20	71	0	0	4	2232	0	16	3	114	1	2	0	4	0	9	0	37	1	1	0	9	7	0	0	0	3	1	0	0	56	4	104	263	0	147	13	19	0	0	3	0	0
1_22_W18	0	6	113	8	0	347	7	374	12	52	0	0	0	3	0	0	0	2	9	0	0	0	0	0	146	29	0	37	1316	557	234	983	2	5	921	23	0	0	0	1	1211	7	0	80	214	0	100	285	0	0	0	134	27	27	0	0	53	1385	0	100	1	309	5	0	0	0	0	27	0	420	8	21	0	26	29	0	0	0	5	0	0	0	9	5	252	10	0	24	12	5	0	0	10	11	0
1_22_W2	0	7	61	7	0	581	7	226	12	69	0	0	0	1	0	0	0	50	13	0	0	0	0	6	636	236	0	135	545	367	399	496	0	1	30	43	0	0	0	0	774	10	0	64	129	0	145	96	0	0	74	121	30	306	0	0	37	2288	0	197	0	149	0	0	0	2	1	0	0	262	10	0	0	44	47	0	0	0	371	5	0	7	86	36	297	409	0	59	7	8	0	0	1	0	0
1_22_W24	0	18	52	19	0	571	11	131	25	25	0	0	0	1	0	0	0	12	31	0	0	0	0	0	411	70	0	40	1665	904	285	505	1	0	228	31	0	0	0	5	2443	6	0	69	69	0	92	67	0	0	0	247	9	0	0	0	11	1015	10	193	0	103	5	0	0	0	0	50	0	123	16	5	0	58	41	0	0	0	5	0	0	0	0	53	96	0	0	25	129	22	0	0	0	0	0
1_22_W6	0	6	106	6	0	154	1	127	9	21	0	0	0	1	0	0	0	12	2	0	0	0	0	0	293	61	0	22	1268	475	352	708	1	4	251	9	0	0	0	0	868	9	0	60	41	0	113	137	0	0	22	32	8	1870	0	0	29	2170	0	41	3	189	1	0	0	1	0	4	0	134	4	9	0	20	8	0	0	0	32	0	0	0	19	20	33	182	0	46	0	8	0	0	0	0	0
1_4_W10	0	13	142	0	0	95	0	321	18	11	0	52	0	0	0	1	0	0	7	0	0	0	35	0	30	149	0	10	457	0	414	0	4	0	113	137	0	0	0	3	1238	5	0	47	150	0	103	247	0	1	48	283	34	0	0	0	2	2548	0	11	4	739	56	0	0	10	0	1	0	0	0	0	0	19	48	0	0	0	529	0	0	0	0	130	0	0	0	350	1157	0	75	9	4	139	0
1_4_W2	5	1	140	0	0	31	0	358	0	4	0	4	0	0	0	0	0	0	11	0	0	0	19	0	48	125	0	2	317	0	486	0	2	0	84	66	0	0	0	0	1335	4	0	43	261	0	126	471	0	92	28	164	35	0	0	0	0	3171	0	9	0	617	61	0	0	28	41	0	0	0	0	0	0	19	23	0	0	0	433	0	0	1	0	46	0	0	4	63	1142	0	37	6	2	35	0
1_4_W6	0	0	58	0	0	127	0	170	0	43	0	104	5	0	0	0	0	0	14	0	0	0	78	0	111	200	0	0	200	0	106	0	0	0	26	58	0	0	0	0	488	1	0	18	37	0	67	190	0	0	30	120	11	0	0	0	0	2510	0	15	14	380	42	0	0	0	0	25	22	0	2	0	0	47	64	0	0	0	3235	0	0	0	34	392	0	0	0	63	499	0	43	352	0	0	0
1_9_W10	0	7	36	75	0	291	25	228	20	0	76	0	0	0	0	0	345	0	137	0	0	14	290	81	806	1000	21	84	11	0	116	0	4	0	241	51	4	28	0	0	0	0	5	71	135	37	40	173	11	6	183	239	12	1164	8	0	47	1458	0	10	3	548	7	3	17	5	0	0	0	0	0	31	74	105	84	0	0	0	0	1	146	85	136	0	71	315	0	0	194	0	0	37	531	12	7
1_9_W14	0	24	90	1	0	87	13	138	66	0	3	0	0	0	0	0	107	0	40	0	0	2	240	15	235	483	17	38	561	0	238	46	2	0	283	76	0	2	0	0	0	3	0	76	337	58	84	362	14	10	39	360	40	617	0	0	23	3003	0	7	2	856	17	12	12	17	0	0	1	0	0	27	79	41	45	0	0	0	0	1	0	2	0	0	173	283	0	0	447	0	0	4	32	106	4
1_9_W18	0	6	32	1	0	7	5	118	15	0	8	0	0	0	0	0	273	0	54	0	0	0	419	72	251	821	29	26	854	0	221	98	4	0	288	127	0	0	0	0	0	3	0	78	487	81	81	499	9	83	152	212	59	295	0	0	18	2667	0	1	8	594	12	9	24	14	8	0	0	0	0	65	38	45	38	0	0	0	0	0	0	42	0	0	0	0	0	0	388	0	0	28	168	32	28
1_9_W2	0	3	41	17	0	100	7	221	8	0	15	0	0	0	0	0	81	0	25	0	0	0	87	28	75	377	1	15	98	0	587	0	1	0	179	48	0	1	0	0	0	1	1	34	246	19	23	305	8	15	132	190	21	2902	0	740	11	1269	0	1	2	721	7	4	74	9	16	0	0	0	0	2	9	56	29	0	0	0	0	0	352	15	0	1	62	140	27	29	406	0	0	15	39	46	5
1_9_W24	0	10	28	21	0	107	3	107	22	0	4	0	0	0	0	0	21	0	52	0	0	2	92	20	219	446	0	12	2151	0	358	66	1	0	108	27	0	0	0	0	0	2	0	88	192	65	44	234	2	1	56	175	31	1096	21	437	13	2087	0	3	1	681	15	8	2	15	4	0	0	0	0	5	35	16	43	0	0	0	0	0	336	2	145	0	0	0	6	0	189	0	0	11	28	14	23
1_9_W6	0	0	185	1222	6	8	13	410	0	247	53	0	1438	0	0	0	0	0	22	0	0	0	0	125	511	0	141	51	0	0	131	0	14	61	403	15	1	1	0	135	0	0	0	0	116	0	0	0	174	2	190	456	0	0	335	4	0	709	0	0	18	110	65	170	0	0	1	96	6	49	34	0	150	360	75	0	0	0	0	0	9	0	140	149	268	871	6	187	0	18	0	3	38	0	0
SGP007146	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5210	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	4416	0	0	0	0	0	2	0	0	0	0	0	15	14	143	3
SGP007155	9417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	4	0	0	0	0	0	1	0	0	0	0	0	53	98	274	18
SGP007163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	112	0	0	0	0	0	0	0	0	0	0	0	9251	0	0	0	0	0	0	1	0	0	0	0	0	99	223	220	14
SGP007172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	4	0	0	0	1	0	0	35	0	1	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	4	0	0	0	0	0	65	414	9424	24
SGP007181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	332	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9146	0
SGP007187	9500	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	254	147	12	0	0	0	0	0	1	0	0	1	0	0	44	28	3	0
SGP007195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	7	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	70	54	9838	12
SGP007199	0	5	25	7	3	14	0	528	15	0	0	0	2	0	0	0	0	1	3	0	0	0	8	5	24	13	0	4	2	0	497	1269	0	0	79	43	0	0	0	0	0	0	0	0	2	0	121	725	47	0	0	495	23	1218	35	2	9	43	0	59	4	18	4	18	0	0	50	12	0	0	0	0	0	0	0	0	0	0	0	0	0	6	30	4	0	3913	3	0	123	10	0	6	36	436	0
SGP007208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	5	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3447	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5458	0	141	0	0	0	0	0	5	0	0	0	0	0	251	662	0	9
SGP007592	8329	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	5	9	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1534	0	58	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
SGP007597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1262	0	39	0	0	0	0	0	0	0	0	0	0	0	386	579	7467	229
SGP007605	0	0	0	0	0	8	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	12	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	395	0	9527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
SGP007609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	1	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	1548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGP007614	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	260	0	0	0	0	0	0	0	158	440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1245	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	7029
SGP007619	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5412	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4448	0	119	0	0	0	0	0	0	0	0	0	0	0	0	1	7	3
SGP007624	0	0	5	1	0	7	0	55	0	35	0	0	9	11	0	11	72	0	0	0	0	0	3	5	16	104	0	21	9	16	22	9	0	0	0	1	0	0	0	1	3	0	0	0	0	0	0	5	0	8297	19	0	0	11	0	0	3	86	0	0	0	0	0	0	13	0	8	114	0	0	0	0	0	7	5	0	0	40	0	844	60	0	61	0	0	0	0	0	1	0	0	3	3	0	3
