,Akkermansia_muciniphila,Alistipes_finegoldii,Alistipes_onderdonkii,Alistipes_putredinis,Alistipes_shahii,Anaerostipes_hadrus,Bacteroides_caccae,Bacteroides_cellulosilyticus,Bacteroides_dorei,Bacteroides_faecis,Bacteroides_fragilis,Bacteroides_massiliensis,Bacteroides_ovatus,Bacteroides_stercoris,Bacteroides_thetaiotaomicron,Bacteroides_uniformis,Bacteroides_vulgatus,Bacteroides_xylanisolvens,Barnesiella_intestinihominis,Bifidobacterium_adolescentis,Bifidobacterium_bifidum,Bifidobacterium_longum,Bilophila_unclassified,Bilophila_wadsworthia,Burkholderiales_bacterium_1_1_47,C2likevirus_unclassified,Clostridiales_bacterium_1_7_47FAA,Clostridium_asparagiforme,Clostridium_bartlettii,Clostridium_bolteae,Clostridium_clostridioforme,Clostridium_hathewayi,Clostridium_leptum,Clostridium_symbiosum,Collinsella_aerofaciens,Coprococcus_catus,Coprococcus_comes,Dialister_invisus,Dorea_formicigenerans,Dorea_longicatena,Dorea_unclassified,Escherichia_coli,Escherichia_unclassified,Eubacterium_eligens,Eubacterium_hallii,Eubacterium_ramulus,Eubacterium_rectale,Eubacterium_siraeum,Eubacterium_ventriosum,Faecalibacterium_prausnitzii,Flavonifractor_plautii,Haemophilus_parainfluenzae,Holdemania_filiformis,Lachnospiraceae_bacterium_1_1_57FAA,Lachnospiraceae_bacterium_2_1_58FAA,Lachnospiraceae_bacterium_3_1_46FAA,Lachnospiraceae_bacterium_3_1_57FAA_CT1,Lachnospiraceae_bacterium_5_1_63FAA,Lachnospiraceae_bacterium_7_1_58FAA,Lachnospiraceae_bacterium_8_1_57FAA,Odoribacter_splanchnicus,Oscillibacter_unclassified,Parabacteroides_distasonis,Parabacteroides_merdae,Parabacteroides_unclassified,Parasutterella_excrementihominis,Peptostreptococcaceae_noname_unclassified,Prevotella_copri,Roseburia_hominis,Roseburia_intestinalis,Roseburia_inulinivorans,Roseburia_unclassified,Ruminococcaceae_bacterium_D16,Ruminococcus_bromii,Ruminococcus_gnavus,Ruminococcus_obeum,Ruminococcus_torques,Streptococcus_parasanguinis,Streptococcus_salivarius,Subdoligranulum_unclassified,Veillonella_atypica,Veillonella_dispar,Veillonella_parvula,Veillonella_unclassified
CSM5MCY4,0.0062490180385892,0.0,0.0122143148797967,0.0622335015397378,0.0,0.0,0.0,0.0122853848607084,0.0,0.2148123696631306,0.0029504099151116,0.0,0.0,0.1192735307007791,0.0152564676476261,0.135957096974542,0.0,0.0,0.0,0.0,0.0,4.782696828647373e-05,0.0068469668874231,0.0015610811844907,0.0024048695899373,0.0,0.0001205731279932,0.0008101530842919,0.0,0.002360394979241,0.000580851825124,0.0002857326119357,0.0056581091406946,4.5368572720346574e-05,0.0004532387461914,0.0,0.0,0.0,0.0014571580991953,0.004138820680828,0.0,0.013920553147942,0.0,0.0017627813661661,0.000251538564516,0.0017640105639492,0.0039872941177522,0.0005162630688867,0.0,0.075713219664572,0.0037460361165127,0.0,0.0001210201090052,0.0,0.0,0.0,0.0,0.0,0.001857206104956,0.0,0.0,0.0,0.0055538508196402,0.1055721099939814,0.0,0.0004827394929849,0.0,0.0,0.0008291497773028,0.0020529837882221,0.0002678533714548,0.0,0.0007602029561983,0.0089650981581476,0.0,0.0001277248241856,0.0123399165441752,0.0,0.0,0.1425455970917628,0.0,0.0,0.0,0.0
CSM5MCY8,0.0002754934484687,0.0,0.015826325778125,0.0696690805428887,0.0,0.0,0.0,0.0080840203495402,0.0,0.0221431268779166,0.0017697953711039,0.0,0.0,0.1668296189704363,0.0245978674564347,0.2044758441646607,4.364252649010435e-05,0.0,0.0,0.0,0.0,0.0001069848045208,0.0086733459937069,0.0014999087749967,0.0056806506615782,0.0,0.0002744326926165,0.0009278582975656,0.0,0.0003756591082255,0.0005835672552548,0.0002138180724914,0.0017547932526229,3.348957761914257e-05,0.0005800819145976,0.0,0.0,0.0,0.0005262864392365,0.0057176255798546,0.0,0.032138932346204,0.0,0.00431560941636,4.9249378851680254e-05,0.000885428063478,0.0179014672981093,0.0005506838238369,0.0,0.0487188493890349,0.0030472484902413,0.0,0.000391873519109,0.0,0.0,0.0,1.560826468222482e-05,0.0,0.0025746059898155,0.0,0.0,0.0062699763057449,0.008310112882607,0.1521881574792076,0.0,0.0006817629398575,0.0,0.0,0.0005193157579221,0.0137583064760053,0.0075286388926436,0.0,0.0022545607955547,0.0053328742786102,0.0,0.0001241084347062,0.0097800174206418,0.0,0.0,0.1295014689953187,0.0,0.0,0.0,0.0
CSM67U9H,0.0201128764678136,0.0,0.0,0.0,0.0,0.0,0.009885523208168,0.0,0.0136008615252875,0.0,0.0,0.0,0.0101231534500441,0.0031006540719834,0.0,0.0065087554126596,0.0061869031248797,0.0046751121435993,0.0,0.0,0.0,8.506321490164528e-05,0.0,0.0,0.0,0.0002495117539698,0.0,0.0,0.0,0.0004516026056892,0.0,1.7454256704169487e-05,0.0002990355787148,0.0003199596575348,0.0,5.530686160477801e-05,0.0,0.0,0.0006267760494792,0.0002499323384687,0.0009211851987061,0.0021528669037221,0.002735586726942,0.0055297398453552,0.0,0.0,0.229304771720403,0.0,0.0003577071163107,0.02524421764659,0.0003225883106529,0.00032942280876,0.0,0.0,0.0,0.000856099747502,0.0,0.0,0.0,0.0,0.0,0.0078621963301058,0.0038352048993047,0.0,0.0005964939655587,0.0,0.0,0.6332309700760438,0.0,0.0037648621418644,0.0002118694413186,0.0008512630257647,0.0,0.0,0.0,0.0004648510174044,0.0017121994950041,0.0,0.0,0.0031674218611831,0.0,0.0,0.0,0.0
CSM67U9N,0.0,0.0,0.0,0.0,0.0,0.0,0.1481582740442196,0.0,0.0888813997103231,0.0,0.0,0.0,0.0739796234575105,0.0330349953306972,0.0,0.1497579750591643,0.0315556227034993,0.0029079945058221,0.0,0.0,0.0,0.001208429114652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022910337927484,0.0,0.0,0.0,0.0,0.0005763835016566,0.0,0.0021723425259232,0.0216297585550677,0.0,0.0028427435433704,0.0,0.0,0.1478144786506568,0.0126326097180901,0.0,0.0445610282429085,0.003336803250106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0324615352592579,0.0321449862353211,0.0,0.0106610483794958,0.0,0.0,0.1398475466222804,0.0,0.0,0.0,0.0021588947469233,0.0008765613163761,0.0,0.0,0.0,0.0024452739710168,0.0,0.0,0.0120626577629116,0.0,0.0,0.0,0.0
CSM67UAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0637954538479114,0.0271494345870405,0.3195239686669825,0.0,0.0,0.0,0.185162726736394,0.0,0.016388940515692,0.1904975753400832,7.843484962675239e-05,0.0049737925295921,0.0,0.0,0.0,0.0065135027298737,0.0,0.0,0.0,0.0,0.0007329821952891,0.0007255223590474,0.0012987574896755,0.0012331109307488,0.0007115618083666,0.0011970905786104,0.0041235843362195,0.000990453114716,0.0,0.0,0.0,0.0063083572332277,0.0,0.0052285992217898,0.0,0.0132717946575636,0.0003456035561678,0.0,0.0,0.0,0.0,0.0,0.0,0.0003101160494753,0.001844710933477,0.0,0.0006211912207531,0.0,0.0001796754843351,0.0026891643960346,0.0041081318182903,0.0,0.0056006319120711,0.0,0.0,0.0053270690601799,0.0322716778578419,0.0,0.0278925408458004,0.0,4.049625388337759e-06,0.0,0.0,0.0049960654692279,0.0066119725682638,0.0,3.463495397920452e-05,0.0,0.0007752901236883,0.0052537495268332,0.0199333218522901,0.0,0.0,0.03129475901745,0.0,0.0,0.0,0.0
CSM67UAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0838462820336475,0.0146263242333409,0.3552702111720333,0.0,0.0,0.0,0.2027997151906957,0.0,0.0171845715384728,0.0735074474502855,0.0,0.0068205547882184,0.0,0.0,0.0,0.0024181903131728,0.0,0.0,0.0,0.0,0.000278609073546,0.000733794297413,2.30752923714789e-05,0.0015545724143307,0.0,0.0005511985056039,0.0114006993418826,0.00019062198046,0.0,0.0,0.0,0.019786962881185,0.0,0.0011961027637077,0.0,0.0001912239446088,0.0002093831964316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001170820269457,1.4547466929845391e-05,0.0001359435702754,0.0,0.00028593297069,0.0024889211006593,0.0002180113492314,0.0,0.0014430083920825,0.0,0.0,0.0045652961046598,0.0566197445645396,0.0,0.0856368243943162,0.0,0.0,0.0,0.0,0.0040605491658733,1.6654341450719553e-05,0.0,0.0,0.0,0.0016979402091082,0.0033281594514742,0.0376032957938457,0.0,1.1938955618286908e-05,0.0090414011879361,0.0,0.0,0.0,0.0001252085429548
CSM67UAO,0.0,0.0005394999475814,0.0014120118650931,0.0004422686748795,0.0,0.0,0.0840347483601215,0.0401147863481537,0.1003927280052788,0.0,0.0,0.0,0.2111059491971738,0.0017360818469419,0.0251624461168131,0.3342720707794329,0.0007724027635882,0.0049472833829082,0.0002388641413944,0.0,0.0,0.0041512408807138,0.0,0.0,0.0,0.0,0.0002440032150044,0.0006312838022566,0.0003346564734854,0.0015516918858138,0.0,0.0003027942171032,0.0054740384279368,0.0010144531306208,0.0,0.0,0.0,0.0076168265603769,0.0,0.0015890015602227,0.0,0.0009731349787961,0.0004024922451379,0.0,0.0,0.0,0.0,6.228557215362128e-05,0.0,0.0009384976226645,0.0004777282827888,0.0,0.0002632233503059,0.0,0.0,0.0020940697146169,0.0002672318277218,0.0,0.0036447337857088,0.0,0.0,0.0,0.0510841389687729,0.0001122373676431,0.0642682267523726,0.0,8.417802573236935e-05,0.0,0.0,0.0125388257011238,0.0046598036051629,0.0,0.0,0.0,0.0005206909381687,0.0050431784964715,0.0080948631875823,0.0,6.269669804242406e-05,0.016326631296136,0.0,0.0,0.0,0.0
CSM67UAQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0424638698657065,0.0626064341333671,0.1523165666778887,0.0,0.0,0.0,0.3032508231006481,0.0,0.0087253827321602,0.2702276314404264,5.729575840101562e-05,0.0077219056208641,0.0,0.0,0.0,0.0010019746001492,0.0,0.0,0.0,0.0,5.05845419449526e-05,0.0001060772869697,0.0,0.0005957957534427,0.0,2.954938588863568e-05,0.0028105973513533,2.043415159756501e-05,0.0,0.0,0.0,0.0112099351646406,0.0,0.0009484852033203,0.0,0.0,0.0003798348179312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.839759990872746e-05,0.0,0.0,0.0013403401104265,0.0,0.0016090892708984,5.098521158412054e-05,0.0,0.0007328247700381,0.0,0.0,0.0046283353368484,0.0512599707891799,0.0,0.0467374122370718,0.0,0.0,0.0,0.0,0.0082660149908542,0.0008460139431031,0.002558876650546,0.0,0.0,0.0006198359317928,0.003709299352007,0.007635761648443,0.0,0.0,0.0053975208766411,0.0,0.0,0.0,2.6143693955708175e-05
CSM67UAS,0.0155256758848403,0.0,0.0,0.0,0.0,0.0,0.1033720758461196,0.0359322731198419,0.1224793124258546,0.0,0.0,0.0,0.1249759886500049,0.0,0.0233768957622551,0.3691349914315402,1.2100207871487724e-05,0.0026199975093738,0.0,0.0,0.0,0.0072581080215807,0.0,0.0,0.0,0.0,0.0007669515089211,0.0027457388361717,7.552546413120254e-05,0.0022830067201529,0.000452446939328,0.0016847522759734,0.0072527637631041,0.0004368175041607,0.0,0.0,0.0,0.0017489842127579,0.0,0.0062367496421615,0.0,0.0019256472476816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013531057452291,0.0,0.0004304648950281,0.0,0.0005138554942758,0.0045412080141693,0.0015325921619895,0.0,0.0028167267223511,0.0,0.0,0.0087928177199477,0.0248049219612218,0.0,0.0364807150416171,0.0,0.0,0.0,0.0,0.0041409936388198,0.0,0.0,4.033402623829241e-06,0.0,0.0027179083580673,0.0332074071422485,0.0205347586033738,0.0,0.0002144761845221,0.0274043491172142,0.0,0.0,0.0,0.0
CSM67UBX,0.0,0.0001249983900851,0.0068213242883716,0.0951811568204273,0.0,0.0,0.0266554754584577,0.0,0.1022688070254844,0.0,0.0102866660410997,0.0,0.1954827628714993,0.0,0.0117577832484218,0.3679103948983177,3.553312100856107e-05,0.0,0.0,0.0,0.0,0.000566690033431,0.0013772821693188,0.000410643285183,0.0028247106293019,0.0,0.00023562254028,5.62320264504413e-05,0.0,0.0001966396016978,0.0003301475417979,0.0,0.0003426818789822,9.544495287089218e-05,0.0,0.0,0.0036262182455791,0.0,0.0018606016113867,0.0090593359423153,0.0,0.0001889350091167,0.0,0.0,0.0052638466477892,0.0,0.0,0.0070293482880625,0.0,0.0865808766032452,0.0,0.0,0.0002996741532307,0.0,0.0,0.0001920398449329,8.279562176752092e-06,0.0,0.0005794543584535,0.0002202133551177,0.0035034047399573,0.0,0.0007419407661722,0.0,0.0,0.0045492744343679,0.0,0.0,0.0,0.0053722859135208,0.0,0.0,2.0698905441880232e-05,0.011400382147792,0.0117757222998047,0.0008983324961776,0.0048574581376136,0.0,0.0,0.0188101303203086,0.0,0.0,0.0,0.0
