,Bifidobacterium_adolescentis,Bifidobacterium_bifidum,Bifidobacterium_longum,Collinsella_aerofaciens,Eggerthella_unclassified,Bacteroides_caccae,Bacteroides_cellulosilyticus,Bacteroides_dorei,Bacteroides_faecis,Bacteroides_fragilis,Bacteroides_massiliensis,Bacteroides_ovatus,Bacteroides_stercoris,Bacteroides_thetaiotaomicron,Bacteroides_uniformis,Bacteroides_vulgatus,Bacteroides_xylanisolvens,Bacteroidales_bacterium_ph8,Barnesiella_intestinihominis,Odoribacter_splanchnicus,Parabacteroides_distasonis,Parabacteroides_merdae,Parabacteroides_unclassified,Prevotella_copri,Alistipes_finegoldii,Alistipes_indistinctus,Alistipes_onderdonkii,Alistipes_putredinis,Alistipes_shahii,Streptococcus_parasanguinis,Streptococcus_salivarius,Clostridium_asparagiforme,Clostridium_bolteae,Clostridium_citroniae,Clostridium_clostridioforme,Clostridium_hathewayi,Clostridium_leptum,Clostridium_symbiosum,Clostridiales_bacterium_1_7_47FAA,Flavonifractor_plautii,Eubacterium_eligens,Eubacterium_hallii,Eubacterium_ramulus,Eubacterium_rectale,Eubacterium_siraeum,Eubacterium_ventriosum,Anaerostipes_hadrus,Ruminococcus_gnavus,Ruminococcus_obeum,Ruminococcus_torques,Coprococcus_catus,Coprococcus_comes,Dorea_formicigenerans,Dorea_longicatena,Dorea_unclassified,Lachnospiraceae_bacterium_1_1_57FAA,Lachnospiraceae_bacterium_2_1_58FAA,Lachnospiraceae_bacterium_3_1_46FAA,Lachnospiraceae_bacterium_3_1_57FAA_CT1,Lachnospiraceae_bacterium_5_1_63FAA,Lachnospiraceae_bacterium_7_1_58FAA,Lachnospiraceae_bacterium_8_1_57FAA,Roseburia_hominis,Roseburia_intestinalis,Roseburia_inulinivorans,Roseburia_unclassified,Oscillibacter_unclassified,Clostridium_bartlettii,Peptostreptococcaceae_noname_unclassified,Anaerotruncus_colihominis,Faecalibacterium_prausnitzii,Ruminococcaceae_bacterium_D16,Ruminococcus_bromii,Subdoligranulum_unclassified,Coprobacillus_unclassified,Holdemania_filiformis,Holdemania_unclassified,Dialister_invisus,Veillonella_atypica,Veillonella_dispar,Veillonella_parvula,Veillonella_unclassified,Burkholderiales_bacterium_1_1_47,Parasutterella_excrementihominis,Sutterella_wadsworthensis,Bilophila_unclassified,Bilophila_wadsworthia,Escherichia_coli,Escherichia_unclassified,Haemophilus_parainfluenzae,Akkermansia_muciniphila,C2likevirus_unclassified,subject_id,timepoint
CSM7KOOF,-3.1469872946826243,-3.1469872946826243,-3.1469872946826243,2.358683624517637,1.5904407292104867,7.272123322604235,-3.1469872946826243,0.2068923606273642,-3.1469872946826243,-3.1469872946826243,-3.1469872946826243,8.779112797942005,-3.1469872946826243,2.726434328677936,2.229279581822432,7.974587250277718,-3.1469872946826243,-3.1469872946826243,-3.1469872946826243,-3.1469872946826243,-3.1469872946826243,8.25459588245594,-3.1469872946826243,-3.1469872946826243,-3.1469872946826243,-3.1469872946826243,-3.1469872946826243,-3.1469872946826243,-3.1469872946826243,-3.1469872946826243,-3.1469872946826243,2.7745289301498346,3.380388793287548,-3.1469872946826243,-3.1469872946826243,-3.1469872946826243,7.434845306887266,-3.1469872946826243,-3.1469872946826243,3.9504820433537873,-3.1469872946826243,-3.1469872946826243,-3.1469872946826243,6.170460811449941,7.522959434234541,-3.1469872946826243,4.61590462204632,2.3617353221255186,4.876608939932491,4.776383942493369,-3.1469872946826243,3.2045315875176925,-3.1469872946826243,4.499401800316065,-3.1469872946826243,3.3219750250009064,-3.1469872946826243,2.822340432751605,-3.1469872946826243,3.9069764181577353,5.141140142652603,3.985845150487438,4.693669773459802,3.577213958626915,3.8150609209838544,-3.1469872946826243,6.783591276375889,-3.1469872946826243,-3.1469872946826243,-3.1469872946826243,9.747087852692976,-3.1469872946826243,-3.1469872946826243,6.408862430494961,-3.1469872946826243,-3.1469872946826243,-3.1469872946826243,-3.1469872946826243,-3.1469872946826243,-3.1469872946826243,-3.1469872946826243,-0.5155678687027496,4.659837173872538,2.763812908743141,-3.1469872946826243,-3.1469872946826243,-3.1469872946826243,-3.1469872946826243,-3.1469872946826243,6.857064392883839,8.15500980713148,-3.1469872946826243,C3031,33.0
CSM9X1Z4,-2.943858957028647,-2.943858957028647,-2.943858957028647,4.1240441809380926,2.012062624890998,7.987320957730682,-2.943858957028647,-2.943858957028647,-2.943858957028647,-2.943858957028647,-2.943858957028647,9.51458392414354,-2.943858957028647,-2.943858957028647,1.2389298118787655,8.510368472479463,-2.943858957028647,-2.943858957028647,-2.943858957028647,6.238978596972841,-2.943858957028647,9.59595457656368,-2.943858957028647,-2.943858957028647,-2.943858957028647,2.391005041431976,-2.943858957028647,-2.943858957028647,-2.943858957028647,-2.943858957028647,-2.943858957028647,2.179766401871696,3.605799525331823,-2.943858957028647,-2.943858957028647,-2.943858957028647,7.47584571301652,2.0767437586887123,-2.943858957028647,4.247856382256786,-2.943858957028647,-2.943858957028647,-2.943858957028647,8.422541318354895,6.913921933261394,-2.943858957028647,3.3430119537211365,-2.943858957028647,3.006750159654098,5.340995768477196,-2.943858957028647,4.993742514224564,-2.943858957028647,4.255963598196762,-2.943858957028647,-2.943858957028647,-2.943858957028647,3.573231001613736,-2.943858957028647,2.933439003346661,5.911763767059794,5.55239997376049,-2.943858957028647,4.7948480746497,-2.943858957028647,4.804844062446485,7.522571770775111,-2.943858957028647,-2.943858957028647,-2.943858957028647,8.40415603169038,1.879314876902626,-2.943858957028647,6.1885988161329415,-2.943858957028647,-2.943858957028647,-2.943858957028647,-2.943858957028647,-2.943858957028647,-2.943858957028647,-2.943858957028647,-2.943858957028647,5.278148580460998,3.16163688661322,-2.943858957028647,-2.943858957028647,-2.943858957028647,-2.943858957028647,-2.943858957028647,-2.943858957028647,3.262679448122729,-2.943858957028647,C3031,38.0
CSM9X1ZC,-2.734883686810763,-2.734883686810763,-2.734883686810763,4.877173976824736,-2.734883686810763,8.097990722406042,-2.734883686810763,-2.734883686810763,-2.734883686810763,-2.734883686810763,-2.734883686810763,9.781330667304022,-2.734883686810763,-2.734883686810763,1.6768484407598443,9.111975776287316,-2.734883686810763,-2.734883686810763,-2.734883686810763,-2.734883686810763,-2.734883686810763,9.00756057023132,-2.734883686810763,-2.734883686810763,-2.734883686810763,-2.734883686810763,-2.734883686810763,-2.734883686810763,-2.734883686810763,-2.734883686810763,-2.734883686810763,-2.734883686810763,3.539173552126079,-2.734883686810763,-2.734883686810763,-2.734883686810763,7.127225193939726,1.1426307233253643,-2.734883686810763,3.9550555646079086,-2.734883686810763,-2.734883686810763,-2.734883686810763,9.179543841861374,7.878217267354204,-2.734883686810763,3.0166807140663963,-2.734883686810763,4.4496803330635775,6.043656386190487,-2.734883686810763,5.637337922278339,-2.734883686810763,6.347253766879638,-2.734883686810763,-2.734883686810763,-2.734883686810763,-2.734883686810763,-2.734883686810763,2.967516310158178,5.5968950031615465,6.322229917097541,2.382843087287146,-2.734883686810763,3.548612646003185,5.247966010284749,6.827885951858618,-2.734883686810763,-2.734883686810763,-2.734883686810763,8.62774031641172,-2.734883686810763,-2.734883686810763,6.932391614438274,-2.734883686810763,-2.734883686810763,-2.734883686810763,-2.734883686810763,-2.734883686810763,-2.734883686810763,-2.734883686810763,-2.734883686810763,5.302982970691953,3.535161249822848,-2.734883686810763,-2.734883686810763,-2.734883686810763,-2.734883686810763,-2.734883686810763,-2.734883686810763,7.869882871879376,3.5313452136645047,C3031,49.0
CSM7KOTO,-3.007192978680136,-0.7730798934634571,5.337789665788829,6.154716788277373,-3.007192978680136,7.519093665348236,-3.007192978680136,-0.2168446057706621,-3.007192978680136,-3.007192978680136,-3.007192978680136,8.28419120198478,9.696375858084934,-3.007192978680136,8.752918448954254,7.683297139494355,6.502571118404717,4.589379251954714,-3.007192978680136,-3.007192978680136,0.1250946775578256,-3.007192978680136,7.27447092547235,-3.007192978680136,-3.007192978680136,-3.007192978680136,-3.007192978680136,-3.007192978680136,-3.007192978680136,-3.007192978680136,1.502206379849783,-3.007192978680136,2.9765163208063887,-3.007192978680136,-3.007192978680136,-3.007192978680136,-3.007192978680136,-3.007192978680136,-3.007192978680136,2.3134422154441285,6.486021877220419,-3.007192978680136,-3.007192978680136,8.961595936308814,-3.007192978680136,5.735490402631656,-3.007192978680136,4.244590459008716,4.923212156340349,4.345403654930649,-3.007192978680136,-3.007192978680136,-3.007192978680136,3.373061932320878,-3.007192978680136,-3.007192978680136,-3.007192978680136,3.0240000331959225,-3.007192978680136,-3.007192978680136,2.5900253090067853,-3.007192978680136,5.133349344012474,-3.007192978680136,-3.007192978680136,-3.007192978680136,6.597756973899308,-3.007192978680136,-3.007192978680136,-3.007192978680136,8.546314492897665,3.927263957217531,-3.007192978680136,4.926317150314728,-3.007192978680136,2.43620631081469,0.4644948468563097,6.317231318558745,-3.007192978680136,-3.007192978680136,2.055630031890564,1.946296522509705,-0.8960930521095758,-3.007192978680136,-3.007192978680136,-3.007192978680136,-3.007192978680136,-3.007192978680136,2.535305011391509,-3.007192978680136,-3.007192978680136,-3.007192978680136,C3035,4.0
CSM7KOTQ,-3.504905344488815,2.2473543450014137,6.564208335862464,5.131227534136768,-3.504905344488815,6.185200016785143,-3.504905344488815,5.584965526709704,-3.504905344488815,0.6591198609244593,-3.504905344488815,7.207381270112101,9.07353250611966,0.9307134839746868,7.588946254288436,7.038388028853868,5.727132535915295,3.6635435380020263,-3.504905344488815,-3.504905344488815,0.6346765290855885,-3.504905344488815,6.262289585965331,-3.504905344488815,-3.504905344488815,-3.504905344488815,-3.504905344488815,-3.504905344488815,-3.504905344488815,-0.1307452524780448,0.4398549929241362,-3.504905344488815,2.8204253369139662,-3.504905344488815,-3.504905344488815,-3.504905344488815,-3.504905344488815,-3.504905344488815,-3.504905344488815,3.2592455970957976,6.775275486716648,-3.504905344488815,-3.504905344488815,7.525108982357311,-3.504905344488815,5.609161478958994,-3.504905344488815,2.5476334415711603,4.03830117880533,2.182698663736172,-3.504905344488815,-3.504905344488815,-3.504905344488815,4.262211949061013,-3.504905344488815,-3.504905344488815,-3.504905344488815,3.132966679537141,-3.504905344488815,-3.504905344488815,2.600984986330837,-3.504905344488815,4.875187693895189,-3.504905344488815,-3.504905344488815,-3.504905344488815,5.381112868453759,0.8372941340809863,-3.504905344488815,-3.504905344488815,9.190486371532772,4.89411208798161,-3.504905344488815,4.873980937080937,-3.504905344488815,3.313738399194314,-3.504905344488815,6.366633251388327,2.473576677157136,-3.504905344488815,2.1786424700215807,1.2147190278246427,-1.4493779584513966,-3.504905344488815,-3.504905344488815,-3.504905344488815,-3.504905344488815,3.1053562591795654,3.567463074580699,1.3556337127633888,-3.504905344488815,-3.504905344488815,C3035,6.0
CSM7KOTS,-3.689230150202155,3.5443510316784463,6.92779165763282,5.418036591344091,-3.689230150202155,5.4269457271499615,1.5427290682436698,5.272506199978797,-3.689230150202155,5.877754426876194,-3.689230150202155,6.747690938587676,8.535987709907836,1.4956383512899958,6.890157182274086,6.216333318477878,5.215653814485767,2.661080619715923,-3.689230150202155,-3.689230150202155,2.4208026352379437,-3.689230150202155,5.365084916495367,-3.689230150202155,-3.689230150202155,-3.689230150202155,-3.689230150202155,-3.689230150202155,-3.689230150202155,-3.689230150202155,-3.689230150202155,-3.689230150202155,3.607077103424281,-3.689230150202155,-3.689230150202155,-3.689230150202155,-3.689230150202155,-3.689230150202155,-3.689230150202155,3.656188706471611,8.002174157530051,-3.689230150202155,-3.689230150202155,7.5071875931740415,-3.689230150202155,6.003307041516198,-3.689230150202155,2.577647126293601,4.30400971364058,3.4134561175535154,-3.689230150202155,-3.689230150202155,-3.689230150202155,5.107064156011082,5.237003109736907,-3.689230150202155,-3.689230150202155,3.1264161570864424,-3.689230150202155,0.8531264703764272,2.4709166685088624,-3.689230150202155,4.797451573661704,-3.689230150202155,-3.689230150202155,-3.689230150202155,5.454019952216378,0.6807426935313607,3.576831102818491,-3.689230150202155,8.929922666513729,4.839991069237184,-3.689230150202155,5.441567681402767,-3.689230150202155,3.387545865498762,-3.689230150202155,6.530989920605792,-3.689230150202155,-3.689230150202155,-3.689230150202155,-3.689230150202155,-0.0397299661069538,-3.689230150202155,-3.689230150202155,-3.689230150202155,-3.689230150202155,5.334242580006182,3.7930442102241217,-3.689230150202155,-3.689230150202155,-3.689230150202155,C3035,8.0
CSM7KOTU,-3.4616613771864118,3.5341838326337447,7.433051477356022,5.561930037887856,-0.5428740199073143,6.167058623843751,2.4912028779154465,5.995112120686895,-3.4616613771864118,-3.4616613771864118,3.3033562947849084,7.467766562348586,8.895993878392302,3.033476338243819,7.458920805428722,7.134422723195776,6.0794593600187445,2.9400557350236065,-3.4616613771864118,-3.4616613771864118,3.8404171086162817,-3.4616613771864118,6.504617021257193,-3.4616613771864118,-3.4616613771864118,-3.4616613771864118,-3.4616613771864118,-3.4616613771864118,-3.4616613771864118,-3.4616613771864118,-3.4616613771864118,-3.4616613771864118,3.3142307042520587,-3.4616613771864118,-3.4616613771864118,-3.4616613771864118,-3.4616613771864118,-3.4616613771864118,-3.4616613771864118,2.0290256406779026,7.09887028876726,-3.4616613771864118,-3.4616613771864118,7.667164525066888,-3.4616613771864118,5.962648091229328,-3.4616613771864118,1.6843696517700693,4.391036757463804,4.416956830479459,-3.4616613771864118,-3.4616613771864118,-3.4616613771864118,5.097450426125015,-3.4616613771864118,-3.4616613771864118,-3.4616613771864118,3.201761422340386,-3.4616613771864118,0.986554325435968,2.4238196142691866,-3.4616613771864118,3.777916759641255,1.1313693932473594,-3.4616613771864118,-3.4616613771864118,5.480282266407729,-3.4616613771864118,-3.4616613771864118,-3.4616613771864118,9.132128817384444,4.16882948231607,-3.4616613771864118,5.3015365747580265,-3.4616613771864118,3.9821922550728166,-3.4616613771864118,7.112842218496616,-3.4616613771864118,-3.4616613771864118,-3.4616613771864118,1.599092842202726,0.3404807516556207,-3.4616613771864118,-3.4616613771864118,-3.4616613771864118,-3.4616613771864118,-3.4616613771864118,-3.4616613771864118,2.407681196906532,-3.4616613771864118,-3.4616613771864118,C3035,12.0
CSM9X1YV,-3.4123932507579102,2.0860862091529064,5.733338785369215,5.671212394612099,-3.4123932507579102,6.746171858541397,3.019213956668664,6.435498260239346,-3.4123932507579102,-3.4123932507579102,-3.4123932507579102,7.572679223255465,9.229352199678791,1.708578918411792,8.017215380971878,7.499439494515162,5.732580306255144,4.866566774708994,-3.4123932507579102,4.985719443177272,3.338135931122647,-3.4123932507579102,6.519119573448037,-3.4123932507579102,-3.4123932507579102,-3.4123932507579102,-3.4123932507579102,-3.4123932507579102,-3.4123932507579102,-3.4123932507579102,-3.4123932507579102,-3.4123932507579102,3.255340661288259,-3.4123932507579102,-3.4123932507579102,-3.4123932507579102,-3.4123932507579102,-3.4123932507579102,-3.4123932507579102,3.802664170825234,5.78339593755395,-3.4123932507579102,-3.4123932507579102,7.767892753097214,-3.4123932507579102,5.133749978657403,-3.4123932507579102,3.247814737705756,2.9726198909597565,4.2186901477219765,-3.4123932507579102,-3.4123932507579102,-3.4123932507579102,4.546782442464187,-3.4123932507579102,0.848393272655338,-3.4123932507579102,2.8267925524254576,-3.4123932507579102,-3.4123932507579102,3.010165477137848,1.4860249046154852,5.014167937475625,-3.4123932507579102,-3.4123932507579102,-3.4123932507579102,4.613667743642087,-3.4123932507579102,-3.4123932507579102,-3.4123932507579102,9.025222785592144,4.73070026405372,-3.4123932507579102,4.651352031655742,-3.4123932507579102,2.6344232424799463,-3.4123932507579102,6.368063827446339,-3.4123932507579102,-3.4123932507579102,-3.4123932507579102,-3.4123932507579102,0.4719646588379405,-3.4123932507579102,-3.4123932507579102,-3.4123932507579102,-3.4123932507579102,-3.4123932507579102,3.0353935360851336,2.2506506256633454,-3.4123932507579102,-3.4123932507579102,C3035,16.0
CSM9X21R,4.181508115222805,1.444311113820449,5.803044816832893,4.30194859296887,-3.627560964998816,6.534206322866189,-3.627560964998816,5.605476707599252,-3.627560964998816,-3.627560964998816,-3.627560964998816,7.782031286073536,9.32052887715156,-3.627560964998816,7.689693039284233,7.379940021499502,6.002472257684593,5.1917982283412005,-3.627560964998816,5.3882734731577,-0.9368006616113984,-3.627560964998816,5.88760873714932,-3.627560964998816,-3.627560964998816,-3.627560964998816,-3.627560964998816,-1.5111963737543397,-3.627560964998816,2.156580896535728,2.160536101695163,-3.627560964998816,2.266554938371624,-3.627560964998816,-3.627560964998816,-3.627560964998816,-3.627560964998816,-3.627560964998816,-3.627560964998816,3.310307151194566,5.732777060985704,-3.627560964998816,-3.627560964998816,7.122460379453678,-3.627560964998816,4.071317855979568,-3.627560964998816,3.3006762385542325,3.5313653072822677,4.485549130522233,-3.627560964998816,-3.627560964998816,-3.627560964998816,3.386892704385553,-0.69630209826129,1.1293249621831585,-3.627560964998816,1.248612231817669,-3.627560964998816,-3.627560964998816,1.7404882089909215,3.7239351259711473,4.541548954010533,-3.627560964998816,-3.627560964998816,-3.627560964998816,5.6521201286124905,0.3501511385490161,-3.627560964998816,-3.627560964998816,8.301076205057576,4.419651550267644,-3.627560964998816,4.387769829016006,-3.627560964998816,2.142389879366352,-3.627560964998816,4.859339055658887,-3.627560964998816,-3.627560964998816,1.3181882441938877,1.6222866433601393,-0.1421064867400456,-3.627560964998816,-3.627560964998816,-3.627560964998816,-3.627560964998816,2.3399304477978298,-3.627560964998816,1.9670990158448556,-3.627560964998816,-3.627560964998816,C3035,24.0
CSM9X21T,4.620901397339049,3.3203989938536616,6.799273365410807,4.979670185513976,0.1113543390549427,6.379940987529599,-3.574454804647127,0.6108744608760812,-3.574454804647127,-3.574454804647127,-3.574454804647127,6.782425410090172,9.063734606759123,-3.574454804647127,7.758116076182562,7.223022018186438,5.303106799772788,4.573381872908909,-3.574454804647127,5.134105797597543,0.2782768484182636,-3.574454804647127,6.335160918970791,-3.574454804647127,-3.574454804647127,-3.574454804647127,-3.574454804647127,-3.574454804647127,-3.574454804647127,-3.574454804647127,-3.574454804647127,-3.574454804647127,3.669414717337961,0.6218378310256174,-3.574454804647127,-3.574454804647127,-3.574454804647127,-3.574454804647127,-3.574454804647127,3.448345626288744,6.631982144251563,-3.574454804647127,-3.574454804647127,7.414399688167098,-3.574454804647127,6.175954782915078,0.1382390877387038,4.293764129765254,3.7388142344845594,4.031168093191245,-3.574454804647127,0.9988668659321468,-3.574454804647127,4.098150998985928,-3.574454804647127,-3.574454804647127,-3.574454804647127,3.165111913038511,-3.574454804647127,1.876827754907005,2.2315919644904216,-3.574454804647127,5.9860190852850215,-3.574454804647127,-3.574454804647127,-3.574454804647127,5.736377405946254,-3.574454804647127,-3.574454804647127,-3.574454804647127,8.716606148304537,5.632508435479684,-3.574454804647127,5.10552362908195,-3.574454804647127,4.178762883727364,-3.574454804647127,7.2274321492966305,-3.574454804647127,-3.574454804647127,0.6800776848316552,1.0616680146823718,-1.408012475691642,-3.574454804647127,-3.574454804647127,-3.574454804647127,-3.574454804647127,-3.574454804647127,-3.574454804647127,3.9975633604273257,-3.574454804647127,-3.574454804647127,C3035,26.0
CSM9X222,5.599565944017335,6.031743387142098,7.380582493225287,6.092722150698924,-0.0612383972222101,4.607025329356934,-3.743718728639669,-3.743718728639669,-3.743718728639669,-3.743718728639669,-3.743718728639669,6.541913424527753,8.367253034933164,-3.743718728639669,6.99477863174002,6.205385012037927,4.533869643956659,2.5993357602992955,-3.743718728639669,-3.743718728639669,-0.7775467158536955,-3.743718728639669,6.841704317748207,-3.743718728639669,-3.743718728639669,-3.743718728639669,-3.743718728639669,-3.743718728639669,-3.743718728639669,1.5417806997351224,3.140755934640513,-3.743718728639669,2.2198457700868373,-3.743718728639669,-3.743718728639669,-3.743718728639669,-3.743718728639669,-3.743718728639669,-3.743718728639669,3.434898778137274,6.120843723053474,-3.743718728639669,-3.743718728639669,7.663757979783482,-3.743718728639669,6.170037939906447,-3.743718728639669,3.253041821812234,3.4076857266488343,3.9074875534935902,-3.743718728639669,-3.743718728639669,-3.743718728639669,4.357351542512674,-3.743718728639669,2.9071311619213827,-3.743718728639669,3.695973614115896,-3.743718728639669,-3.743718728639669,2.3763319773241607,4.661217496958044,5.279342885436395,-3.743718728639669,-3.743718728639669,-3.743718728639669,5.866095584563009,-3.743718728639669,2.7388682518199454,-3.743718728639669,9.02267700813415,4.925845233289276,-3.743718728639669,5.020553897564565,-3.743718728639669,1.7858015725065908,-0.1068875814715095,6.253683997832212,1.411336929850501,-3.743718728639669,2.189943174491492,2.5217761714455627,-0.784597439257892,-3.743718728639669,-3.743718728639669,-3.743718728639669,-3.743718728639669,-3.743718728639669,0.940544220779186,2.8182793309825147,-3.743718728639669,-3.743718728639669,C3035,34.0
CSM9X233,6.15520468076574,6.0996526969666505,7.035176234743921,6.504452727506862,0.9897816573977068,5.035256133046717,-3.5475991373416864,-0.7146388783596773,-3.5475991373416864,-3.5475991373416864,-3.5475991373416864,5.419118602259122,8.236510128117688,-3.5475991373416864,6.96600030902132,6.260924156119515,-1.077753732347139,1.6888881927333514,-3.5475991373416864,4.338058649792962,-0.0766242257110292,-3.5475991373416864,5.331686286504272,-3.5475991373416864,-3.5475991373416864,-3.5475991373416864,-3.5475991373416864,-3.5475991373416864,-3.5475991373416864,-3.5475991373416864,-0.0442475632670795,-3.5475991373416864,2.481544430309538,-3.5475991373416864,-3.5475991373416864,-3.5475991373416864,-3.5475991373416864,-3.5475991373416864,-3.5475991373416864,3.3368596891764266,5.866588974630506,-3.5475991373416864,-3.5475991373416864,7.509559839101701,-3.5475991373416864,5.623199407775855,-1.521233540822088,2.8434581557139307,4.267790054498018,2.95721275215811,-3.5475991373416864,-3.5475991373416864,-1.6019194738746163,3.871547967071845,-3.5475991373416864,3.118864549814761,-3.5475991373416864,4.0229088281461065,-3.5475991373416864,0.2666129170906579,3.2647361635244128,3.369663095179641,5.34250204491435,-3.5475991373416864,-3.5475991373416864,-3.5475991373416864,4.947308126659996,-3.5475991373416864,-3.5475991373416864,-3.5475991373416864,9.593905382935164,6.042032245889413,-3.5475991373416864,5.43413150593767,-3.5475991373416864,3.1948047868805007,0.6426816395517339,7.3285096158476115,-3.5475991373416864,-3.5475991373416864,-3.5475991373416864,-3.5475991373416864,0.0693962584507286,-3.5475991373416864,-3.5475991373416864,-3.5475991373416864,-3.5475991373416864,2.230149279258155,1.3398258930130016,2.747072810934979,-3.5475991373416864,-3.5475991373416864,C3035,36.0
CSM9X235,6.566448456574824,5.438999867869937,6.6847259490888575,5.441498961709582,1.6949420053491178,6.364870943387452,-3.758411496524229,3.0943077795800304,-3.758411496524229,-3.758411496524229,-3.758411496524229,6.426363378229702,8.836936452025169,-0.8329192226809017,7.428926016833069,6.4251640896731415,4.321236194109951,3.7956545336772542,-3.758411496524229,4.895703782467318,2.1412791523520003,-3.758411496524229,5.61446552462187,-3.758411496524229,-3.758411496524229,-3.758411496524229,-3.758411496524229,-3.758411496524229,-3.758411496524229,-3.758411496524229,-3.758411496524229,-3.758411496524229,5.176951911666182,1.7397549789579791,-3.758411496524229,-3.758411496524229,-3.758411496524229,-3.758411496524229,-3.758411496524229,2.89287736999238,4.957569952542337,-3.758411496524229,-3.758411496524229,7.453240555784912,0.8341236427280769,4.941924895848016,-3.758411496524229,3.780940170345814,4.496858236931255,2.091723212198037,-3.758411496524229,-3.758411496524229,2.88033418789003,3.994120860579689,2.132213205838988,-3.758411496524229,-3.758411496524229,1.4775113565687867,-3.758411496524229,0.159273477350057,2.055161134741052,1.4604655082580713,5.6022438769630085,-3.758411496524229,-3.758411496524229,-3.758411496524229,5.115417616355993,0.2698829173106425,-3.758411496524229,-3.758411496524229,8.36193988154917,5.2091778696443445,-3.758411496524229,5.401004015891488,-3.758411496524229,3.5121035268982563,-3.758411496524229,7.929335550634839,-3.758411496524229,-3.758411496524229,-3.758411496524229,-3.758411496524229,-0.5350398470936657,-3.758411496524229,-3.758411496524229,-3.758411496524229,-3.758411496524229,-3.758411496524229,-3.758411496524229,2.6740379019178384,-3.758411496524229,-3.758411496524229,C3035,38.0
CSM9X237,9.07945597897337,7.136899651424789,7.449792687414821,6.977332515243532,3.010506115102878,3.436465540499892,-3.614239038884902,0.1803538034500267,-3.614239038884902,-3.614239038884902,-3.614239038884902,5.567868380145759,7.523256793502516,-3.614239038884902,6.212286060847793,5.576747416950077,3.785353646353837,-3.614239038884902,-3.614239038884902,-3.614239038884902,-3.614239038884902,-3.614239038884902,4.025320915707767,-3.614239038884902,-3.614239038884902,-3.614239038884902,-3.614239038884902,-3.614239038884902,-3.614239038884902,-3.614239038884902,2.510693924660296,-3.614239038884902,1.505810439126119,-3.614239038884902,-3.614239038884902,-3.614239038884902,-3.614239038884902,-3.614239038884902,-3.614239038884902,3.229047914805177,6.462392822202308,-3.614239038884902,-3.614239038884902,7.501576302125233,-3.614239038884902,4.589379724633133,-1.078513736727844,1.7830165077835431,3.671476313614626,3.455588002037609,-3.614239038884902,2.398368837288456,2.3626333844713825,3.305543555705894,0.9045343697940053,-3.614239038884902,-3.614239038884902,2.8031064296442736,-3.614239038884902,1.1630083549816526,1.216439684029032,-3.614239038884902,4.504140519663394,-3.614239038884902,-3.614239038884902,-3.614239038884902,4.003605859631167,-3.614239038884902,1.883582373831647,-3.614239038884902,8.732509902295797,3.7319292228917407,-3.614239038884902,4.893259462260418,-3.614239038884902,2.5484764735305845,-3.614239038884902,7.450417160266213,1.505810439126119,-3.614239038884902,2.38848021352109,1.019654706204003,0.7401052065281899,-3.614239038884902,-3.614239038884902,-3.614239038884902,-3.614239038884902,2.913207050169671,2.262410767722386,3.545903134156137,-3.614239038884902,-3.614239038884902,C3035,41.0
CSM9X23B,7.74236517167798,5.081527162353113,6.795182604493631,6.0760392142010256,1.5230457034890978,6.714180304414102,-3.54670306097894,-1.6681633435465812,-3.54670306097894,-3.54670306097894,-3.54670306097894,7.325319371839594,8.981408396329806,-3.54670306097894,7.368137073016241,6.662296047694367,5.282891015322621,4.920234226152664,-3.54670306097894,5.164720553174186,-3.54670306097894,-3.54670306097894,6.410202730845694,-3.54670306097894,-3.54670306097894,-3.54670306097894,-3.54670306097894,-3.54670306097894,-3.54670306097894,2.9452414169239782,3.0761291702863183,-3.54670306097894,2.922784819375231,0.6619117861939525,-3.54670306097894,-3.54670306097894,-3.54670306097894,-3.54670306097894,-3.54670306097894,3.5782412630084544,5.984381038071776,-3.54670306097894,-3.54670306097894,7.687784543949177,-3.54670306097894,4.155535389500631,-3.54670306097894,2.1106200592883493,3.2418572285960767,2.9703312548141465,-3.54670306097894,2.280996045837313,3.755618451865488,3.495331348333476,-3.54670306097894,-3.54670306097894,-3.54670306097894,2.615792533198944,-3.54670306097894,-3.54670306097894,2.9056571408499563,-3.54670306097894,3.794871410872447,-3.54670306097894,-3.54670306097894,-3.54670306097894,5.895880119229436,-3.54670306097894,-3.54670306097894,-3.54670306097894,8.825795317549682,5.349504403704316,-3.54670306097894,5.268474164000791,-3.54670306097894,2.554725878872973,-3.54670306097894,6.538668640390509,-3.54670306097894,-3.54670306097894,-0.9707473665630424,0.1472532090085483,-0.4682954221516127,-3.54670306097894,-3.54670306097894,-3.54670306097894,-3.54670306097894,-3.54670306097894,-3.54670306097894,1.6314229724817455,-3.54670306097894,-3.54670306097894,C3035,44.0
