,Bifidobacterium_adolescentis,Bifidobacterium_bifidum,Bifidobacterium_longum,Collinsella_aerofaciens,Bacteroides_caccae,Bacteroides_cellulosilyticus,Bacteroides_dorei,Bacteroides_eggerthii,Bacteroides_faecis,Bacteroides_finegoldii,Bacteroides_fragilis,Bacteroides_massiliensis,Bacteroides_nordii,Bacteroides_ovatus,Bacteroides_stercoris,Bacteroides_thetaiotaomicron,Bacteroides_uniformis,Bacteroides_vulgatus,Bacteroides_xylanisolvens,Bacteroidales_bacterium_ph8,Barnesiella_intestinihominis,Odoribacter_splanchnicus,Parabacteroides_distasonis,Parabacteroides_goldsteinii,Parabacteroides_merdae,Parabacteroides_unclassified,Prevotella_copri,Alistipes_finegoldii,Alistipes_indistinctus,Alistipes_onderdonkii,Alistipes_putredinis,Alistipes_senegalensis,Alistipes_shahii,Streptococcus_parasanguinis,Streptococcus_salivarius,Streptococcus_thermophilus,Clostridium_asparagiforme,Clostridium_bolteae,Clostridium_clostridioforme,Clostridium_hathewayi,Clostridium_leptum,Clostridium_symbiosum,Clostridiales_bacterium_1_7_47FAA,Flavonifractor_plautii,Eubacterium_eligens,Eubacterium_hallii,Eubacterium_ramulus,Eubacterium_rectale,Eubacterium_siraeum,Eubacterium_ventriosum,Anaerostipes_hadrus,Ruminococcus_gnavus,Ruminococcus_obeum,Ruminococcus_torques,Coprococcus_catus,Coprococcus_comes,Dorea_formicigenerans,Dorea_longicatena,Dorea_unclassified,Lachnospiraceae_bacterium_1_1_57FAA,Lachnospiraceae_bacterium_2_1_58FAA,Lachnospiraceae_bacterium_3_1_46FAA,Lachnospiraceae_bacterium_3_1_57FAA_CT1,Lachnospiraceae_bacterium_5_1_63FAA,Lachnospiraceae_bacterium_7_1_58FAA,Lachnospiraceae_bacterium_8_1_57FAA,Roseburia_hominis,Roseburia_intestinalis,Roseburia_inulinivorans,Roseburia_unclassified,Oscillibacter_unclassified,Clostridium_bartlettii,Peptostreptococcaceae_noname_unclassified,Anaerotruncus_colihominis,Anaerotruncus_unclassified,Faecalibacterium_prausnitzii,Ruminococcaceae_bacterium_D16,Ruminococcus_bromii,Ruminococcus_callidus,Ruminococcus_lactaris,Subdoligranulum_unclassified,Holdemania_filiformis,Dialister_invisus,Veillonella_atypica,Veillonella_dispar,Veillonella_parvula,Veillonella_unclassified,Burkholderiales_bacterium_1_1_47,Parasutterella_excrementihominis,Sutterella_wadsworthensis,Bilophila_unclassified,Bilophila_wadsworthia,Desulfovibrio_desulfuricans,Escherichia_coli,Escherichia_unclassified,Haemophilus_parainfluenzae,Akkermansia_muciniphila,C2likevirus_unclassified
HSM7J4KO,4.448578003620262,-3.905306396044182,2.357100148048308,-3.905306396044182,8.279881033048294,-3.905306396044182,-0.23567870279530467,-3.905306396044182,-3.905306396044182,-3.905306396044182,0.026116336616212266,0.05903544050992515,-3.905306396044182,6.968012665937085,8.667425301855499,-3.905306396044182,7.3489119176539734,6.9133196179862235,5.26052176456693,-3.905306396044182,-3.905306396044182,-3.905306396044182,-0.36375715334321157,-3.905306396044182,-3.905306396044182,7.162156381637017,-3.905306396044182,-3.905306396044182,-3.905306396044182,5.258326350114244,-3.905306396044182,-3.905306396044182,-3.905306396044182,-3.905306396044182,-0.3379280923159609,-3.905306396044182,1.473089372167017,2.734888465119038,1.4973417027797016,-0.04527495295642403,-3.905306396044182,1.9768563813527082,0.1517508945854349,2.777885340662354,3.824722264114139,-3.905306396044182,-3.905306396044182,2.3068734671554125,-3.905306396044182,-3.905306396044182,0.17066922194116252,0.9201549248907792,1.6296876940484513,4.056061793637173,-3.905306396044182,1.9547839537196374,-1.8227167184400876,4.303043521753986,-3.905306396044182,1.125431716484412,-3.905306396044182,4.576534360267836,0.7034249449756196,1.3044730577716201,2.1855116779443264,1.739475523354816,1.6261169192914355,6.365535398092563,3.4700921192897365,-3.905306396044182,4.68513983838408,-1.8353011845432814,2.9668854954211117,-3.905306396044182,1.23934824558566,7.716899561801983,-3.905306396044182,-3.905306396044182,-3.905306396044182,3.791269175998649,5.172661980223226,-3.905306396044182,5.4807588483839,2.3078790049183358,2.2941162913994377,4.29863285346066,6.663266926263184,-3.905306396044182,-3.905306396044182,-3.905306396044182,-3.905306396044182,-3.905306396044182,-3.905306396044182,5.497290501487242,1.4590963721944519,3.3717970617783637,-3.905306396044182,-3.905306396044182
HSM7J4KQ,2.7574553997009854,-3.5282389343593117,0.8086222325483199,-3.5282389343593117,8.179829739649389,-3.5282389343593117,-3.5282389343593117,-3.5282389343593117,-3.5282389343593117,-3.5282389343593117,-3.5282389343593117,-3.5282389343593117,-3.5282389343593117,7.406042778281127,9.238175833275795,-3.5282389343593117,8.17582085123302,6.607479300717882,5.570381702039321,-3.5282389343593117,-3.5282389343593117,-3.5282389343593117,-3.5282389343593117,-3.5282389343593117,-3.5282389343593117,6.728015343553576,-3.5282389343593117,4.650399184053007,-3.5282389343593117,6.565607291642211,-3.5282389343593117,-3.5282389343593117,-3.5282389343593117,-3.5282389343593117,-3.5282389343593117,0.149091778088966,1.708488047192251,2.4874644577696836,0.8282201588594926,0.4336358288503437,-3.5282389343593117,2.4780652218874133,0.08317642069178355,2.3636597385076348,2.201906515571478,2.4215777413624773,-0.12514772947389474,6.995970103087454,-3.5282389343593117,-3.5282389343593117,1.0614274855282098,-3.5282389343593117,2.624807235590512,2.9767987201235924,-3.5282389343593117,0.35788908902301486,0.5913695043907996,2.6898162612012433,-3.5282389343593117,1.0604022772062685,-3.5282389343593117,4.244083203760302,3.2864640725121994,0.9669276652717844,2.3774953834164876,-3.5282389343593117,3.2514198580446267,6.593967209053957,4.225639548613182,-3.5282389343593117,4.274594796472586,1.6187373059725392,1.9707807146646577,-3.5282389343593117,-3.5282389343593117,8.489328729244043,-3.5282389343593117,-3.5282389343593117,-3.5282389343593117,2.9466160125786525,5.778395595985594,1.8540244074423455,4.75310674583301,2.4867256163827784,-3.5282389343593117,2.914530631094216,-1.9736795839715207,-3.5282389343593117,-3.5282389343593117,-3.5282389343593117,-3.5282389343593117,-3.5282389343593117,-3.5282389343593117,3.3152778684426636,2.6731894649906307,-3.5282389343593117,-3.5282389343593117,-0.29684384307108225
HSM7J4LD,-0.9494359103139853,-2.4784860755713254,4.0734081835474445,3.8723700254063624,-2.4784860755713254,-2.4784860755713254,-2.4784860755713254,-2.4784860755713254,-2.4784860755713254,-2.4784860755713254,-2.4784860755713254,-0.3117779340160105,-2.4784860755713254,9.776536771136369,10.631291286797094,-2.4784860755713254,-2.4784860755713254,8.899522882991512,-2.4784860755713254,-2.4784860755713254,-2.4784860755713254,-2.4784860755713254,-2.4784860755713254,-2.4784860755713254,9.02429210900117,-2.4784860755713254,2.120419124107391,-2.4784860755713254,-2.4784860755713254,-2.4784860755713254,-2.4784860755713254,-2.4784860755713254,-2.4784860755713254,-2.4784860755713254,0.4099252984665327,-2.4784860755713254,-2.4784860755713254,4.840154394346389,4.375671792183011,3.2839120493085723,-2.4784860755713254,3.457307600159453,2.872427182497681,5.987038642267183,-2.4784860755713254,-2.4784860755713254,-2.4784860755713254,8.55507222765573,-2.4784860755713254,-2.4784860755713254,4.095514914009629,5.518145939715488,-2.4784860755713254,5.609837410700958,-2.4784860755713254,3.3943414291219733,3.7096850137951485,3.86410182533258,-2.4784860755713254,-2.4784860755713254,3.310688562465341,-2.4784860755713254,3.545623484621488,0.4429022343293276,3.091375026702524,-2.4784860755713254,-2.4784860755713254,5.538481114552084,2.7843746315149733,-2.4784860755713254,-2.4784860755713254,1.3473526064205377,-2.4784860755713254,-2.4784860755713254,-2.4784860755713254,1.9784772235008052,-2.4784860755713254,-2.4784860755713254,-2.4784860755713254,-2.4784860755713254,2.0917275095190497,-2.4784860755713254,-2.4784860755713254,-2.4784860755713254,-2.4784860755713254,4.203675140119173,-2.4784860755713254,-2.4784860755713254,-2.4784860755713254,-2.4784860755713254,-2.4784860755713254,-2.4784860755713254,-2.4784860755713254,6.50896530729773,4.528490720649482,-2.4784860755713254,-2.4784860755713254,7.184240865510984
HSM7J4LF,-1.621377250048793,-1.621377250048793,2.7260128168157056,2.4639036924133286,-1.621377250048793,-1.621377250048793,0.2200167518907694,-1.621377250048793,-1.621377250048793,-1.621377250048793,-1.621377250048793,2.2403349463155813,-1.621377250048793,10.527402285095901,11.123956890692071,-1.621377250048793,1.7707396242202194,10.521373783017598,-1.621377250048793,-1.621377250048793,-1.621377250048793,-1.621377250048793,-1.621377250048793,-1.621377250048793,10.701070235180724,-1.621377250048793,0.31100237761609506,-1.621377250048793,-1.621377250048793,-1.621377250048793,-1.621377250048793,-1.621377250048793,-1.621377250048793,-1.621377250048793,-1.621377250048793,-1.621377250048793,-1.621377250048793,4.569734764258297,-1.621377250048793,-1.621377250048793,-1.621377250048793,3.6888786990370015,-1.621377250048793,2.11965026719386,-1.621377250048793,-1.621377250048793,-1.621377250048793,7.42071920925372,-1.621377250048793,-1.621377250048793,-1.621377250048793,5.908709986248717,-1.621377250048793,4.43406334496447,-1.621377250048793,-1.621377250048793,-1.621377250048793,1.908894320827219,4.696608707453415,3.076454575492477,3.360482599708485,-1.621377250048793,-1.621377250048793,-1.621377250048793,-1.621377250048793,-1.621377250048793,-1.621377250048793,-1.621377250048793,-1.621377250048793,-1.621377250048793,-1.621377250048793,-1.621377250048793,-1.621377250048793,-1.621377250048793,-1.621377250048793,2.64791017361995,-1.621377250048793,-1.621377250048793,-1.621377250048793,-1.621377250048793,2.5768132167302227,-1.621377250048793,-1.621377250048793,-1.621377250048793,-1.621377250048793,3.437138852324198,3.39954506887873,-1.621377250048793,-1.621377250048793,-1.621377250048793,-1.621377250048793,-1.621377250048793,-1.621377250048793,9.04241390543607,-1.621377250048793,-1.621377250048793,-1.621377250048793,1.84533090882611
HSM7J4LH,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,13.206007366946153,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,-0.2658403639546467,12.314667572696946
HSM7J4LN,-2.6936337017520575,-2.6936337017520575,4.214700392489246,4.274315144824372,-2.6936337017520575,-2.6936337017520575,-2.6936337017520575,-2.6936337017520575,-2.6936337017520575,-2.6936337017520575,-2.6936337017520575,-2.6936337017520575,-2.6936337017520575,8.87716465464987,9.627655455735518,-2.6936337017520575,-2.6936337017520575,9.232966769921676,-2.6936337017520575,-2.6936337017520575,-2.6936337017520575,-2.6936337017520575,-2.6936337017520575,-2.6936337017520575,9.19438074034638,-2.6936337017520575,-2.6936337017520575,-2.6936337017520575,-2.6936337017520575,-2.6936337017520575,-2.6936337017520575,-2.6936337017520575,-2.6936337017520575,3.983852629748718,-2.6936337017520575,0.385039461677426,-2.6936337017520575,5.455610424741967,2.705197730942251,4.35580832117249,-2.6936337017520575,3.9570067930878974,0.131197969774572,5.27909205257874,-2.6936337017520575,-2.6936337017520575,-2.6936337017520575,9.585808220433245,-2.6936337017520575,-2.6936337017520575,5.376781548289769,5.522197167825763,-2.6936337017520575,7.07534806816517,-2.6936337017520575,-2.6936337017520575,2.1516498076134614,3.5150733639683107,2.56398051156388,-2.6936337017520575,4.405982630757883,-2.6936337017520575,2.202508976933176,3.057130387239212,2.940115440895072,-2.6936337017520575,-2.6936337017520575,5.150177946148113,-2.6936337017520575,5.309670258236126,-2.6936337017520575,3.138449035774282,-2.6936337017520575,-2.6936337017520575,-2.6936337017520575,8.381907254662522,-2.6936337017520575,-2.6936337017520575,-2.6936337017520575,-2.6936337017520575,5.970296277248886,-2.6936337017520575,-2.6936337017520575,-2.6936337017520575,-2.6936337017520575,4.430239770808551,1.783253800059434,-2.6936337017520575,-2.6936337017520575,-2.6936337017520575,-2.6936337017520575,-2.6936337017520575,-2.6936337017520575,6.12171559664303,-2.6936337017520575,7.762517350190237,-2.6936337017520575,1.5801312552315103
HSM7J4NY,3.5638410073161735,-4.533535391905357,2.8535684114893227,3.8306989234178035,5.533231256388978,-4.533535391905357,3.678884967759357,-4.533535391905357,5.325367682738493,-4.533535391905357,3.4112017337257896,-1.8123680865428078,-4.533535391905357,5.69994715770123,7.314272831404688,4.636087429311109,7.1631672459146625,7.170957318444617,3.3454540269689073,-4.533535391905357,-4.533535391905357,3.951286396401514,0.4179950709026148,4.8946154733746505,5.842324368333131,5.429203479882362,-0.5449623845526474,4.242413017920712,-4.533535391905357,5.3969070829098404,7.040085570857412,-0.1832580311244758,6.010510614242628,-4.533535391905357,-4.533535391905357,-4.533535391905357,-4.533535391905357,0.9980288529892274,-4.533535391905357,-4.533535391905357,3.300154788310155,-4.533535391905357,-4.533535391905357,-0.00354613876245935,1.9286234020348028,1.9555552847194768,-4.533535391905357,6.816323449777981,5.411182109112675,3.582086109798734,0.6274914638226363,1.6883530335329073,4.181503529265342,2.9913107401795234,-4.533535391905357,-4.533535391905357,2.400830890885234,4.290684646157073,-4.533535391905357,-4.533535391905357,0.6824718653464537,1.739210359804214,-4.533535391905357,1.010122724684436,1.4802655321787812,3.0113448696080534,3.1907444888122107,-4.533535391905357,1.0551071292790652,-4.533535391905357,-4.533535391905357,-4.533535391905357,-4.533535391905357,-4.533535391905357,-4.533535391905357,5.315928580457241,0.9849371065448498,6.729615830960144,-4.533535391905357,3.7603760172629395,5.397731844619653,-4.533535391905357,5.139556293805154,-4.533535391905357,-4.533535391905357,-4.533535391905357,-4.533535391905357,0.7158471757359433,2.426799927846412,-4.533535391905357,-4.533535391905357,-4.533535391905357,-0.3856200042847604,-4.533535391905357,-4.533535391905357,-4.533535391905357,3.774031990354607,-4.533535391905357
HSM7J4O1,3.6949378264630175,-4.724383049963889,2.813166500416777,2.9600556689899236,6.67346672008626,-4.724383049963889,5.835251271248094,-4.724383049963889,5.9071253304368465,-3.278886671585786,-4.724383049963889,-2.202242635919717,-4.724383049963889,5.102614604557985,7.58323854396612,5.382011460252615,6.543763345514781,6.303156827952172,-4.724383049963889,-4.724383049963889,-4.724383049963889,4.800474435289653,-4.724383049963889,5.736382037865649,5.663491509571815,-4.724383049963889,-4.724383049963889,4.285291390440136,-4.724383049963889,5.217220367741563,6.877450898850354,-1.457019965054469,4.94106258440916,-4.724383049963889,-4.724383049963889,-4.724383049963889,1.4744117763887905,2.4114707539899367,-0.04742835172922355,-0.9066036502905099,4.56098618195821,-2.065526314299074,1.723624637715269,2.480378272870169,-2.2437891012286197,2.29784374292778,-4.724383049963889,5.17703446228759,4.423689715992832,3.483789783946488,-0.3606365278943322,2.1134019227306844,2.8832321220374055,3.3906612756198244,-4.724383049963889,-4.724383049963889,0.45568188837834356,1.6276538383548544,-4.724383049963889,-4.724383049963889,1.3311481800182356,-2.503955395121446,-1.624871912611642,0.13018586771286422,2.607260313136927,0.430259696231019,-4.724383049963889,-4.724383049963889,-4.724383049963889,0.6358270664479804,3.9144262533700793,-4.724383049963889,-4.724383049963889,-0.16865353510223002,0.8794502315952286,5.773462067246361,3.3350366276940955,5.240922996633975,-4.724383049963889,4.1206490251556405,5.89055392534794,0.9628806994082275,3.5068032371346485,-4.724383049963889,-4.724383049963889,-4.724383049963889,-4.724383049963889,0.992997704369202,3.400764393028205,-4.724383049963889,-4.724383049963889,-4.724383049963889,1.1246161616756538,0.7389522357612215,-0.3934321800546403,-4.724383049963889,2.766234608408463,-4.724383049963889
HSM7J4O3,4.590306876747742,-4.2673185125144055,4.861805863636468,4.475370243409969,6.70287713061996,-4.2673185125144055,5.489666597128018,-4.2673185125144055,5.049787533238908,-1.638803514676166,1.8942216334654374,-4.2673185125144055,-4.2673185125144055,5.784017141042109,7.71699051699174,4.637771454266659,7.3763241749881185,6.87040600564465,1.072420991428583,-4.2673185125144055,-4.2673185125144055,5.553530968262777,-4.2673185125144055,6.4522738082965825,6.495392047466581,-4.2673185125144055,-1.1906704923920515,5.943215850921215,-4.2673185125144055,6.549136142647729,7.632113442586879,0.009260808885713345,6.293436960025706,-4.2673185125144055,-4.2673185125144055,-4.2673185125144055,-4.2673185125144055,-0.45438173125827497,-4.2673185125144055,1.955021159635911,5.236907787300829,-4.2673185125144055,-4.2673185125144055,1.4200532661806147,1.7761197868683807,2.1737724753761967,-4.2673185125144055,4.509127548183003,4.523925323431059,-4.2673185125144055,-4.2673185125144055,-0.17223576229199544,4.559900825893589,4.905157511749184,-4.2673185125144055,-4.2673185125144055,0.6869757922584228,3.3155336302026814,-4.2673185125144055,-4.2673185125144055,-0.8789222360556614,-4.2673185125144055,-0.187401389932619,-2.5411447789085546,1.182684851897358,-4.2673185125144055,0.8200681040542825,-4.2673185125144055,-2.5411447789085546,-0.9382850570573886,3.525990726619554,-4.2673185125144055,-4.2673185125144055,1.159554448218067,-4.2673185125144055,5.307356618044633,0.986458245573905,6.377450582428915,-4.2673185125144055,2.9797657862216953,5.936378273410992,1.2909334524563096,4.4776277448435655,-4.2673185125144055,-4.2673185125144055,-4.2673185125144055,-4.2673185125144055,0.28644150765363463,2.113717737185956,-4.2673185125144055,-4.2673185125144055,-4.2673185125144055,-0.27611851981248314,0.7534177167050817,-4.2673185125144055,-4.2673185125144055,2.0685001802882423,-4.2673185125144055
HSM7J4O5,2.280412058107606,-4.240986118819862,5.864449117712338,1.536614216556952,5.667728103512166,-4.240986118819862,4.282209185221724,-4.240986118819862,6.248387411715556,-4.240986118819862,-4.240986118819862,-4.240986118819862,-4.240986118819862,6.405463852381964,8.27049197352386,5.624649800856477,7.679155943422632,6.644204267638812,0.7666552342401207,-4.240986118819862,-4.240986118819862,5.254068123741457,-4.240986118819862,5.032648995098314,6.13272850978518,5.450268721177283,-4.240986118819862,4.574667712264402,-4.240986118819862,6.236704617321378,7.213685451779844,0.20177334257038737,4.691958693383709,-4.240986118819862,-4.240986118819862,-4.240986118819862,1.8772121427435957,4.3705724355178655,1.960747699796772,-2.1389343051921514,3.687971340984232,0.4846662360095184,1.1379918215375042,2.9972061080156305,-4.240986118819862,-4.240986118819862,-4.240986118819862,1.5545026035565765,6.163407952637042,3.312343641150477,-4.240986118819862,5.166679095014502,0.05850407495567467,5.786711342007333,-4.240986118819862,-4.240986118819862,-2.55974378710682,3.1071820195505993,-4.240986118819862,4.279577392406444,4.095039789694681,-0.5129042058625402,-4.240986118819862,-4.240986118819862,1.6024088335581554,-4.240986118819862,1.1225071873182078,-4.240986118819862,-4.240986118819862,-4.240986118819862,-4.240986118819862,-4.240986118819862,-4.240986118819862,-4.240986118819862,1.7585576633581201,6.1429054020049225,3.721955866234061,4.314224557717215,-4.240986118819862,-4.240986118819862,5.828129928607279,-4.240986118819862,2.0157290711734284,-4.240986118819862,-4.240986118819862,-4.240986118819862,-4.240986118819862,-0.6609814957600211,3.163850322519627,-4.240986118819862,-4.240986118819862,-4.240986118819862,1.4274002751746497,2.143364257581041,1.4809450170886986,-4.240986118819862,1.6547336120686094,-4.240986118819862
HSM7J4O7,2.808191120134847,-4.5460740977133245,4.803068109540272,2.3459954355831982,6.314683740950944,-4.5460740977133245,4.397009125037492,-4.5460740977133245,4.725969157671045,-4.5460740977133245,-4.5460740977133245,-4.5460740977133245,-4.5460740977133245,5.255121601488252,7.890705978487231,3.9556051174555407,6.075678757429321,6.6622665366769365,1.7036967351774148,-4.5460740977133245,-4.5460740977133245,4.104123268841046,-4.5460740977133245,5.327598216396272,5.675696306179223,-4.5460740977133245,-4.5460740977133245,4.532402566559541,-4.5460740977133245,5.506030156072809,6.830034043887498,-0.3823868434816067,5.281826619662265,-4.5460740977133245,-4.5460740977133245,-4.5460740977133245,-0.7457579830725809,-0.7042288765848532,-4.5460740977133245,-3.4469871979225424,4.647333812589432,-4.5460740977133245,-4.5460740977133245,1.3063843451331634,2.832560658250472,3.3881513487029826,-4.5460740977133245,6.987077336514867,5.157402792387583,2.330140907283151,1.9292580606706036,3.571965685268667,5.187814427405769,5.822830341912541,-4.5460740977133245,-4.5460740977133245,3.4230116593593776,4.14960696117308,-4.5460740977133245,-4.5460740977133245,2.529110407003773,1.7565804145441986,-1.972402646838125,1.444124864675719,0.9200264179778994,-4.5460740977133245,4.592379040203646,-4.5460740977133245,0.1810872836720172,-4.5460740977133245,0.6902356906670928,-4.5460740977133245,-4.5460740977133245,-4.5460740977133245,0.9133239597731357,5.8655149934718835,2.7433132574795183,6.181149313109239,0.5281610041485205,-4.5460740977133245,5.920313682522574,-0.5399577523310377,4.625147870465967,-4.5460740977133245,-4.5460740977133245,-1.3477929147440868,0.4980582606032975,1.1561345253121864,2.619194729577079,-4.5460740977133245,-4.5460740977133245,-4.5460740977133245,0.1498345400704313,-1.2893194949083764,-0.5172076644587573,-4.5460740977133245,-4.5460740977133245,-4.5460740977133245
HSM7J4O9,4.473187565311049,-4.353179748699922,4.202548530705438,3.9218704229809216,6.363661028958255,-4.353179748699922,3.9720717340808864,-4.353179748699922,5.223170851594967,-2.2206339127111345,-4.353179748699922,-0.3858781010648382,-4.353179748699922,6.236929440501525,7.648799892264614,4.9654960373765205,7.1636455818590346,7.188577565550602,2.029745693689626,-4.353179748699922,-4.353179748699922,4.592939990054498,-4.353179748699922,4.787647468045106,6.2637296222056005,-4.353179748699922,-1.3835574256298866,4.890341436946916,-4.353179748699922,5.447421211120013,6.918006124088851,0.11206812457149518,5.58007397665856,-4.353179748699922,-1.3099999865977878,-4.353179748699922,-4.353179748699922,0.3635418560346455,-4.353179748699922,-4.353179748699922,4.34787138806721,-2.5107818272827362,-4.353179748699922,1.9321240422545456,2.2062323748569987,3.324770669598429,-4.353179748699922,6.447253076895711,6.248731271397835,3.419032308164531,-4.353179748699922,1.6714853253699706,4.558181870349658,5.316378217846286,-4.353179748699922,0.5873667967394365,2.45562477222124,4.015519696018429,-4.353179748699922,-4.353179748699922,2.0225376932586636,1.476048340942187,-4.353179748699922,-1.6507093489042308,1.9705722949965914,-4.353179748699922,3.2764608889212283,-4.353179748699922,-4.353179748699922,-4.353179748699922,-4.353179748699922,-4.353179748699922,-4.353179748699922,-0.5282328194709436,1.5987679146381568,6.596331554549751,3.297754679944469,6.590953793251629,0.9707079793064786,-4.353179748699922,6.514785839128516,0.5034178243981895,5.0885953086762505,-4.353179748699922,-4.353179748699922,-4.353179748699922,-4.353179748699922,0.7094945297346538,3.0200002748754233,-4.353179748699922,-4.353179748699922,-4.353179748699922,0.3108679860556869,-4.353179748699922,-4.353179748699922,-4.353179748699922,-4.353179748699922,-4.353179748699922
HSM7J4QZ,-4.6957687111016995,-4.6957687111016995,3.1247061150310618,-4.6957687111016995,-4.6957687111016995,-4.6957687111016995,-4.6957687111016995,-4.6957687111016995,-4.6957687111016995,-4.6957687111016995,-1.1678408730147858,7.345737230630252,-4.6957687111016995,5.543527866395135,7.0455298114622735,-4.6957687111016995,-0.5663243955340675,0.08476803805944044,-4.6957687111016995,-4.6957687111016995,-4.6957687111016995,-4.6957687111016995,-4.6957687111016995,-4.6957687111016995,-4.6957687111016995,-0.8953679718094545,-1.2252785049552912,4.129088741873943,-4.6957687111016995,5.1923394650474926,-4.6957687111016995,-4.6957687111016995,4.417409271326226,-4.6957687111016995,-1.062005865437282,-4.6957687111016995,1.2399580879365324,5.556650357924458,-1.6234305304957388,1.5010889091539568,4.150897355084759,0.015045058587997318,1.8925926057354747,1.730427630424571,3.8307110211206448,2.106494516074691,2.7273571590915724,6.627044112504905,2.9654942774801416,-2.374622208003739,1.765362926154217,2.452179146173628,2.0031070581839883,4.959342552494918,-4.6957687111016995,2.551479465650817,-4.6957687111016995,3.903027590793558,-4.6957687111016995,5.967213520126611,0.4889120359226915,2.5383079038826617,1.4689758443689724,1.292165563245863,1.9456613127340923,-4.6957687111016995,3.6335378542962475,6.013210933988439,4.206835054376063,-4.6957687111016995,2.9197254457856463,1.1715127642254783,-4.6957687111016995,-0.5904024861134296,2.510884523471473,7.720143632481638,-0.9487178932241349,6.164586205484747,-4.6957687111016995,-4.6957687111016995,5.902492731909564,2.8631529371403213,4.496768280231328,0.14661847606019585,-0.47853015581519287,1.3500674468751415,1.9442820914956407,3.7758314239642186,3.0200964508082118,-4.6957687111016995,4.679171408032469,-0.8313416530355795,0.31770520359513554,-4.6957687111016995,-4.6957687111016995,-0.35703047718600445,2.662408446749315,3.7153953304333402
HSM7J4R2,-3.607156682445682,-3.607156682445682,1.328820867648739,-3.607156682445682,-3.607156682445682,-3.607156682445682,-3.607156682445682,-3.607156682445682,-3.607156682445682,-3.607156682445682,-3.607156682445682,9.195842500191077,-3.607156682445682,6.452448999962693,8.939807484359935,-3.607156682445682,-3.607156682445682,-1.7729446492992462,-3.607156682445682,-3.607156682445682,-3.607156682445682,-3.607156682445682,-3.607156682445682,-3.607156682445682,-3.607156682445682,-3.607156682445682,-3.607156682445682,5.204154905963154,-3.607156682445682,5.900588610954008,-3.607156682445682,-3.607156682445682,4.993418732919551,-3.607156682445682,-3.607156682445682,-3.607156682445682,-3.607156682445682,0.6675349854854389,-3.607156682445682,-0.6022537614818138,5.239330134129409,-3.607156682445682,0.011989173651860696,3.0995565233581734,3.883784076675229,2.7934492832782087,2.3044989345639877,6.8389675802135095,-3.607156682445682,-3.607156682445682,2.195429458007638,4.412100735987518,2.4405860777700106,4.685548523323199,-3.607156682445682,2.063795960702622,-3.607156682445682,3.3144515726084913,-3.607156682445682,6.566526898310142,2.2038036891006207,0.9846717209996552,-3.607156682445682,1.724434047200262,2.889713525991965,-3.607156682445682,4.00051955127057,5.493351135693229,5.095104643293587,2.12411341926844,4.834419135326983,-1.3603406260305295,3.0464675317122714,1.0745799041147635,-3.607156682445682,8.42785037383112,-0.4377149433395342,5.420246546801977,-3.607156682445682,-3.607156682445682,5.291758316593076,1.0326305318411126,3.959959387458018,-3.607156682445682,-3.607156682445682,-1.349493997437758,0.6746860922433822,4.430828885400331,3.7406318258101665,-3.607156682445682,5.450305766129644,-0.7043857566057081,1.345718181875423,-3.607156682445682,-3.607156682445682,1.0206026683591727,3.9324873539476597,1.4248248723678625
