,Bifidobacterium_adolescentis,Bifidobacterium_bifidum,Bifidobacterium_longum,Collinsella_aerofaciens,Bacteroides_caccae,Bacteroides_cellulosilyticus,Bacteroides_dorei,Bacteroides_eggerthii,Bacteroides_faecis,Bacteroides_finegoldii,Bacteroides_fragilis,Bacteroides_massiliensis,Bacteroides_ovatus,Bacteroides_stercoris,Bacteroides_thetaiotaomicron,Bacteroides_uniformis,Bacteroides_vulgatus,Bacteroides_xylanisolvens,Barnesiella_intestinihominis,Odoribacter_splanchnicus,Parabacteroides_distasonis,Parabacteroides_merdae,Parabacteroides_unclassified,Prevotella_copri,Alistipes_finegoldii,Alistipes_onderdonkii,Alistipes_putredinis,Alistipes_shahii,Streptococcus_parasanguinis,Streptococcus_salivarius,Clostridiaceae_bacterium_JC118,Clostridium_asparagiforme,Clostridium_bolteae,Clostridium_clostridioforme,Clostridium_hathewayi,Clostridium_leptum,Clostridium_symbiosum,Clostridiales_bacterium_1_7_47FAA,Flavonifractor_plautii,Eubacterium_eligens,Eubacterium_hallii,Eubacterium_ramulus,Eubacterium_rectale,Eubacterium_siraeum,Eubacterium_ventriosum,Anaerostipes_hadrus,Ruminococcus_gnavus,Ruminococcus_obeum,Ruminococcus_torques,Coprococcus_catus,Coprococcus_comes,Dorea_formicigenerans,Dorea_longicatena,Dorea_unclassified,Lachnospiraceae_bacterium_1_1_57FAA,Lachnospiraceae_bacterium_2_1_58FAA,Lachnospiraceae_bacterium_3_1_46FAA,Lachnospiraceae_bacterium_3_1_57FAA_CT1,Lachnospiraceae_bacterium_5_1_63FAA,Lachnospiraceae_bacterium_7_1_58FAA,Lachnospiraceae_bacterium_8_1_57FAA,Roseburia_hominis,Roseburia_intestinalis,Roseburia_inulinivorans,Roseburia_unclassified,Oscillibacter_unclassified,Clostridium_bartlettii,Peptostreptococcaceae_noname_unclassified,Anaerotruncus_unclassified,Faecalibacterium_prausnitzii,Ruminococcaceae_bacterium_D16,Ruminococcus_bromii,Ruminococcus_lactaris,Subdoligranulum_unclassified,Coprobacillus_unclassified,Holdemania_filiformis,Dialister_invisus,Veillonella_atypica,Veillonella_dispar,Veillonella_parvula,Veillonella_unclassified,Burkholderiales_bacterium_1_1_47,Parasutterella_excrementihominis,Bilophila_unclassified,Bilophila_wadsworthia,Escherichia_coli,Escherichia_unclassified,Haemophilus_parainfluenzae,Akkermansia_muciniphila,C2likevirus_unclassified
CSM79HM7,6.116094322135671,-4.595655474899793,-0.0868948141154231,3.954182298687819,-4.595655474899793,-4.595655474899793,-4.595655474899793,-4.595655474899793,-4.595655474899793,-4.595655474899793,4.642822655333841,-4.595655474899793,5.951759691881002,7.361448426311631,4.892590720145561,4.755845198814544,4.6641639326446365,6.149613944868793,-4.595655474899793,-4.595655474899793,-4.595655474899793,-4.595655474899793,-4.595655474899793,-4.595655474899793,4.711844977776141,-4.595655474899793,-4.595655474899793,5.403134088499059,3.5648659125687017,2.5915593764234863,-4.595655474899793,-4.595655474899793,-1.5908905067353682,-4.595655474899793,0.015161287138727886,1.3249972732526905,0.6056300139658521,-4.595655474899793,-4.595655474899793,6.314472469255778,2.139850615487722,-0.37172424122647385,2.423407396450047,-4.595655474899793,-4.595655474899793,2.6878064913664685,0.3881239762421469,4.354684197276323,4.81787732110229,-4.595655474899793,2.714554854557644,1.5627306586202048,2.6317405391309334,-4.595655474899793,3.5737596204264594,-4.595655474899793,0.9400023110458324,0.8330381877839699,1.8602155770791828,0.29924846977945485,-4.595655474899793,5.820896053131994,8.053973548378957,2.0240745675903087,-4.595655474899793,4.2505245026787195,2.626491615250271,-4.595655474899793,0.6261867275407464,7.289916190861387,-4.595655474899793,-4.595655474899793,5.040231471873499,4.713373076704064,-4.595655474899793,-4.595655474899793,3.836348338635858,2.6538839828493597,2.225510768141352,2.2496399295363076,2.973811499791104,0.7445667508159897,0.7301088156703983,-4.595655474899793,-4.595655474899793,2.0063195826394375,2.0045115415517074,2.5944059913374033,0.7811048974382668,-4.595655474899793
CSM79HMN,1.9674406089977472,-4.389069401092801,-4.389069401092801,0.7357224715971711,5.988019826592,3.5426318737745692,3.455005283385363,-4.389069401092801,3.6464486368998372,-4.389069401092801,5.916397277892946,-4.389069401092801,5.68918220092582,7.378166408997339,2.008531736856151,6.408900636605141,7.461566897468811,1.7541811223734376,6.9112956434729735,4.648685369520157,-4.389069401092801,3.7263719536315856,-4.389069401092801,-4.389069401092801,-4.389069401092801,4.7209393244370625,7.199293307834264,4.565496088721906,-4.389069401092801,-4.389069401092801,1.8065654305076038,-4.389069401092801,-4.389069401092801,-4.389069401092801,-4.389069401092801,-4.389069401092801,-4.389069401092801,-4.389069401092801,1.59064382127465,5.512282223991519,1.28890076521294,-0.33401037231777764,5.734844228368235,-4.389069401092801,-4.389069401092801,3.6270664862505155,-4.389069401092801,2.063328170467317,3.7312197074585214,-4.389069401092801,1.4278293380578528,4.487410324466233,2.45668715503714,-4.389069401092801,-4.389069401092801,-4.389069401092801,3.0821341675191967,-4.389069401092801,1.9632937484935127,0.9584500271330736,1.6142175118046298,2.506513457503698,0.11542587012897876,5.662672746621339,-4.389069401092801,4.780980676974822,-4.389069401092801,2.849649197663414,-4.389069401092801,7.875041986034198,2.6897630616179065,-4.389069401092801,3.301082826324844,6.360971891169067,-4.389069401092801,0.528761126510414,-4.389069401092801,-4.389069401092801,-4.389069401092801,-4.389069401092801,0.6800504230823936,-0.13838299407964172,2.9518344268576096,2.856476631900824,-4.389069401092801,3.8067953116922304,-4.389069401092801,-4.389069401092801,-4.389069401092801,-4.389069401092801
CSM79HMP,3.4241116398631455,-5.156666921833937,-5.156666921833937,0.5123255832751354,4.807559262780067,3.7137726406029783,4.73126712169168,-5.156666921833937,3.6172810648816665,-5.156666921833937,2.792888461035706,-5.156666921833937,5.134409923730674,6.844733750088237,2.1562319599360613,4.77566346110061,6.891381121121784,2.0335654397999017,5.126681435073403,3.882504046618333,-5.156666921833937,3.0588785469918873,-5.156666921833937,-5.156666921833937,-5.156666921833937,4.543170206434217,6.0380308062267165,2.896888246102778,-5.156666921833937,-5.156666921833937,2.254966843015911,-5.156666921833937,0.3698785472426227,-5.156666921833937,-1.2237658876778212,-5.156666921833937,-5.156666921833937,0.7740162035387108,1.4375427674141665,5.280330102050566,2.1148194176574577,-0.2805577901870926,5.749169685629957,-5.156666921833937,-5.156666921833937,2.266935841384436,-5.156666921833937,3.4776274722738965,2.679875145007686,-0.3906788600379816,1.8609390202188338,3.9299394945314416,3.308125459743991,-5.156666921833937,-5.156666921833937,-5.156666921833937,2.942757227753651,-5.156666921833937,0.21292883557400977,1.329847794626203,3.344053765249825,4.035649237518118,3.66751738935199,5.058166949049634,-5.156666921833937,4.266830767944735,-1.0322689026220502,2.302607491162542,1.5681442383768402,6.281730544789215,1.7711740216066234,-5.156666921833937,1.7754801575517263,6.594866241330214,-5.156666921833937,1.095323243598246,-5.156666921833937,-5.156666921833937,-5.156666921833937,-5.156666921833937,-0.456953211892424,1.0770759208423772,3.033042918364793,2.0994808603292743,-0.765717425720208,2.3545659440347793,1.86652931070401,-5.156666921833937,-5.156666921833937,-5.156666921833937
CSM79HMT,3.6591617166891135,-4.456137662982503,-0.1908395438350574,1.3946491218373716,5.941021329146808,3.1741667946359478,3.1578725437977244,-4.456137662982503,3.669166961486643,-4.456137662982503,4.010919422715673,-4.456137662982503,6.1941090600340605,7.936086827877929,1.3794619884526176,6.993106934668381,7.531681276902564,3.16776054707812,6.220770369223668,3.7376600077663324,-4.456137662982503,3.577338847594757,-4.456137662982503,-4.456137662982503,-4.456137662982503,5.328734227614277,6.730691036842796,4.040152672967278,-4.456137662982503,-4.456137662982503,2.8001202267285663,-4.456137662982503,0.7934669460078361,-4.456137662982503,-4.456137662982503,-4.456137662982503,-4.456137662982503,0.6013938574806179,-0.02406004918404392,5.518969940943653,0.853351181676155,0.7854918910001523,5.401757336172976,-4.456137662982503,-4.456137662982503,1.9741258395976864,-4.456137662982503,2.816415736212103,2.7090200706058365,-4.456137662982503,1.3859024890483198,3.3149435219383747,2.6660910456115,-4.456137662982503,-4.456137662982503,-4.456137662982503,3.160854951290059,-4.456137662982503,0.9694964200712093,1.715390800925178,0.6939680646212754,3.9810579978860066,3.9962740430166557,4.687798160541368,-4.456137662982503,4.709819089688658,-4.456137662982503,2.2330378736583825,-4.456137662982503,7.0378604343528774,0.8613760262386556,-4.456137662982503,2.784055745865907,6.855900265896013,-4.456137662982503,-0.5279061838392352,-4.456137662982503,-4.456137662982503,-4.456137662982503,-4.456137662982503,-4.456137662982503,-2.294878266398495,2.024615828294622,2.4476700339948163,-2.1342207454433915,2.424260812354981,-4.456137662982503,-4.456137662982503,-4.456137662982503,-4.456137662982503
CSM79HNE,4.845189288408927,-2.133940003547801,3.1205022751072615,-2.133940003547801,-2.133940003547801,-2.133940003547801,-2.133940003547801,-2.133940003547801,-2.133940003547801,-2.133940003547801,9.300677248492331,-2.133940003547801,7.73056682155089,-2.133940003547801,-2.133940003547801,-0.15979249682542473,0.4310806184146383,-2.133940003547801,-2.133940003547801,-2.133940003547801,-2.133940003547801,-2.133940003547801,1.826948898552578,-2.133940003547801,-2.133940003547801,-2.133940003547801,8.87174089368102,-2.133940003547801,-2.133940003547801,1.5894162155275033,-2.133940003547801,-2.133940003547801,-2.133940003547801,-2.133940003547801,-2.133940003547801,-2.133940003547801,-2.133940003547801,-2.133940003547801,1.4300179764002934,5.252484077009274,-2.133940003547801,-2.133940003547801,8.155393824474489,-2.133940003547801,-2.133940003547801,-2.133940003547801,3.135540158491862,0.18851735106640355,6.01643191360536,3.7717712796381164,-2.133940003547801,2.088580632316239,2.088580632316239,-2.133940003547801,-2.133940003547801,-2.133940003547801,0.49080019737688474,-2.133940003547801,-2.133940003547801,0.006194280534357333,5.9747303508121385,5.032866327143152,11.341408434097602,6.289722743928225,-2.133940003547801,4.877982117370435,-2.133940003547801,5.865345843965822,-2.133940003547801,8.84876875612915,-2.133940003547801,-2.133940003547801,-2.133940003547801,6.605449405151869,-2.133940003547801,-2.133940003547801,5.153424151677239,-2.133940003547801,-2.133940003547801,-2.133940003547801,-2.133940003547801,-2.133940003547801,-2.133940003547801,-2.133940003547801,-2.133940003547801,-2.133940003547801,-2.133940003547801,-2.133940003547801,-2.133940003547801,-2.133940003547801
CSM79HNI,2.5760372856037375,-3.422628994749248,2.5825082850375756,-3.422628994749248,-3.422628994749248,-3.422628994749248,-3.422628994749248,-3.422628994749248,-3.422628994749248,-3.422628994749248,9.013629969234861,-3.422628994749248,6.58657144043622,-3.422628994749248,-3.422628994749248,-3.422628994749248,-3.422628994749248,-3.422628994749248,-3.422628994749248,-3.422628994749248,-3.422628994749248,-3.422628994749248,0.6708941182214296,-3.422628994749248,-3.422628994749248,-3.422628994749248,9.15311269786217,-3.422628994749248,1.0974239947251174,1.6078374567657523,-3.422628994749248,3.1130404580363864,2.244888313203921,0.061313150943048456,-3.422628994749248,2.4585332571141505,1.1844408025029693,1.1476245891836854,4.13746052535595,6.670820835232977,-3.422628994749248,-3.422628994749248,8.43290744761719,-3.422628994749248,-3.422628994749248,-3.422628994749248,3.416040365994884,1.9121560922627143,5.112814629492991,3.2285516388743805,-3.422628994749248,-3.422628994749248,2.09795210552633,0.6539715370546872,-3.422628994749248,-3.422628994749248,3.6050418348554274,-0.6197431368420343,-3.422628994749248,3.1916008420320967,4.605642954245792,5.68446571402086,6.616458217874175,4.807312606734462,-3.422628994749248,5.872535586844704,0.07358548332937431,-3.422628994749248,1.541936591842532,7.776865330518886,-0.8368956246520938,6.356956054446434,-3.422628994749248,5.8693050131110125,-3.422628994749248,2.047992089259365,5.588558550726769,-3.422628994749248,-3.422628994749248,-3.422628994749248,2.3723624818746387,2.1619130068506784,-0.9406233166575593,-3.422628994749248,-3.422628994749248,-3.422628994749248,-3.422628994749248,4.470356950060013,8.034775531706202,-3.422628994749248
CSM79HNK,3.371975390334323,-2.7508950786280604,3.8784451891810123,-2.7508950786280604,-2.7508950786280604,-2.7508950786280604,-2.7508950786280604,-2.7508950786280604,-2.7508950786280604,-2.7508950786280604,10.026707598705364,-2.7508950786280604,8.048769046892293,-2.7508950786280604,-2.7508950786280604,-2.7508950786280604,-2.7508950786280604,-2.7508950786280604,-2.7508950786280604,-2.7508950786280604,-2.7508950786280604,-2.7508950786280604,1.134391583059731,-2.7508950786280604,-2.7508950786280604,-2.7508950786280604,9.770667574457537,-2.7508950786280604,-2.7508950786280604,-2.7508950786280604,-2.7508950786280604,2.6971018903778585,1.598474969326606,-2.7508950786280604,-2.7508950786280604,2.0214732086238527,-0.24790016127741943,-2.7508950786280604,3.9346622861608687,6.209882972041331,-2.7508950786280604,-2.7508950786280604,8.89282498562106,-2.7508950786280604,-2.7508950786280604,-2.7508950786280604,3.9809833651610553,1.4554702589099424,4.7034944107826675,4.226028370419638,-2.7508950786280604,-2.7508950786280604,-2.7508950786280604,-2.7508950786280604,-2.7508950786280604,-2.7508950786280604,2.817230757757473,-2.7508950786280604,-2.7508950786280604,3.1907065564991797,4.832113906921755,5.1337585451464935,7.419512166217725,6.107705759098566,-2.7508950786280604,5.288216350037745,0.9569893683036526,-2.7508950786280604,-2.7508950786280604,8.685000086985035,-2.7508950786280604,6.734120185690937,-2.7508950786280604,6.470836038151271,-2.7508950786280604,1.0750500089935375,5.923648272045065,-2.7508950786280604,-2.7508950786280604,-2.7508950786280604,-0.20772864378299438,2.268071563217866,-2.7508950786280604,-2.7508950786280604,-2.7508950786280604,-2.7508950786280604,-2.7508950786280604,4.084586894153205,7.566853648956786,-2.7508950786280604
CSM79HNM,2.8203010679765246,-3.078909486845985,3.3365456660889823,-3.078909486845985,-1.330809401146908,-3.078909486845985,-3.078909486845985,-3.078909486845985,-3.078909486845985,-3.078909486845985,9.863247167824408,-3.078909486845985,7.31081078187858,-3.078909486845985,-3.078909486845985,-3.078909486845985,-1.1689265783797147,-3.078909486845985,-3.078909486845985,-3.078909486845985,-3.078909486845985,-3.078909486845985,2.2007259888724757,-3.078909486845985,-3.078909486845985,-3.078909486845985,9.251147720781175,-3.078909486845985,-3.078909486845985,-3.078909486845985,-3.078909486845985,2.90412735040628,2.1463133022664227,1.3984398978459254,-3.078909486845985,4.010864844810344,-3.078909486845985,1.1942989895237126,5.089970676359216,3.8939008044483137,-3.078909486845985,-3.078909486845985,8.384612533901574,-3.078909486845985,-3.078909486845985,-3.078909486845985,2.792524683442977,-1.4227725444715542,4.924059333052541,3.0008266525573957,-3.078909486845985,-3.078909486845985,-3.078909486845985,1.8296037770115419,-3.078909486845985,-3.078909486845985,2.7230217705610187,-3.078909486845985,-3.078909486845985,4.308406775028195,-3.078909486845985,6.185529735333568,7.137902861474629,6.690581181896175,-3.078909486845985,6.2996313258056675,0.12454685286228973,-3.078909486845985,-3.078909486845985,7.755914445637279,-0.020822284034657912,4.954807557574018,-3.078909486845985,6.514263114299507,-3.078909486845985,4.725366438974632,7.003908603352501,-3.078909486845985,-3.078909486845985,-3.078909486845985,-3.078909486845985,2.9845241254337873,0.9837038626485359,-3.078909486845985,-3.078909486845985,0.3989103042400082,-3.078909486845985,4.45979638595782,7.744658384559096,0.5410101856443124
CSM79HO1,-3.204985851481151,-3.204985851481151,-3.204985851481151,-3.204985851481151,-3.204985851481151,7.436135166631766,-3.204985851481151,-3.204985851481151,8.367697917290172,-3.204985851481151,5.095228491080908,-3.204985851481151,-3.204985851481151,9.356592755259424,6.594783359582718,8.341203801383761,-3.204985851481151,-3.204985851481151,-3.204985851481151,-3.204985851481151,5.484078271152509,8.428485312944842,8.539292249400308,-3.204985851481151,-3.204985851481151,5.748350946365481,7.289472048973227,-3.204985851481151,-3.204985851481151,-3.204985851481151,1.4399709337620443,4.318376988899738,5.834664836090042,6.231050862973692,-3.204985851481151,1.7447045808788193,2.246191751509121,2.7760218180625733,3.549320223580885,-3.204985851481151,2.7582861672536714,1.6851597994113767,-3.204985851481151,4.56850464565749,-3.204985851481151,-3.204985851481151,2.64298109839331,-3.204985851481151,3.5849065956917237,-3.204985851481151,-3.204985851481151,-3.204985851481151,-3.204985851481151,0.7977728742888477,-3.204985851481151,-3.204985851481151,-3.204985851481151,-3.204985851481151,-3.204985851481151,1.4047698728595783,-3.204985851481151,-3.204985851481151,-3.204985851481151,-3.204985851481151,-3.204985851481151,5.798041712966316,-3.204985851481151,-3.204985851481151,-3.204985851481151,-3.204985851481151,-3.204985851481151,-3.204985851481151,-3.204985851481151,6.312493029902495,1.4872592026623206,-3.204985851481151,-3.204985851481151,-3.204985851481151,-3.204985851481151,-3.204985851481151,-3.204985851481151,3.91331160557454,1.0999574876893448,3.817392152746768,1.1144310321250526,8.02716847953496,4.693250004689775,-3.204985851481151,6.756122105317179,0.5808199459131664
CSM79HPK,-2.849730208565475,-2.849730208565475,4.642337954776348,4.106540569514192,3.1415139252766053,-2.849730208565475,5.673400580922756,-2.849730208565475,-2.849730208565475,-2.849730208565475,-2.849730208565475,-2.849730208565475,3.872771676841537,3.906970025175566,-2.849730208565475,4.931597344755043,6.71873296070679,-2.849730208565475,-2.849730208565475,-2.849730208565475,5.238390035307361,-2.849730208565475,3.0198421543573364,10.74552981527444,-2.849730208565475,-2.849730208565475,-2.849730208565475,-2.849730208565475,-2.849730208565475,-2.849730208565475,-2.849730208565475,-2.849730208565475,0.2777468991951597,-2.849730208565475,-2.849730208565475,3.564091629639136,-2.849730208565475,-2.849730208565475,-2.849730208565475,5.954799873814175,4.12313261520718,2.2064318824396043,8.506026056106137,-2.849730208565475,-2.849730208565475,-2.849730208565475,3.544414723386476,4.258474384333501,5.641381922805371,4.033033270093713,1.96914726681689,3.7975438190593467,4.370586039492167,-2.849730208565475,-2.849730208565475,-2.849730208565475,-2.849730208565475,-2.849730208565475,5.014661355817588,-2.849730208565475,5.900223451416239,-2.849730208565475,6.2219553606499485,6.56756817398957,-2.849730208565475,4.235447844844855,3.4456194121881296,-2.849730208565475,-2.849730208565475,7.401559808989668,4.421535462267049,-2.849730208565475,-2.849730208565475,4.391121992323629,-2.849730208565475,-2.849730208565475,-2.849730208565475,-2.849730208565475,-2.849730208565475,-2.849730208565475,-2.849730208565475,-2.849730208565475,-2.849730208565475,-2.849730208565475,-2.849730208565475,-2.849730208565475,-2.849730208565475,3.7407613918820903,-2.849730208565475,-2.849730208565475
CSM79HPO,-1.7611430340989696,-1.7611430340989696,-1.7611430340989696,-1.7611430340989696,9.684498577648114,-1.7611430340989696,7.331497156071083,-1.7611430340989696,-1.7611430340989696,-1.7611430340989696,11.35036944100854,-1.7611430340989696,9.719505653584143,8.648461637261656,-1.7611430340989696,9.71019679581902,8.193893407645973,-1.7611430340989696,-1.7611430340989696,-1.7611430340989696,7.7807952088529895,-1.7611430340989696,-1.7611430340989696,5.956411641076675,-1.7611430340989696,-1.7611430340989696,4.917548931874394,-1.7611430340989696,-1.7611430340989696,-1.7611430340989696,-1.7611430340989696,-1.7611430340989696,-1.7611430340989696,-1.7611430340989696,-1.7611430340989696,-1.7611430340989696,-1.7611430340989696,-1.7611430340989696,-1.7611430340989696,-1.7611430340989696,-1.7611430340989696,-1.7611430340989696,9.02534165080819,-1.7611430340989696,-1.7611430340989696,-1.7611430340989696,-1.7611430340989696,-1.7611430340989696,-1.7611430340989696,-1.7611430340989696,-1.7611430340989696,-1.7611430340989696,-1.7611430340989696,-1.7611430340989696,-1.7611430340989696,-1.7611430340989696,-1.7611430340989696,-1.7611430340989696,-1.7611430340989696,-1.7611430340989696,-1.7611430340989696,-1.7611430340989696,-1.7611430340989696,-1.7611430340989696,-1.7611430340989696,-1.7611430340989696,-1.7611430340989696,-1.7611430340989696,-1.7611430340989696,6.305335712533044,-1.7611430340989696,-1.7611430340989696,-1.7611430340989696,6.340767604321791,-1.7611430340989696,-1.7611430340989696,-1.7611430340989696,-1.7611430340989696,-1.7611430340989696,-1.7611430340989696,-1.7611430340989696,-1.7611430340989696,-1.7611430340989696,-1.7611430340989696,-1.7611430340989696,8.150927466956949,8.473353731325345,8.735679906533827,-1.7611430340989696,-1.7611430340989696
CSM79HPS,-3.3250824221428736,-3.3250824221428736,4.955718814599497,1.5542611450359871,6.016275684214143,-3.3250824221428736,6.902009050968495,-3.3250824221428736,-3.3250824221428736,-3.3250824221428736,5.165505147679613,-3.3250824221428736,6.56942279359531,6.407462454206538,-3.3250824221428736,8.044018052015439,5.291524998740153,5.197804964798957,-3.3250824221428736,-3.3250824221428736,6.620188579047024,-3.3250824221428736,6.188841371755095,9.990740160672088,-3.3250824221428736,-3.3250824221428736,-3.3250824221428736,-3.3250824221428736,-3.3250824221428736,-3.3250824221428736,-3.3250824221428736,1.7948347625254772,2.8596236716100876,-3.3250824221428736,-3.3250824221428736,4.1854188925110805,2.290426761055709,-3.3250824221428736,0.4225530455696429,4.988307269425407,-3.3250824221428736,-3.3250824221428736,7.8247311967575435,5.869469735269487,-3.3250824221428736,-3.3250824221428736,-3.3250824221428736,2.2775505013310546,4.076291714424326,-1.0718569877217874,1.5246875647539166,0.6200736601814381,0.6465037938669305,3.786297234993551,-3.3250824221428736,-3.3250824221428736,-3.3250824221428736,-3.3250824221428736,-3.3250824221428736,-3.3250824221428736,-3.3250824221428736,2.529615911204302,4.100626953281567,3.842536451042971,3.202663810610355,7.00048750271935,-3.3250824221428736,-3.3250824221428736,-3.3250824221428736,7.094529263644586,3.5368025773429395,-3.3250824221428736,-3.3250824221428736,6.2936268481068165,-3.3250824221428736,-3.3250824221428736,-3.3250824221428736,-3.3250824221428736,-3.3250824221428736,-3.3250824221428736,-3.3250824221428736,-3.3250824221428736,-3.3250824221428736,-3.3250824221428736,-3.3250824221428736,3.8820622247443204,3.161500448370619,3.9360655043355095,-3.3250824221428736,-3.3250824221428736
CSM79HPU,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,11.303945635200753,-0.9192768998029841,10.385577836573507,-0.9192768998029841,-0.9192768998029841,10.801035160475209,10.875909140711935,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,11.355716896086818,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,10.652028996857148,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841,10.92576901773964,-0.9192768998029841,-0.9192768998029841,-0.9192768998029841
CSM7KOJQ,-2.9737288108191997,-2.9737288108191997,2.7782627392703514,-2.9737288108191997,7.884253167162065,7.766565461739315,9.507063186233568,-2.9737288108191997,-2.9737288108191997,-2.9737288108191997,-0.1822156289863628,-2.9737288108191997,7.937309244174046,-2.9737288108191997,6.9122605743645185,9.810754598442866,-2.9737288108191997,4.5426412014396576,-2.9737288108191997,-2.9737288108191997,7.815887408523918,-2.9737288108191997,8.156849130114285,-2.9737288108191997,-2.9737288108191997,-2.9737288108191997,-2.9737288108191997,-2.9737288108191997,-2.9737288108191997,-2.9737288108191997,-2.9737288108191997,4.149750274820141,5.744896992837212,2.614940393134601,3.8769038714404873,4.387091135826221,4.126777599809463,3.170562480083489,0.9495517653988266,-2.9737288108191997,-2.9737288108191997,-2.9737288108191997,-2.9737288108191997,-2.9737288108191997,-2.9737288108191997,-2.9737288108191997,3.3394596802810295,5.717986767081456,6.194985679028069,-2.9737288108191997,-2.9737288108191997,-2.9737288108191997,5.313107738595953,-2.9737288108191997,-2.9737288108191997,0.8853961227113754,5.642158829137738,3.6603885835125123,-2.9737288108191997,5.1125752352040195,-2.9737288108191997,-2.9737288108191997,5.541226959468576,-2.9737288108191997,4.612656186023387,4.977455665282303,-2.9737288108191997,-2.9737288108191997,-2.9737288108191997,-2.9737288108191997,-2.9737288108191997,-2.9737288108191997,-2.9737288108191997,6.505874069634294,-2.9737288108191997,2.9404822409658324,7.10868286393794,-2.9737288108191997,-2.9737288108191997,-2.9737288108191997,-2.9737288108191997,-2.9737288108191997,-2.9737288108191997,-2.9737288108191997,-2.9737288108191997,-2.9737288108191997,-2.9737288108191997,-2.9737288108191997,-2.9737288108191997,-2.9737288108191997
CSM7KOJS,-2.829609353210561,-2.829609353210561,3.8317431936757957,-2.829609353210561,6.891988899118777,8.090866223274771,8.853128797520492,-2.829609353210561,-2.829609353210561,-2.829609353210561,-2.829609353210561,-2.829609353210561,8.885561546721771,-2.829609353210561,6.203079075767099,10.2248639605056,-2.829609353210561,5.621275845733557,-2.829609353210561,-2.829609353210561,8.090316759657945,-2.829609353210561,8.531248935673503,-2.829609353210561,-2.829609353210561,-2.829609353210561,-2.829609353210561,-2.829609353210561,-2.829609353210561,-2.829609353210561,-2.829609353210561,3.404286636867723,5.2655702561295215,2.8529156093499637,3.10335884514243,4.401367687810857,3.2142773591521436,2.5045150529418354,-2.829609353210561,-2.829609353210561,-2.829609353210561,-2.829609353210561,5.109689607080109,-2.829609353210561,-2.829609353210561,-2.829609353210561,3.2462128844959954,5.768815070927739,5.585498702067843,-2.829609353210561,-2.829609353210561,-2.829609353210561,5.079701853070493,-2.829609353210561,-2.829609353210561,-2.829609353210561,4.459831868435668,3.214992932544309,-2.829609353210561,4.112129901610175,-2.829609353210561,-2.829609353210561,5.053841997121503,-2.829609353210561,2.6517837830938404,5.488708026160834,-2.829609353210561,-2.829609353210561,-2.829609353210561,-2.829609353210561,-2.829609353210561,-2.829609353210561,-2.829609353210561,6.221139425377247,-2.829609353210561,0.3070663122285442,7.260426728320429,-2.829609353210561,-2.829609353210561,-2.829609353210561,-2.829609353210561,-2.829609353210561,-2.829609353210561,-2.829609353210561,-2.829609353210561,-2.829609353210561,-2.829609353210561,0.5871387086329722,-2.829609353210561,-2.829609353210561
