,Akkermansia_muciniphila,Alistipes_finegoldii,Alistipes_onderdonkii,Alistipes_putredinis,Alistipes_shahii,Anaerostipes_hadrus,Anaerotruncus_unclassified,Bacteroides_caccae,Bacteroides_cellulosilyticus,Bacteroides_dorei,Bacteroides_eggerthii,Bacteroides_faecis,Bacteroides_finegoldii,Bacteroides_fragilis,Bacteroides_massiliensis,Bacteroides_ovatus,Bacteroides_stercoris,Bacteroides_thetaiotaomicron,Bacteroides_uniformis,Bacteroides_vulgatus,Bacteroides_xylanisolvens,Barnesiella_intestinihominis,Bifidobacterium_adolescentis,Bifidobacterium_bifidum,Bifidobacterium_longum,Bilophila_unclassified,Bilophila_wadsworthia,Burkholderiales_bacterium_1_1_47,C2likevirus_unclassified,Clostridiaceae_bacterium_JC118,Clostridiales_bacterium_1_7_47FAA,Clostridium_asparagiforme,Clostridium_bartlettii,Clostridium_bolteae,Clostridium_citroniae,Clostridium_clostridioforme,Clostridium_hathewayi,Clostridium_leptum,Clostridium_symbiosum,Collinsella_aerofaciens,Coprobacillus_unclassified,Coprococcus_catus,Coprococcus_comes,Dialister_invisus,Dorea_formicigenerans,Dorea_longicatena,Dorea_unclassified,Eggerthella_unclassified,Escherichia_coli,Escherichia_unclassified,Eubacterium_eligens,Eubacterium_hallii,Eubacterium_ramulus,Eubacterium_rectale,Eubacterium_siraeum,Eubacterium_ventriosum,Faecalibacterium_prausnitzii,Flavonifractor_plautii,Haemophilus_parainfluenzae,Holdemania_filiformis,Holdemania_unclassified,Lachnospiraceae_bacterium_1_1_57FAA,Lachnospiraceae_bacterium_2_1_58FAA,Lachnospiraceae_bacterium_3_1_46FAA,Lachnospiraceae_bacterium_3_1_57FAA_CT1,Lachnospiraceae_bacterium_5_1_63FAA,Lachnospiraceae_bacterium_7_1_58FAA,Lachnospiraceae_bacterium_8_1_57FAA,Odoribacter_splanchnicus,Oscillibacter_unclassified,Parabacteroides_distasonis,Parabacteroides_merdae,Parabacteroides_unclassified,Parasutterella_excrementihominis,Peptostreptococcaceae_noname_unclassified,Prevotella_copri,Roseburia_hominis,Roseburia_intestinalis,Roseburia_inulinivorans,Roseburia_unclassified,Ruminococcaceae_bacterium_D16,Ruminococcus_bromii,Ruminococcus_gnavus,Ruminococcus_lactaris,Ruminococcus_obeum,Ruminococcus_torques,Streptococcus_parasanguinis,Streptococcus_salivarius,Subdoligranulum_unclassified,Veillonella_atypica,Veillonella_dispar,Veillonella_parvula,Veillonella_unclassified
HSM6XRR9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3858723858723859,0.0,0.0,0.26379326379326384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35033435033435034,0.0,0.0,0.0,0.0
HSM6XRRB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8537932420845779,0.0,0.0,0.0,0.0,1.9333097524978937e-05,2.369863567578063e-05,3.679525012818572e-05,0.0,0.0,5.373769580867801e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00034581298637422,0.0,4.5630267814332006e-05,4.084896412535872e-05,0.0,0.0,0.008926070339005866,0.0,0.014357215564141346,0.0,0.0,0.004725071399935578,0.0,0.0001751412329547823,0.0,0.0,0.0,0.0,0.0,0.0,0.00039508120264755345,0.0,0.0,0.008142560182321505,0.0,0.0,0.0,0.0,0.0,2.9727235979268686e-05,0.0,0.0,0.0005521366346918716,0.0,0.0,0.0,0.0,0.0020606379485629427,0.0,0.00015892637696609028,0.0,0.00587487099574911,0.0022297505812142373,0.0,0.0,0.0,0.003327787367525407,0.0,0.0,0.08585017868043711,0.0,0.001174225821181113,0.0,1.715032844957809e-05,0.0,0.0006038994441942345,0.0,0.0015199348661707902,0.002033197423043618,0.0,3.32612430537272e-06,0.00267576306228781,9.209206670500718e-05,0.0,0.00015331354220077384,0.00056284259729979
HSM6XRRD,0.0,0.0,4.6452884340920394e-05,0.013237977188036432,0.003561074985434597,0.0,0.0,0.0,0.0,3.941456853169003e-05,0.0,2.3773866733400336e-05,0.0,0.0,0.06978865501695063,0.015691534079134137,0.39195911520549936,0.0,0.05861697094348626,0.031662411092385725,4.59836632869717e-05,0.0010652881994815111,0.01086559553927185,0.0023628408206676243,0.001186660045436239,0.0,0.0,0.0015187121446139293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010419835538020596,0.0,0.0002557254744020365,0.0007202543178112405,0.0,0.0013640256038288442,0.010695581110724443,0.0,0.0,0.00012825375474597548,7.460614757784184e-05,0.010429689180153518,0.0004304321134889324,0.00032454456231451116,0.08550443218387212,0.004987506989438618,0.00025228452000641274,0.08967674579558388,0.0,0.017734366141008755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3451003546529138e-05,0.0,0.0,0.006365140003831973,0.00011918214770296746,0.01353108393973638,0.0,0.0011800909506809573,0.003706220698122726,0.0578831092151105,0.0,0.0,0.05897983522520657,0.0,0.0,0.0,0.0,0.0,0.00021803138306815834,0.0009947486343712245,0.008378723953343789,0.01043469420472897,0.010888587370915337,0.0,0.0016347661519572388,0.000379443425626508,0.0
HSM6XRTM,0.0,0.0,0.0,0.0,0.009242148331388585,0.00010664370898647924,0.0,0.1475472917350002,0.0,0.04858141904981477,0.0,0.0,0.0,0.028982062303420354,0.0,0.07203261581389325,0.03876856343671406,0.0,0.14402212468794715,9.19342318848959e-06,0.0,0.0,0.0,0.0019437961094863154,0.0052683422327372284,0.0036726704146550523,9.704168921183457e-05,0.0014150721270016254,0.0,0.0003546618367826206,0.0,0.0,0.0,2.696737468623613e-05,0.0,0.0,0.0,0.0006691790589755034,0.0,0.0004578324747867816,0.0,0.0,0.0007128988936940983,0.009274938207427532,0.000679291824482842,0.00441815488609502,0.0,0.0,0.00015424521127354758,0.0,0.0,0.0005789813625817666,0.0007579466673176973,0.13338635555033007,0.003705664588987076,0.0009855349658060841,0.16971161355098321,0.0006368999286692511,0.0027937791578354475,0.0003904140380711913,0.0,0.00020909930296486877,0.0,0.0002155346991968115,0.0,0.00010541791922801396,0.00048275686654224224,0.0025625134900716653,0.0,0.0038659365999064114,0.028100106572204585,0.050715008273570124,0.0,0.0001388206901461928,0.0,0.0,0.0550953679754458,0.0,0.006994969256682113,0.0,0.001821114984493249,0.0,0.0002515933479249985,0.0,0.0010283354582058298,0.005813001482081968,0.0005404711343366492,0.00026221685916503085,0.004679758850380818,0.0021400246199872993,0.000733328723001853,0.0017217238649110227,0.0011385543873211664
HSM6XRTO,0.0,0.0,0.0,9.338272333229048e-05,0.003752175416360447,0.0007898450607841309,0.0,0.19413219167811835,0.0,0.043858101043809036,0.0,0.0,0.0,0.05168476625419888,2.0774570609165944e-05,0.24519752605717363,0.025458927748305993,1.6866483068827795e-05,0.14072200477486022,0.0007082894444818111,5.039376038857085e-05,0.0,0.0,0.005789214624557228,0.02592111052215546,0.0055834229622357375,0.0002215268568917992,0.0031743955268441386,0.0,0.0009137725735764326,0.0,0.0,0.0003956424412547593,0.00035532743294390263,0.0,0.0,0.0012198375346302835,0.0,0.001299747640389303,0.0018582956254307892,0.0,0.00014449639458355518,0.001268585784475554,0.009152843863880898,0.0036178606182635624,0.0023840362440152264,0.0,0.0,0.0018475998068993374,0.0013199051445447313,0.001204308028877887,0.001653738096016774,6.705455463948611e-05,0.02412503576414321,0.0014355022602115753,0.022523131250240396,0.09732762917103498,0.003126058654634693,0.0,0.000556902474498186,0.0,0.0,1.0798662940408038e-05,6.58204217320109e-06,0.0,0.0004739070364704785,0.0020090655289606765,0.00044757886777767417,0.0,0.0,0.011055568273980795,0.0336075988031379,0.0,0.00034442592559453833,9.482254505767821e-05,0.0,0.00910625534662371,0.0,0.000686692118600995,0.0,0.006432609246987635,0.0,0.0005913553514985355,0.0,0.0012153123806362075,0.00513347867305207,0.0,0.0,0.003733663422748319,0.0,0.0,2.0774570609165944e-05,5.7284335788640744e-05
HSM6XRTQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017463207653934373,0.0,0.12795803874041836,0.0,0.0,0.0,0.0003304789234675634,0.0,0.018736879800777526,0.03322258924392054,0.0,0.043713435455925424,0.00017310294737255972,0.0,0.0,0.0,0.01617338348253589,0.1503955386407965,0.0003285661837175903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017862863998359293,0.0,0.0005422617191173556,0.028792365193024663,0.0,0.0002763908938711036,0.008050615344317063,0.004347976241647039,0.0050105280383738095,0.018782679291457438,0.0,0.0,0.004718835226502922,0.00016906494123372775,0.002840631055348844,0.0009010066855567427,0.0,0.018030228726481936,0.0,0.010640039912502782,0.43733838013258475,0.0011278788725674334,0.0013326482891339911,0.0003056133067179139,0.0,0.0,0.0,0.0,0.0,0.00019616208769167908,0.0015457062446170985,0.0007949558927526822,0.0,0.0031110712033311427,0.0025358678551864735,0.00017193405085868732,0.0,0.0,0.0,0.0,0.0038690474609176795,0.0,0.0,0.0,0.01724090478965973,0.0,0.0,0.0,0.004176786034024453,0.0007490501387533293,0.0003498188476061796,0.00140618250618851,0.007620780217170346,0.0,0.0005211153185482092,0.0020496069054155505,0.0017800168639887954
HSM6XRTS,0.0,0.0,0.0,0.0,0.016022821932066264,0.0008357040364858283,0.0,0.14647474639988428,0.0,0.01820508813030083,0.0,0.0,0.0,0.019952979437648708,3.574759867584244e-05,0.11424890969824039,0.01818108320212025,2.2134414296379187e-05,0.2920516461353521,0.00015722708371090005,0.0007966310797936283,0.0,0.0,0.0036131054022103663,0.035888614639223604,0.00353173804824762,0.00027153626552318694,0.0013598635938141693,0.0,0.0007099639364923127,0.0,0.00020159982974166958,0.0006861668431877547,0.000423879229647562,9.1135593135796e-05,0.0,6.453272900493651e-05,5.912902222835567e-05,0.00028275934882839325,0.002029507564358148,0.0,0.0004372845791510029,0.0016003285453720162,0.0,0.0016859565142932202,0.0015806881495879052,0.0,0.0,0.0005721694136895015,0.00012958504519992886,0.01238508809704725,0.0012846273686940822,0.0,0.04235269495327042,0.003222375835288367,0.0028155390654746367,0.12460012569853303,0.0034659583099865493,0.0004269967527878971,0.0008419390827664984,0.0,0.0,0.0,0.0,4.884119586524984e-05,0.0005002585465857718,0.0006968703393029054,0.0005870296073250987,0.0,0.011831312069885724,0.03750110152484292,0.04504613102908192,0.0,0.0005068053451804755,0.0,0.0,0.013057433920979519,0.0,0.0002704970911430752,0.0,0.0025244663216053504,0.0,4.884119586524984e-05,0.00025729957651565667,0.000511377712452967,0.0060212881106812164,0.0,0.0001128543376801305,0.006418044889007864,0.0,0.0,0.0003146620022978224,0.00014527657833961552
HSM6XRUX,1.9862710523356104e-05,0.0,0.0003091216538403102,0.021875552883809053,0.012726078094653044,0.00012733181315634906,0.0,7.379457353379322e-05,0.0,0.0024124643112473573,0.0,2.3940485531462323e-05,0.0,5.695730898419334e-05,0.08492558389463024,0.0814901242208654,0.23247132238954973,0.0009036875582480559,0.0718673644485105,0.05183785977320992,0.0001907346374759361,0.00652259843715984,0.04900630542403267,0.0038208751825955286,0.005499603074642354,0.007316054529059734,0.00032556429500202886,0.000553525072068096,0.0,9.181570824703684e-05,0.0,0.0,0.0,0.00023940485531462325,0.0,0.0,0.0,0.00046341939850187783,0.000942360650260418,0.004652872825378491,0.0,0.0025971480567757808,0.0017897486051707495,0.0,0.001950754947426298,0.005266643734663124,0.0013456657526750527,0.0,0.006430651187783509,0.0015470552216237826,0.001387364290661171,0.004011083655554289,9.668273003090554e-05,0.053770330503664386,0.04463953455486809,1.8810381489006113e-05,0.06686367143130557,0.0,0.0005889096358481144,0.0,0.0,0.0,0.0,0.0,0.0,0.00018363141649407368,0.0004133022282409595,0.0,0.0,0.015336511805487495,5.5378815432668346e-05,0.07955397033879072,0.0,0.0009830068592121867,0.0,0.0003809431104346972,9.260495502279932e-05,6.73490581983995e-05,0.001591384582195776,0.0,0.0,0.0,0.0,0.0,0.0021034741985363407,0.0009945824785900365,0.0002204629326963234,0.013946648233369743,0.050288305270129556,0.0,0.00025571595534704816,0.00048249286224947153,0.0
HSM6XRUZ,0.0,0.0,3.551689205661616e-05,0.012967130663304568,0.007337641396212341,0.0006613319552284207,0.0,1.4355259507203745e-05,0.0,2.0419119126626016e-05,0.0,0.0,0.0,0.0,0.04219357275431147,0.032860055277649285,0.2245781348112321,0.00020134488981224562,0.062455897796492424,0.05586250235438633,9.49179658795282e-05,0.0009371756917935687,0.04329558642596362,0.007035438433138277,0.0064797908884197866,0.0008733195374339381,0.0,0.0,0.00010952072986099408,0.0,0.0,0.0,0.0,0.0,0.00011434706710910569,0.0,0.0,0.0006378190301735181,0.0034677851888867527,0.009192687430807032,0.0,0.0037232098063252747,0.006431898772650063,0.0,0.0017359963824746046,0.00844757521104088,0.0,0.0,0.0037192497347370806,0.0005734678668653634,0.00979226701970705,0.0010370437471583394,0.0028151158902575066,0.1425959902790143,0.0029178302470762923,0.0026875273337753766,0.16579829721871803,0.0,0.0060190613095808245,0.0,0.0,0.0,0.0,0.0,0.0,0.0011036224507348534,0.00013946877124671223,0.0,0.0,0.007638730589152227,0.0,0.01043367486475737,0.0,0.0,0.0,0.007385162255270672,0.0,0.0,0.007874107344175516,0.0,0.0,0.0,0.0,0.0,0.00195701787799069,0.003758850450619022,0.01222016215998145,0.04733894326974697,0.028741457073690253,0.0,0.0,0.00011818338646016876,0.001569797128007582
HSM6XRV2,0.0,0.0,0.0005736126692707432,0.014823170173193484,0.00782861118292397,0.0,0.0,9.374866222811395e-05,0.0,9.075922784583992e-05,0.0,0.0002200223705353695,0.0,0.0,0.13019345466929327,0.035454213464268976,0.1441744413883125,0.002319561925894075,0.03778932044895088,0.03988874042693429,0.0,0.005444238319622195,0.018647374212373728,0.00013308961869884034,0.001922086730426918,0.0020695256341606736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015841610678546602,0.0,0.0025129185417395597,0.010821154576955578,0.0,0.012741567224128423,0.01690692551501378,0.0,0.0,0.0048155004803423175,0.0031503855294156766,0.022748878184853716,0.0002877031649500538,0.011760913169367244,0.22962562954498664,0.012082337154149352,0.002074667461298185,0.09203703167819913,0.0,0.0018648091676625473,0.0,0.0,0.0,0.0,0.0,0.0,0.0003699723991502354,0.0008268775501369999,0.0,0.0,0.008631094948501613,0.00014086214809275286,0.014546946436271363,0.001579497550218313,6.720248491352047e-05,0.0,0.006976981116101741,0.0,0.0,0.03881924038233193,0.0,0.0,0.0,0.0,0.0,0.002980346501751929,0.0067934298450301155,0.01610826822544545,0.010975768123206792,0.02199243170876309,0.0,0.0002721581061622288,0.0003824084461804955,0.0018559604418910164
HSM6XRV4,0.0,0.0,0.0006415477243085695,0.01086985523502679,0.00210520642990117,7.3968854357175e-06,0.0,0.0,0.0,0.0,0.0,2.3115266986617183e-05,0.0,0.0,0.09411968741818848,0.023886920642250432,0.17037008467056253,0.0004134330609606388,0.09463667687524917,0.0208207795419056,6.987414991954567e-05,0.002031501750023842,0.015030603292617883,0.004259153051334121,0.0006563414951800046,0.0,0.0,0.0007406131542512147,0.004924212304349078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.887227877170491e-05,0.0,0.0017066992270518895,0.0,0.0008034866804548133,0.0028521597716687137,0.0,0.0033373162039078276,0.005699036053740486,0.0,0.0,0.0,0.0,0.0151165920858081,0.0004542480180970086,0.0005891090900589295,0.10647499575339525,0.0155983142498092,0.00194155033963592,0.266916610947866,0.0,0.03828561857907416,0.00023300189122510125,0.0,0.0,0.0,0.0,0.0,4.966480221124607e-05,0.00035254084335589297,0.0008268661219212776,0.0,0.004312384209023302,0.0,0.015246830104372696,0.0,0.001122345277630207,0.0,0.006811738962856276,0.0,0.0,0.016688298153658142,0.0,0.0,0.0,0.0,0.0,0.0007580486699211202,0.0009725583475569276,0.007127823727993275,0.008516192706829465,0.021289689243634124,0.0008423203289923304,0.0016168799039038915,0.0007827489837868197,0.007018455493336595
HSM6XRV6,0.0002669512578755031,0.0,0.0007042750421153829,0.0265742921234679,0.008631081005594805,9.378573927564482e-05,0.00023005436044887796,0.0,0.0,1.2935964038019974e-05,0.0,0.00022314537965584456,0.0,0.0,0.10505502194703897,0.021563811052605273,0.14805504840696543,0.0026183567209683155,0.034185048965563875,0.03280883879142815,0.0002050644299208848,0.002547502917941888,0.01582259501318586,0.002674804564043312,0.0006813431058661656,0.00023049535922290134,0.0,0.0003974868949864319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001282571434451412,0.0,0.003068028470880851,0.0,0.0007094200278123226,0.001996842448777992,0.0,0.0012978593919508903,0.004264017146032334,0.0,0.0,5.6153843892313975e-05,4.395287781099968e-05,0.006593078671241293,0.0006310692456274971,0.00029135319003813166,0.1366058382357697,0.011560635861432305,0.0008173177278567164,0.19112445867400488,0.0,0.09146182273613279,0.00032222310421977025,0.0,0.0,0.0,0.0,4.997986105598626e-06,0.0001802214989842328,0.00036720497917015787,0.0005568344520002234,0.003991038904911844,0.0047480868003186944,4.895086391659831e-05,0.032331384118752145,0.0,0.0008850845394649803,0.0,0.010115188879774913,0.00019653845362309892,0.0,0.016180245018918845,0.0,0.0,0.0,0.0,0.0,0.0010104751908789694,0.0019646495382742834,0.010042424082061052,0.00839646965781435,0.029606011695287485,0.00018227949326300873,0.0028263611427160234,0.002279816662109679,0.018377153911512126
HSM6XRV8,0.0,0.0,0.0010180444122900526,0.00788530197061046,0.0010342205929343852,3.493117269573238e-05,0.0,0.0,0.0,0.0,0.0,5.544444525195105e-05,0.0,0.0,0.033944894551229385,0.012871785482276415,0.04338346151979672,0.0004695781134869258,0.004848634320088168,0.015840583505312703,0.00013503594277007952,0.0005002894129710932,0.13580724181819334,0.0063056627650813005,0.0013636051408370963,0.0018017686426379273,1.922386685268493e-05,1.0784120429554962e-05,0.0,4.688748012849984e-05,0.0,0.0,0.0,9.52988033611759e-05,1.0315245628269964e-05,0.0,0.0,0.00042913766187609474,0.0006713114967397963,0.02063447669235085,0.0,0.0009035217420761917,0.003481043743440149,0.0,0.0024621788002478474,0.005218342100901389,0.0,0.0,0.00940222917146775,0.00026819638633501905,0.002604716739838487,0.0025500928254887844,0.0003946753639816473,0.16522093028980447,0.004057408092919733,0.0008930892777476005,0.2007381964871431,0.0,0.10468098813488871,0.0007663758627003297,0.0,0.0,0.0,0.0,0.0,0.00035177331966406995,0.00020653934996604176,0.0005321728994584731,0.0,0.002236063927328157,5.790603795869729e-05,0.012284519793666956,0.0,0.00028015269376778653,0.0002915229076989477,0.01228944297908045,0.0030842584428527192,0.0,0.04756828633996565,0.0,0.0,0.0,0.0,0.0,0.0024109542282074615,0.0028169998061202696,0.017497000959552284,0.01081975491445262,0.05732346101810069,6.8572939687931e-05,0.005829285966975742,0.0013406302755741316,0.029850797005109096
HSM7CZ1V,0.0,0.0008273656092899389,0.0076587520307791245,0.00024256946599390857,0.007456226096821447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2753244730411685e-05,0.039243564633070785,0.00018807413292204578,0.06505508344108624,0.15368587163830033,0.04344913909416914,0.13715863139838438,0.3424183643853027,0.004072597819624663,0.0,0.0003848795623031193,0.0,0.00044559719859865705,0.002378324867655625,0.0,0.0035783261522601617,0.0,0.00022992414008773048,0.00013147124553248665,0.0002687633553709918,2.840180342419368e-05,0.00027197486671224334,5.770684441311437e-05,0.0,8.831656188441853e-06,0.0010080131222353402,0.00016177988381554844,0.0,0.00042231374137458304,0.0,0.007134472804319804,0.0,0.0004996910927528634,0.0031683566576035144,0.0,3.492518583611095e-05,0.0,0.0,0.00675581554524036,0.000541440740189134,0.0,3.6029142859666185e-05,0.0,0.0007504900565587291,0.04443968962348643,0.00023413924872312317,0.0027865882469122324,0.0004966803008704401,0.0,0.0,0.0,0.003204887599110251,9.2330951060983e-06,8.500469081375281e-05,0.00045332489776354364,0.0004887518822467252,0.008087288075377383,0.00824465213109871,0.0012045174724281717,0.0,0.08134437076256132,0.0008372008627725219,0.0001545539832977324,4.1147489059785895e-06,3.7935977718534317e-05,0.004369963697878677,0.001493653852870228,9.925577239055672e-05,0.0,0.0,0.00032396120654875336,0.0015839776093429288,0.002470655818716608,0.002209218723592846,0.0,0.0,0.00553985706365898,0.0,0.0,0.0,0.0
HSM7CZ1Z,0.00010877635218710527,0.007571477636443481,0.09490300792562352,0.00017593121847055672,0.025771795724238242,0.00023260286760620508,0.0,0.0005015337154275694,0.0,4.919846463424418e-05,0.0,0.00020956054872687554,0.00010535114262396169,0.034793071153954136,0.004030122330840576,0.07105182061824616,0.0966472699470971,0.020621526072020526,0.1039447308184891,0.15142955272886963,0.006854363306996239,0.0005564408626670528,0.0007454501540150669,1.100218829373393e-05,0.00592011145009153,0.0035801743473185326,0.0,0.0029117395113596035,0.0,9.175409860057352e-05,0.001013031676857011,0.0003555990291918155,0.00024101020017028478,0.0010926418506428026,5.459576455192497e-05,0.0,0.00017177944930310996,0.014498081726953294,0.0007596699634135719,0.0,0.001509479475054458,0.0,0.004604208212469278,0.0,0.0013257636893949387,0.005949381422722029,0.0,0.00036784674823578346,0.0,0.0,0.01871005154732804,0.003515925719452294,0.0,0.00014780298236110486,1.5361545919553037e-05,0.0022756884749067586,0.04287635813451461,0.001433398305060996,7.161801813845671e-06,0.00047122580050520794,1.972090354537214e-05,0.0,0.0,0.0037979346401511155,5.324643957250478e-05,0.0003771882288625387,0.001997416146458639,0.004105788323917294,0.013369942249928822,0.0173489978200098,0.0011977854048083921,0.00015288889959122717,0.09834451318274934,0.0025666236993155908,0.0002711105266342738,0.055322012773540596,0.00400562689275264,0.0,0.0018436968930339226,0.0,3.290277065201562e-05,0.0,0.00991027300269543,0.019894551290800602,0.009795995556361459,0.008661213248669072,0.0,0.0,0.012716142400285142,0.0,0.0,0.0,0.0
HSM7CZ22,0.0,0.0028188076734140194,0.043505824288963144,0.0,0.022102403488503786,0.0004002430724405956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039242679101819104,0.0,0.1303376520220365,0.08166009779574683,0.01921548029735464,0.143835035551457,0.18729603344070034,0.02891385221282174,0.0,0.003331271318946224,0.0,0.0023101568480878663,0.005303529857422167,0.0,0.002559329801013036,0.0,0.00035304654124136985,0.00014406277427187248,0.00031265125689618103,0.00010675896576942766,0.0004492944891454678,0.0,0.0,0.0,0.004616706974359197,0.0003415050314284587,0.0,0.0001876525836545635,0.0,0.004077553587384637,0.0,0.00018940441996545177,0.009035456445588017,0.0,0.0002585504296481603,0.0008119246054993441,0.00047474764025072703,0.0,0.0006904296048795033,0.0,0.0,0.0,0.008847288615959664,0.112165957018387,0.00038190031577364764,0.00012417427968355245,0.0002806029573264011,5.5749614364150933e-05,0.0,0.0,0.005250665620511243,8.037837191134515e-06,0.0007395840707791336,0.0008518046438707424,0.0,0.014157413621846351,0.006371119515116442,0.02172277025501482,0.0,0.04931924156204856,0.0013060454943646005,0.00038293080772122895,0.0,0.0006452940575754402,0.01805318842967764,0.006717777006282808,0.0,0.0,0.0,0.0008299582145820177,0.0035831235509351054,0.0020749985856498023,0.005126079144048658,0.0,0.0,0.006078665900392856,0.0,0.0,0.0,4.348676018793289e-05
HSM7J4GP,0.0,0.004193064340997444,0.0607189581129794,0.0,0.021860003357511263,0.00017593855258185166,0.0,3.204521227989073e-05,0.0,7.44275898113591e-05,0.0,0.0,0.0,0.022388232501866882,0.0,0.049476050442058515,0.07317844676235846,0.04122523525320678,0.1025373399083217,0.21510400428702908,0.00665465350235563,0.0,0.0004739590267848354,0.0,0.0008305912279642644,0.007235498817841778,0.0,0.004613786966736654,0.0,0.000771566014377756,0.0007209139046450256,0.0010774427341719388,5.37532593082038e-06,0.0004647589497109313,0.0,0.0,0.0001448236851746029,0.01908943632678342,0.0003818548843932785,0.0,0.00020777702155671084,0.0,0.001926124001326464,0.0,0.00021749395689319383,0.006871217114376183,0.0,0.00016425755584756894,0.0,0.0,0.011606155657861326,0.001476043826272773,0.0,0.0,0.0,0.004275658291357548,0.11094155862950685,0.0014758370829677416,0.00453408742264699,0.0011023553024282408,0.0,0.0,0.0,0.0028172910176649736,4.7654331809772985e-05,0.0007180194983745838,0.004631463519316851,0.000654549303729897,0.016416865622640536,0.00404824065582284,0.0017488416172619075,0.0,0.1641118018175217,0.0025444932266758397,0.0,0.0,0.0,0.0016651105787241283,0.0005673036290065816,0.003780714819112011,6.78118040503494e-05,0.0,0.0007672244049720935,0.0040517552920083764,0.00148493378838913,0.0015780716473058445,0.0,0.0,0.009852558944583693,0.0,0.0,2.067433050315531e-05,0.00019764659961016474
HSM7J4GR,0.0,0.0026033294863120667,0.030397022896391894,0.0,0.008600299338451715,3.76723269085351e-05,0.0,0.0,0.0,0.0019836045589373447,0.0,0.0,0.0,0.03919537969615095,0.0,0.02461184626014286,0.05937714210860191,0.023160300194916408,0.20835119738915614,0.295488400508748,0.0037514769723609328,0.00019785546491640822,0.0005318564973199622,0.0,0.00026400928294614145,0.0019065429357973652,0.0,0.0028360293286639835,0.00012301580207666423,0.0007475886428337181,0.00019310854972954188,0.00039641791720107316,0.0,0.0008205093399596225,3.2622417135273026e-05,0.0,0.00017977678792812998,0.0015871866417362713,0.0012092513943053375,0.0,0.0009168616184334629,0.0,0.0029454103743528403,0.0,0.00015967814703054693,0.004736310376342504,0.0,0.0,0.0013744844420864725,0.0017250491785463261,0.006647398230935805,0.00021593414190468647,0.0,5.15090796872732e-06,0.0,0.0032532528741308965,0.07325944507349483,7.231470795311297e-05,0.0028887503866968393,0.0006064941637687756,0.0,0.0,0.0,0.0025142490779117236,0.00014372043214703873,0.0002745130952745266,0.0005900314579079412,0.0016676822035220687,0.012795966374468781,0.0061001900079051255,0.0021249010343932177,0.0015335565999442281,0.1513306461753447,0.0016324338333046995,0.0,0.0,0.0006019492449728397,0.003378591634703261,0.0,0.0,1.161479247850278e-05,0.00013543858011888895,0.0,0.0011089601862083525,0.0005382193836342723,0.0021109632834190144,0.0,0.0,0.0039050952276635654,0.0,0.0,2.2724593979679354e-05,8.857541742301686e-05
