#OTU ID,Actinomyces_odontolyticus,Actinomyces_oris,Actinomyces_sp_HMSC035G02,Adlercreutzia_equolifaciens,Agathobaculum_butyriciproducens,Akkermansia_muciniphila,Alistipes_finegoldii,Alistipes_indistinctus,Alistipes_putredinis,Alistipes_shahii,Anaerostipes_hadrus,Anaerotruncus_colihominis,Asaccharobacter_celatus,Bacteroides_caccae,Bacteroides_cellulosilyticus,Bacteroides_clarus,Bacteroides_dorei,Bacteroides_eggerthii,Bacteroides_finegoldii,Bacteroides_fragilis,Bacteroides_intestinalis,Bacteroides_massiliensis,Bacteroides_ovatus,Bacteroides_stercoris,Bacteroides_thetaiotaomicron,Bacteroides_uniformis,Bacteroides_vulgatus,Bacteroides_xylanisolvens,Barnesiella_intestinihominis,Bifidobacterium_adolescentis,Bifidobacterium_bifidum,Bifidobacterium_dentium,Bifidobacterium_longum,Bifidobacterium_pseudocatenulatum,Bilophila_wadsworthia,Blautia_obeum,Blautia_sp_CAG_257,Blautia_wexlerae,Butyricimonas_synergistica,Butyricimonas_virosa,Clostridium_bolteae,Clostridium_citroniae,Clostridium_clostridioforme,Clostridium_innocuum,Clostridium_leptum,Clostridium_sp_CAG_58,Clostridium_symbiosum,Collinsella_aerofaciens,Collinsella_stercoris,Coprobacter_fastidiosus,Coprococcus_catus,Coprococcus_comes,Desulfovibrio_piger,Dorea_formicigenerans,Dorea_longicatena,Eggerthella_lenta,Enterococcus_faecalis,Enterococcus_faecium,Erysipelatoclostridium_ramosum,Escherichia_coli,Eubacterium_eligens,Eubacterium_hallii,Eubacterium_ramulus,Eubacterium_rectale,Eubacterium_siraeum,Eubacterium_sp_CAG_180,Eubacterium_sp_CAG_38,Faecalibacterium_prausnitzii,Firmicutes_bacterium_CAG_83,Flavonifractor_plautii,Fusicatenibacter_saccharivorans,Gemmiger_formicilis,Gordonibacter_pamelaeae,Holdemanella_biformis,Hungatella_hathewayi,Intestinibacter_bartlettii,Intestinimonas_butyriciproducens,Klebsiella_pneumoniae,Lachnospira_pectinoschiza,Lactobacillus_fermentum,Lactobacillus_gasseri,Lawsonibacter_asaccharolyticus,Odoribacter_splanchnicus,Oscillibacter_sp_57_20,Oscillibacter_sp_CAG_241,Parabacteroides_distasonis,Parabacteroides_merdae,Paraprevotella_xylaniphila,Phascolarctobacterium_faecium,Prevotella_copri,Roseburia_faecis,Roseburia_hominis,Roseburia_intestinalis,Roseburia_inulinivorans,Rothia_mucilaginosa,Ruminococcus_bicirculans,Ruminococcus_bromii,Ruminococcus_gnavus,Ruminococcus_lactaris,Ruminococcus_torques,Ruthenibacterium_lactatiformans,Sellimonas_intestinalis,Streptococcus_anginosus_group,Streptococcus_gordonii,Streptococcus_oralis,Streptococcus_parasanguinis,Streptococcus_salivarius,Streptococcus_thermophilus,Streptococcus_vestibularis,Veillonella_parvula,[Collinsella]_massiliensis
Anaerostipes_hadrus,0.0297,0.0099,0.3564,0.0297,0.0099,0.6139,0.8713,0.5248,0.5743,0.9406,1.0,0.1683,0.0099,0.3564,0.099,0.8713,0.7129,0.0099,0.1485,0.9802,0.1386,0.0297,0.297,0.1584,0.4356,0.6337,0.8515,0.1188,0.2574,0.0099,0.1782,0.2574,0.1188,0.1485,0.7129,0.3267,0.0099,0.0099,0.0396,0.0099,0.0099,0.0099,0.5941,0.0099,0.7228,0.7228,0.0099,0.0099,0.297,0.2772,0.3564,0.0198,0.0297,0.0099,0.0099,0.4554,0.0099,0.0099,0.1881,0.0792,0.0594,0.0099,1.0,0.0693,0.3663,0.2475,0.7426,0.0099,0.1782,0.9307,0.0099,0.0198,0.9307,0.7822,0.0198,0.9307,0.0297,0.1089,0.0594,0.198,0.2574,0.4653,0.1683,0.9901,0.0198,0.0495,0.4554,0.3069,0.9208,0.4356,0.0099,0.8416,0.0792,0.1881,0.0099,0.0099,0.0198,0.0792,0.7723,0.7327,0.3168,0.0099,0.1782,0.1584,0.0198,0.1485,0.2079,0.495,0.0693,0.0396,0.0198
Anaerotruncus_colihominis,0.6436,0.1287,0.7426,0.0495,0.0099,0.5644,0.4752,0.0198,0.297,0.0198,0.1683,1.0,0.0495,0.5842,0.7822,0.2277,0.3168,0.6733,0.5545,0.3861,0.802,0.0495,0.0792,0.6436,0.8317,0.5941,0.3663,0.4059,0.6931,0.3465,0.4653,0.703,0.4554,0.0891,0.0396,0.0891,0.0198,0.7129,0.0099,0.0099,0.198,0.0198,0.099,0.0099,0.1089,0.1287,0.0198,0.0396,0.0792,0.0198,0.1287,0.1287,0.0792,0.604,0.2772,0.198,0.4554,0.0099,0.2772,0.0297,0.0594,0.1683,0.4356,0.1584,0.198,0.0495,0.1782,0.0099,0.7525,0.0198,0.0099,0.0396,0.0792,0.5941,0.0396,0.7426,0.2178,0.5347,0.6931,0.0792,0.7624,0.5644,0.7723,0.0099,0.7525,0.0099,0.5545,0.8911,0.0099,0.1089,0.0198,0.0495,0.3069,0.0792,0.1287,0.0297,0.9208,0.0594,0.6634,0.802,0.297,0.0792,0.5347,0.4356,0.7129,0.2475,0.0792,0.3069,0.2871,0.9505,0.7822
Asaccharobacter_celatus,0.5941,0.1188,0.2673,0.0099,0.0099,0.1089,0.0297,0.2079,0.0891,0.9901,0.0099,0.0495,1.0,0.1584,0.8713,0.7228,0.9604,0.5446,0.4851,0.6337,0.8614,0.297,0.0693,0.0594,0.5446,0.6634,0.6238,0.2475,0.7723,0.0594,0.7921,0.2475,0.099,0.2277,0.7426,0.2772,0.0198,0.6931,0.099,0.4356,0.3465,0.1089,0.2079,0.1089,0.0099,0.7327,0.0297,0.1584,0.2079,0.8119,0.4554,0.2871,0.0099,0.6139,0.8515,0.1881,0.7327,0.2079,0.6139,0.198,0.7921,0.3465,0.0891,0.495,0.198,0.8317,0.6931,0.0099,0.4158,0.8713,0.1287,0.0198,0.7129,0.4653,0.0495,0.1584,0.4752,0.3663,0.1386,0.0099,0.4158,0.3465,0.0792,0.2277,0.4059,0.8812,0.0792,0.5743,0.5446,0.099,0.0099,0.4356,0.4059,0.5446,0.6733,0.0297,0.0099,0.0099,0.5743,0.4851,0.9505,0.0099,0.0198,0.0693,0.0792,0.1782,0.9406,0.1386,0.0594,0.495,0.9109
Bacteroides_caccae,0.6832,0.0891,0.5743,0.2079,0.6436,0.3663,0.2772,0.5149,0.8911,0.2376,0.3564,0.5842,0.1584,1.0,0.1683,0.3564,0.6238,0.1584,0.7723,0.5743,0.8614,0.3564,0.4356,0.901,0.1782,0.0099,0.0495,0.4455,0.297,0.5941,0.2376,0.2079,0.0792,0.8218,0.6436,0.3267,0.2574,0.2574,0.2079,0.8911,0.901,0.099,0.6634,0.1188,0.3168,0.7921,0.3069,0.1287,0.2574,0.2475,0.2574,0.9505,0.0792,0.5743,0.1188,0.4356,0.0099,0.8119,0.0792,0.8911,0.3762,0.9307,0.7624,0.7327,0.5248,0.7327,0.396,0.6238,0.8911,0.6634,0.3168,0.9505,0.1386,0.5644,0.2673,0.2277,0.4653,0.1188,0.901,0.1584,0.8119,0.4455,0.2475,0.5446,0.0297,0.099,0.5446,0.0594,0.3762,0.0891,0.8317,0.8614,0.4257,0.1089,0.099,0.8812,0.6238,0.6733,0.297,0.2673,0.0792,0.6337,0.4257,0.5347,0.6436,0.0297,0.1584,0.9901,0.1287,0.7129,0.7822
Bacteroides_cellulosilyticus,0.802,0.1287,0.2574,0.7129,0.5743,0.5743,0.0099,0.2772,0.0792,0.8119,0.099,0.7822,0.8713,0.1683,1.0,0.6931,0.9208,0.0693,0.7228,0.198,0.1881,0.901,0.099,0.9901,0.5248,0.5149,0.1089,0.9901,0.0198,0.2574,0.1188,0.1881,0.0297,0.8812,0.0297,0.0297,0.099,0.0198,0.0099,0.0198,0.0099,0.0198,0.3069,0.0099,0.3564,0.099,0.5347,0.0099,0.297,0.0099,0.1089,0.0693,0.8911,0.0099,0.0198,0.0099,0.2277,0.0099,0.0594,0.8416,0.3267,0.0396,0.2178,0.0099,0.9901,0.0495,0.6733,0.0099,0.0396,0.7426,0.0099,0.0099,0.0099,0.6337,0.0099,0.6337,0.0099,0.2475,0.6139,0.6139,0.7525,0.5248,0.3366,0.0891,0.7921,0.4158,0.099,0.5941,0.8218,0.5446,0.1584,0.9703,0.4059,0.4356,0.4059,0.0891,0.0198,0.0198,0.0891,0.7228,0.0396,0.0099,0.6931,0.5149,0.3366,0.1386,0.604,0.4257,0.7822,0.3564,0.0198
Bacteroides_clarus,0.0495,0.8119,0.0792,0.5545,0.297,0.1386,0.8317,0.1584,0.5149,0.6436,0.8713,0.2277,0.7228,0.3564,0.6931,1.0,0.0198,0.1881,0.0693,0.2871,0.1089,0.0495,0.3366,0.0198,0.3267,0.7426,0.9703,0.1584,0.9901,0.3168,0.396,0.8812,0.901,0.4059,0.3564,0.0792,0.0891,0.6238,0.0099,0.4851,0.3366,0.6337,0.1287,0.9802,0.1287,0.1683,0.1584,0.2178,0.2178,0.099,0.6931,0.8812,0.5545,0.2574,0.2574,0.7525,0.5743,0.1881,0.6832,0.604,0.8119,0.6238,0.5347,0.802,0.0198,0.6436,0.6733,0.0594,0.6436,0.3762,0.6337,0.9703,0.6238,0.3762,0.8614,0.9406,0.396,0.0297,0.1386,0.0792,0.9703,0.6832,0.0099,0.0297,0.2277,0.9703,0.8713,0.0792,0.5941,0.5347,0.1881,0.1683,0.5941,0.1782,0.5248,0.7525,0.2574,0.802,0.2871,0.0792,0.099,0.8515,0.3465,0.703,0.1386,0.6733,0.5149,0.5545,0.3267,0.7921,0.703
Bacteroides_dorei,0.8515,0.0297,0.5644,0.8119,0.8911,0.1584,0.0594,0.0099,0.4752,0.4059,0.7129,0.3168,0.9604,0.6238,0.9208,0.0198,1.0,0.9901,0.8119,0.0594,0.0495,0.8812,0.1188,0.3366,0.1485,0.2079,0.0099,0.1188,0.3564,0.7723,0.099,0.0396,0.0495,0.5842,0.2772,0.2871,0.1386,0.3465,0.1188,0.3465,0.2475,0.5347,0.5743,0.2871,0.3762,0.0396,0.4455,0.1584,0.4059,0.6238,0.1782,0.396,0.099,0.6139,0.8317,0.1782,0.7822,0.8119,0.901,0.1089,0.604,0.1584,0.9802,0.9406,0.9109,1.0,0.4059,0.9208,0.9604,0.505,0.0099,0.9505,1.0,0.1683,0.3267,0.1188,0.0099,0.2673,0.7822,0.2673,0.3465,0.0099,0.3465,0.4059,0.6337,0.2178,0.396,0.3465,0.7723,0.1584,0.6931,0.6436,0.8911,0.6337,0.3861,0.099,0.6337,0.1188,0.0099,0.7723,0.1287,0.6931,0.0198,0.6337,0.1683,0.4851,0.0792,0.505,0.802,0.5644,0.5149
Bacteroides_eggerthii,0.7723,0.1683,0.5446,0.3465,0.1188,0.1188,0.0495,0.3564,0.0297,0.0099,0.0099,0.6733,0.5446,0.1584,0.0693,0.1881,0.9901,1.0,0.5446,0.8812,0.1089,0.5446,0.4554,0.0792,0.5446,0.0198,0.0693,0.3564,0.2871,0.5941,0.297,0.4356,0.5842,0.2574,0.1089,0.0594,0.9208,0.6634,0.2673,0.0099,0.396,0.2772,0.5941,0.9901,0.5941,0.297,0.0099,0.3366,0.0792,0.8317,0.0891,0.2277,0.7426,0.3168,0.0099,0.6436,0.0396,0.7228,0.4752,0.8119,0.3564,0.1287,0.3663,0.2277,0.5842,0.099,0.3465,0.1485,0.0099,0.7624,0.8713,0.6238,0.7822,0.1782,0.6634,0.6238,0.802,0.4653,0.0495,0.2574,0.1683,0.0495,0.4059,0.4554,0.505,0.0198,0.8614,0.3762,0.9406,0.0792,0.0297,0.4059,0.4752,0.0693,0.1386,0.6436,0.8218,0.7921,1.0,0.6634,0.505,0.6733,0.6337,0.3564,0.6931,0.3366,0.7327,0.9604,0.6238,0.3168,0.3663
Bacteroides_finegoldii,0.4257,0.9901,0.9307,1.0,0.2772,0.1485,0.3465,0.4257,0.8317,0.6337,0.1485,0.5545,0.4851,0.7723,0.7228,0.0693,0.8119,0.5446,1.0,0.505,0.4059,0.0099,0.8119,0.5644,0.901,0.2178,0.0297,0.0198,0.198,0.1881,0.0396,0.4851,0.5248,0.8911,0.6535,0.4257,0.0891,0.0495,0.1089,0.5842,0.2277,0.6436,0.0495,0.4752,0.9307,0.0198,0.0792,0.8119,0.1386,0.8812,0.0792,0.802,0.3663,0.3069,0.4554,0.3069,0.0693,0.6931,0.8119,0.5545,0.1782,0.0594,0.9307,0.1188,0.1584,0.7426,0.0495,0.3267,0.0099,0.604,0.8317,0.4059,0.198,0.0099,0.8119,0.0099,0.4257,0.4752,0.7624,0.9109,0.1386,0.0396,0.0495,0.2079,0.1287,0.099,0.4059,0.0198,0.0396,0.396,0.9802,0.0495,0.5743,0.7228,0.0099,0.1881,0.3267,0.1584,0.5149,0.9109,0.0891,0.2475,0.4752,0.5842,0.0099,0.4356,0.8713,0.6238,0.2772,0.2376,0.2277
Bacteroides_fragilis,0.2277,0.5248,0.3465,0.7624,0.2871,0.1089,0.5941,0.396,0.9208,0.7921,0.9802,0.3861,0.6337,0.5743,0.198,0.2871,0.0594,0.8812,0.505,1.0,0.0099,0.0099,0.0693,0.0594,0.0396,0.4752,0.802,0.7327,0.604,0.0693,0.901,0.0297,0.8317,0.0198,0.099,0.0099,0.604,0.6535,0.7327,0.2376,0.6139,0.0396,0.2475,0.0099,0.4653,0.604,0.099,0.3465,0.1287,0.3762,0.0297,0.0792,0.8218,0.9703,0.0495,0.4851,0.099,0.505,0.0396,0.099,0.9703,0.6238,0.4554,0.0495,0.5644,0.0396,0.1683,0.0099,0.7822,0.3564,0.0297,0.4752,0.3762,0.2574,0.9802,0.3465,0.6634,0.2277,0.6139,0.495,0.0099,0.7525,0.901,0.2376,0.3861,0.0693,0.0792,0.1584,0.2178,0.0198,0.1089,0.0693,0.6535,0.2871,0.9505,0.3069,0.0396,0.0594,0.4455,0.1881,0.1782,0.7228,0.901,0.7921,0.6634,0.7822,0.0495,0.1881,0.8218,0.0099,0.703
Bacteroides_intestinalis,0.0495,0.5149,0.4554,0.7525,0.4059,0.8713,0.7327,0.0099,0.9307,0.6733,0.1386,0.802,0.8614,0.8614,0.1881,0.1089,0.0495,0.1089,0.4059,0.0099,1.0,0.1683,0.0891,0.4554,0.396,0.9505,0.4554,0.3465,0.9406,0.2079,0.8713,0.7228,0.7822,0.1485,0.7525,0.0792,0.4455,0.7723,0.7228,0.198,0.4455,0.0099,0.495,0.4356,0.7327,0.2277,0.9109,0.9307,0.0297,0.1584,0.0495,0.6931,0.8119,0.0099,0.0099,0.4455,0.5842,0.6634,0.396,0.4851,0.7822,0.1782,0.0594,0.3663,0.8713,0.8614,0.5545,0.1881,0.505,0.6634,0.1188,0.4158,0.5644,0.5743,0.8218,0.9802,0.1683,0.6139,0.2277,0.6634,0.9703,0.0693,0.0198,0.7624,0.297,0.2178,0.2376,0.505,0.0792,0.0792,0.901,0.1881,0.198,1.0,0.3168,0.6337,0.5743,0.9307,0.6634,0.198,0.7822,0.7327,0.8812,0.6238,0.7921,1.0,0.9802,0.9901,0.6832,0.4554,0.7426
Bacteroides_massiliensis,0.9208,0.4554,0.9307,0.5545,0.8713,0.5644,0.0297,0.0495,0.0198,0.5347,0.0297,0.0495,0.297,0.3564,0.901,0.0495,0.8812,0.5446,0.0099,0.0099,0.1683,1.0,0.0594,0.0693,0.7228,0.4653,0.0693,0.0792,0.2277,0.9307,0.7228,0.0693,0.2772,0.0792,0.3762,0.7723,0.9901,0.0099,0.0099,0.9505,0.6436,0.3762,0.0297,0.3465,0.8119,0.5446,0.2079,0.2376,0.7822,0.0099,0.5446,0.5347,0.8614,0.0198,0.1287,0.5545,0.4158,0.6436,0.4158,0.0891,0.0396,0.0099,0.6634,0.8515,0.6535,0.4653,0.2178,0.6436,0.2574,0.2475,0.9208,0.5248,0.604,0.6931,0.5842,0.2178,0.5446,0.5842,0.6238,0.4158,0.5149,0.9208,0.0099,0.9901,0.0297,0.1485,0.099,0.0099,0.2178,0.3663,0.1485,0.6733,0.2178,0.0693,0.0792,0.1089,0.6238,0.1881,0.3267,0.2871,0.0297,0.2178,0.3762,0.9109,0.3366,0.2376,0.5446,0.6634,0.2277,0.396,0.1881
Bacteroides_ovatus,0.9802,0.3168,0.2376,0.0594,0.1287,0.5743,0.1188,0.1386,0.7129,0.0396,0.297,0.0792,0.0693,0.4356,0.099,0.3366,0.1188,0.4554,0.8119,0.0693,0.0891,0.0594,1.0,0.0198,0.0099,0.0099,0.0198,0.4653,0.2079,0.5149,0.4653,0.0891,0.9109,0.0396,0.4356,0.8911,0.0099,0.495,0.4455,0.0594,0.7525,0.0297,0.0792,0.0099,0.099,0.5743,0.0396,0.0099,0.6139,0.7723,0.1386,0.6139,0.3267,0.0495,0.0891,0.0198,0.901,0.8911,0.1287,0.7723,0.3069,0.1782,0.802,0.6535,0.7822,0.6337,0.4059,0.0099,0.6634,0.0594,0.0198,0.0495,0.1584,0.1188,0.0099,0.4455,0.6238,0.9802,0.703,0.6238,0.3564,0.4158,0.099,0.0198,0.4356,0.1386,0.0396,0.0297,0.1782,0.0099,0.0198,0.4455,0.703,0.099,0.2178,0.0297,0.7624,0.0099,0.6931,0.0891,0.099,0.0495,0.7723,0.3168,0.901,0.0495,0.0099,0.5149,0.8416,0.0693,0.4653
Bacteroides_stercoris,0.0099,0.0198,0.0495,0.2376,0.2178,0.0495,0.0099,0.7822,0.0693,0.0099,0.1584,0.6436,0.0594,0.901,0.9901,0.0198,0.3366,0.0792,0.5644,0.0594,0.4554,0.0693,0.0198,1.0,0.0792,0.0099,0.099,0.3564,0.0396,0.2376,0.7228,0.0099,0.4356,0.7426,0.8515,0.1881,0.3168,0.4257,0.901,0.3267,0.0495,0.4356,0.7129,0.3465,0.3564,0.0198,0.9703,0.4653,0.9406,0.1089,0.0594,0.0693,0.7822,0.0792,0.7921,0.1881,0.4554,0.3762,0.0099,0.8317,0.3564,0.8218,0.6931,0.4554,0.2079,0.099,0.0099,0.6931,0.8911,0.0198,0.3465,0.9901,0.3564,0.0891,0.2178,0.0099,0.3267,0.0693,0.1881,0.0297,0.0198,0.1683,0.0495,0.0099,0.0594,0.0297,0.0396,0.0099,0.0099,0.0099,1.0,0.1683,0.4554,0.2574,0.0198,0.7624,0.1287,0.9208,0.6436,0.0099,0.505,0.7129,0.0792,0.0099,0.0099,0.0099,0.0099,0.4554,0.0396,0.0099,0.3069
Bacteroides_thetaiotaomicron,0.5842,0.6139,0.2277,0.5545,0.6931,0.4653,0.6832,0.5347,0.0198,0.1386,0.4356,0.8317,0.5446,0.1782,0.5248,0.3267,0.1485,0.5446,0.901,0.0396,0.396,0.7228,0.0099,0.0792,1.0,0.0099,0.0099,0.4356,0.0792,0.0792,0.1485,0.0891,0.3465,0.1089,0.6634,0.6733,0.3861,0.2871,0.7624,0.0396,0.0297,0.0099,0.6535,0.0099,0.2871,0.5149,0.0594,0.1683,0.2574,0.7723,0.0198,0.6337,0.2079,0.9703,0.0891,0.0099,0.7921,0.3168,0.0099,0.4455,0.9901,0.099,0.0495,0.0792,0.7129,0.495,0.3762,0.2673,0.2574,0.0198,0.0099,0.2079,0.4752,0.1584,0.0495,0.0297,0.0099,0.3267,0.3168,0.0099,0.5149,0.0099,0.0594,0.505,0.4455,0.1485,0.0693,0.6238,0.1188,0.0099,0.0495,0.5644,0.0594,0.4257,0.1683,0.2574,0.0297,0.099,0.396,0.9901,0.0099,0.7327,0.2574,0.0297,0.901,0.0198,0.0099,0.6139,0.3168,0.3168,0.6535
Bacteroides_uniformis,0.2673,0.0099,0.198,0.9505,0.1485,0.0495,0.0198,0.7426,0.7822,0.0099,0.6337,0.5941,0.6634,0.0099,0.5149,0.7426,0.2079,0.0198,0.2178,0.4752,0.9505,0.4653,0.0099,0.0099,0.0099,1.0,0.0099,0.8713,0.0792,0.1089,0.1881,0.0099,0.3168,0.4257,0.9307,0.9901,0.7525,0.4752,0.5842,0.0198,0.3465,0.1584,0.4554,0.8317,0.0693,0.8515,0.2376,0.5446,0.1089,0.2376,0.0198,0.4752,0.703,0.0099,0.0198,0.0297,0.3168,0.0396,0.7723,0.2277,0.9703,0.0297,0.2475,0.0792,0.703,0.5347,0.2079,0.5446,0.1584,0.2178,0.6733,0.703,0.5941,0.0396,0.7723,0.0693,0.0792,0.0396,0.2376,0.0099,0.2871,0.7129,0.0297,0.7426,0.8812,0.0297,0.0099,0.2475,0.3267,0.0099,0.0891,0.8218,0.4851,0.9307,0.0594,0.703,0.1485,0.6139,0.3762,0.2475,0.0396,0.7525,0.0099,0.0198,0.0891,0.0099,0.0099,0.5347,0.7129,0.0396,0.2079
Bacteroides_vulgatus,0.3762,0.2673,0.2178,0.505,0.9703,0.0099,0.2871,0.8119,0.3366,0.0198,0.8515,0.3663,0.6238,0.0495,0.1089,0.9703,0.0099,0.0693,0.0297,0.802,0.4554,0.0693,0.0198,0.099,0.0099,0.0099,1.0,0.0099,0.2475,0.0297,0.0495,0.2079,0.0792,0.9703,0.8812,0.099,0.6634,0.5941,0.7327,0.2871,0.8218,0.1386,0.4356,0.099,0.4554,0.495,0.604,0.9307,0.6139,0.0198,0.0297,0.8119,0.7822,0.0297,0.0198,0.0099,0.9802,0.6634,0.495,0.7624,0.8317,0.0099,0.0594,0.2871,0.8614,0.495,0.1089,0.6832,0.0594,0.2277,0.0594,0.6238,0.4554,0.8119,0.8911,0.3267,0.5644,0.8119,0.6139,0.0792,0.1089,0.2772,0.0099,0.6337,0.8317,0.0396,0.0099,0.1881,0.604,0.0396,0.0297,0.0594,0.7822,0.8911,0.495,0.1584,0.9604,0.099,0.1584,0.1089,0.2475,0.6139,0.396,0.1881,0.8416,0.0792,0.0099,0.3267,0.5644,0.0396,0.9109
Bacteroides_xylanisolvens,0.9604,0.604,0.8119,0.2871,1.0,0.1584,0.1089,0.8614,0.7129,0.5941,0.1188,0.4059,0.2475,0.4455,0.9901,0.1584,0.1188,0.3564,0.0198,0.7327,0.3465,0.0792,0.4653,0.3564,0.4356,0.8713,0.0099,1.0,0.0495,0.8812,0.0099,0.9208,0.4257,0.7723,0.2574,0.0792,0.8317,0.1089,0.7426,0.2376,0.8119,0.7228,0.505,0.297,0.8911,0.9604,0.3366,0.4059,0.3366,0.0297,0.4158,0.4554,0.8317,0.0396,0.0495,0.3465,0.0693,0.1188,0.5842,0.1683,0.5743,0.0792,0.2871,0.901,0.3069,0.5842,0.6139,0.8119,0.8614,0.7228,0.7822,0.6535,0.6733,0.7921,0.3762,0.5941,0.1881,0.099,0.3465,0.703,0.7723,0.7228,0.0099,0.0891,0.1188,0.2178,0.3069,0.901,0.3267,0.7921,0.7822,0.1485,0.1782,0.8218,0.5446,0.8515,0.1188,0.3366,0.2673,0.198,0.5446,0.9802,0.8911,0.3465,0.3762,0.8119,0.9802,0.6535,0.1782,0.4653,0.1782
Barnesiella_intestinihominis,0.0099,0.0594,0.0099,0.5149,0.901,0.9604,0.2079,0.297,0.0099,0.0099,0.2574,0.6931,0.7723,0.297,0.0198,0.9901,0.3564,0.2871,0.198,0.604,0.9406,0.2277,0.2079,0.0396,0.0792,0.0792,0.2475,0.0495,1.0,0.1683,0.0693,0.5545,0.3465,0.4158,0.9802,0.1089,0.4455,0.396,0.8713,0.0099,0.495,0.8416,0.0099,0.8515,0.6931,0.1188,0.5545,0.2277,0.2673,0.4059,0.9406,0.0396,0.4257,0.495,0.6931,0.0099,0.0693,0.1881,0.0198,0.2574,0.4356,0.703,0.5446,0.8218,0.2871,0.1485,1.0,0.604,0.2475,0.1683,0.4158,0.0792,0.3465,0.3762,0.3663,0.3564,0.8812,0.9208,0.7921,0.0099,0.2574,0.0198,0.0396,0.8911,0.9604,0.0297,0.3168,0.4455,0.6634,0.3861,0.9802,0.5644,0.3663,0.9307,0.0396,0.1881,0.0099,0.1782,0.8911,0.8416,0.5743,0.9307,0.5446,0.0099,0.0099,0.0198,0.1485,0.0099,0.0099,0.0594,0.4356
Bifidobacterium_adolescentis,0.0099,0.0297,0.0495,0.0891,0.0297,0.3861,0.2475,0.2475,0.0099,0.8713,0.0099,0.3465,0.0594,0.5941,0.2574,0.3168,0.7723,0.5941,0.1881,0.0693,0.2079,0.9307,0.5149,0.2376,0.0792,0.1089,0.0297,0.8812,0.1683,1.0,0.0396,0.7723,0.0198,0.1188,0.1584,0.0891,0.0099,0.1683,0.5149,0.0297,0.1683,0.1089,0.1584,0.0198,0.9208,0.4752,0.0198,0.0099,0.0099,0.4455,0.2871,0.0297,0.1188,0.3267,0.2079,0.1089,0.0594,0.0693,0.0495,0.2871,0.1089,0.0891,0.8218,0.0099,0.802,0.0297,0.297,0.0099,0.7822,0.7822,0.0099,0.0396,0.3564,0.5446,0.0297,0.1089,0.0495,0.0495,0.0099,0.5347,0.0099,0.0495,0.6436,0.604,0.9802,0.4455,0.0594,0.9604,0.9802,0.3861,0.0099,0.8317,0.0396,0.8317,0.4653,0.0198,0.4158,0.0594,0.1089,0.1584,0.6337,0.2376,0.3168,0.1584,0.099,0.3168,0.9703,0.0198,0.0693,0.0594,0.7624
Bifidobacterium_bifidum,0.7129,0.4851,0.8317,0.9802,0.0495,0.7525,0.5149,0.0495,0.9901,0.703,0.1782,0.4653,0.7921,0.2376,0.1188,0.396,0.099,0.297,0.0396,0.901,0.8713,0.7228,0.4653,0.7228,0.1485,0.1881,0.0495,0.0099,0.0693,0.0396,1.0,0.0594,0.7327,0.5248,0.0693,0.802,0.7921,0.2277,0.5941,0.8119,0.1089,0.6238,0.3663,0.6238,0.0594,0.2673,0.9703,0.8515,0.4752,0.1782,0.3267,0.1683,0.9109,0.9901,0.6436,0.1386,0.5941,0.7327,0.703,0.2376,0.5446,0.4059,0.7327,0.4752,0.9604,0.1584,0.5545,0.4356,0.2079,0.9505,0.0297,0.9703,0.3168,0.0396,0.2475,0.5149,0.7723,0.6436,0.8515,0.2772,0.2574,0.4257,0.396,0.5941,0.7525,0.8713,0.0297,0.8218,0.0495,0.505,0.7327,0.5248,0.0297,0.495,0.2673,0.2673,0.7129,0.7822,0.4059,0.1287,0.1485,0.3663,0.1683,0.5941,0.3267,0.8317,0.396,0.198,0.505,0.3069,0.0198
Bifidobacterium_dentium,0.5941,0.5248,0.4752,0.5545,0.7426,0.5149,0.0792,0.5644,0.0792,0.2871,0.2574,0.703,0.2475,0.2079,0.1881,0.8812,0.0396,0.4356,0.4851,0.0297,0.7228,0.0693,0.0891,0.0099,0.0891,0.0099,0.2079,0.9208,0.5545,0.7723,0.0594,1.0,0.6832,0.7426,0.9307,0.9604,0.505,0.505,0.4059,0.9109,0.4257,0.1881,0.3564,0.5941,1.0,0.4554,0.396,0.9901,0.099,0.5644,0.1881,0.8911,0.0297,0.3861,0.6535,0.8911,0.3267,0.9208,0.4455,0.6337,0.0297,0.604,0.7822,0.0891,0.6139,0.802,0.1782,0.6931,0.7624,0.0099,0.0198,0.604,0.297,0.0099,0.8911,0.0495,0.5446,0.0198,0.4554,0.0792,0.0594,0.0594,0.1683,0.7525,0.7129,0.099,0.0198,0.0396,0.0297,0.0099,0.3069,0.7822,0.396,0.9208,0.1485,0.2079,0.0297,0.1881,0.5941,0.0099,0.4356,0.3267,0.0099,0.0495,0.0099,0.0099,0.0099,0.1089,0.7723,0.0099,0.8416
